# w mse
3.000000000000000000e+00 7.225901322174545574e-03
5.000000000000000000e+00 1.592973910638253998e-02
9.000000000000000000e+00 4.626154697815701433e-02
1.700000000000000000e+01 1.267475124549862775e-01
3.300000000000000000e+01 3.067218384193136083e-01
6.500000000000000000e+01 6.843325614721793571e-01
1.290000000000000000e+02 1.506108433584478545e+00
2.570000000000000000e+02 3.221042166546447483e+00
5.130000000000000000e+02 6.768560854893818757e+00
1.025000000000000000e+03 1.318043249656267690e+01
2.049000000000000000e+03 2.342461901351530429e+01
4.097000000000000000e+03 2.984270694123455669e+01
8.193000000000000000e+03 3.275997311136379153e+01
