# w mse
3.000000000000000000e+00 3.074739821400736435e-03
5.000000000000000000e+00 3.828772956381384061e-03
9.000000000000000000e+00 6.206763589801839870e-03
1.700000000000000000e+01 1.061871612405764290e-02
3.300000000000000000e+01 2.762567702356853033e-02
6.500000000000000000e+01 8.067942160483193570e-02
1.290000000000000000e+02 2.278829556408638324e-01
2.570000000000000000e+02 5.910918620869516360e-01
5.130000000000000000e+02 1.365240912787522243e+00
1.025000000000000000e+03 2.271349580566125237e+00
2.049000000000000000e+03 2.919256291246399737e+00
4.097000000000000000e+03 4.229162962985824059e+00
8.193000000000000000e+03 7.333295774298204783e+00
