# theta phi size
-8.817236243596936163e+01 1.395048679766930491e+02 2.000000000000000000e+00
9.182763756403066679e+01 4.049513202330697226e+01 4.000000000000000000e+00
7.628217515344523747e+00 1.263890229730866963e+02 5.000000000000000000e+00
1.602215658238284490e+01 1.123488365091316297e+02 4.000000000000000000e+00
-1.391534101212760390e+02 6.001401898263114099e+00 6.000000000000000000e+00
-1.001043839640212383e+02 9.899646179072102825e+01 3.000000000000000000e+00
1.330259440428231983e+02 6.266734987380685595e+01 3.000000000000000000e+00
2.731510835973265117e+01 1.212346025937241620e+02 5.000000000000000000e+00
1.601744768751205683e+01 1.123489564785406429e+02 3.000000000000000000e+00
1.288134104767562178e+02 6.267709382810026142e+01 4.000000000000000000e+00
1.491496064024559587e+02 8.039181947243469040e+01 2.000000000000000000e+00
7.757706797301887036e+01 7.707229888786763183e+01 2.000000000000000000e+00
1.461724935602593121e+02 1.350583063283671095e+02 2.000000000000000000e+00
-4.906003832943098786e+01 1.566110930736217028e+02 4.000000000000000000e+00
-1.391837175858405260e+02 6.006595914296180894e+00 3.000000000000000000e+00
1.268233763862910592e+02 1.253370425856025321e+02 2.000000000000000000e+00
1.793630488454990655e+02 9.129694191893203481e+01 2.000000000000000000e+00
-1.142834008696009374e+00 8.811687126713452756e+01 2.000000000000000000e+00
-4.892666358537640292e+01 1.136209476237843319e+02 6.000000000000000000e+00
-1.000334247538018673e+02 9.889862588349980399e+01 6.800000000000000000e+01
-1.723717824846554834e+02 5.361097702691331790e+01 1.800000000000000000e+01
-1.639778434176171800e+02 6.765116349086837033e+01 2.000000000000000000e+00
4.084658987872394675e+01 1.739985981017368886e+02 1.500000000000000000e+01
7.989561603597876172e+01 8.100353820927897175e+01 4.000000000000000000e+00
-4.697405595717680171e+01 1.173326501261931725e+02 2.000000000000000000e+00
-1.526848916402673524e+02 5.876539740627585218e+01 9.000000000000000000e+00
-1.639825523124879680e+02 6.765104352145935707e+01 2.000000000000000000e+00
-5.118658952324380351e+01 1.173229061718997457e+02 3.000000000000000000e+00
-3.085039359754406618e+01 9.960818052756532381e+01 2.000000000000000000e+00
-1.024229320269811296e+02 1.029277011121323682e+02 3.000000000000000000e+00
-3.382750643974070215e+01 4.494169367163290474e+01 6.900000000000000000e+01
1.309399616705690050e+02 2.338890692637831492e+01 4.000000000000000000e+00
4.081628241415949532e+01 1.739934040857038156e+02 2.000000000000000000e+00
-5.317662361370895496e+01 5.466295741439748213e+01 3.000000000000000000e+00
-6.369511545009344244e-01 8.870305808106796519e+01 3.000000000000000000e+00
1.788571659913040151e+02 9.188312873286545823e+01 1.800000000000000000e+01
1.310733364146236113e+02 6.637905237621568233e+01 2.000000000000000000e+00
7.996657524619813273e+01 8.110137411650019601e+01 2.000000000000000000e+00
1.487452459686054169e+02 3.441091794725173258e+01 3.000000000000000000e+00
-3.351680764012273528e+01 1.026627616527814446e+01 5.000000000000000000e+00
1.197304939459401112e+02 1.146620243293593546e+02 1.500000000000000000e+01
1.092432281786042836e+02 4.942599104969658441e+01 2.000000000000000000e+00
-5.223333975164045739e+01 1.193457673702136077e+02 4.000000000000000000e+00
1.284592507518737534e+02 9.030595010552379165e+01 1.830000000000000000e+02
-2.623354934082712475e+01 1.143937814944408302e+02 5.600000000000000000e+01
-4.632548851574674131e+01 1.161112455664924141e+02 1.200000000000000000e+01
-4.137756964736206555e+01 6.867645692522651757e+01 2.000000000000000000e+00
1.429711769730970161e+02 1.186989093383206040e+02 8.500000000000000000e+01
