# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 -1.851957628464976114e-05 -2.581268532253488956e-14 -3.996802888650563546e-14
1.499999999999999944e-02 5.129812119422283889e-05 -9.110771803655381973e-09 -5.872446107169082552e-08
2.999999999999999889e-02 1.773702589298074904e-05 -1.345226186000303414e-08 -9.230200403997912417e-08
4.499999999999999833e-02 -3.586764432566153784e-05 -1.393040949260182515e-08 -1.041806481083540348e-07
5.999999999999999778e-02 -1.830872844319521840e-04 -1.169990360150308106e-08 -9.890874830276175089e-08
7.499999999999999722e-02 -2.908487084635501046e-04 -8.037532472915387416e-09 -8.162423892343895204e-08
8.999999999999999667e-02 -4.178659156298701128e-04 -4.196778979892457073e-09 -5.752519505186626247e-08
1.049999999999999961e-01 -5.038404033930520085e-04 -1.257540072074903037e-09 -3.138359327969908463e-08
1.199999999999999956e-01 -7.309676827626764841e-04 1.663519322292472680e-11 -7.137346047514370184e-09
1.350000000000000089e-01 -1.114023162270439500e-03 -7.069438368034752784e-10 1.240425873128003786e-08
1.499999999999999944e-01 -1.352996274735227813e-03 -3.272824455891054640e-09 2.569201074109628280e-08
1.650000000000000078e-01 -1.582413218431629517e-03 -7.057007977984142144e-09 3.237515788789835369e-08
1.799999999999999933e-01 -1.540610427616707434e-03 -1.106469199596560316e-08 3.307616402992152871e-08
1.950000000000000067e-01 -1.348975184832914035e-03 -1.408738548036581051e-08 2.907610907598723315e-08
2.099999999999999922e-01 -1.025290244685553818e-03 -1.490002737858375781e-08 2.198815240994633768e-08
2.250000000000000056e-01 -7.321947531669292450e-04 -1.248378483920120630e-08 1.347374189997196936e-08
2.399999999999999911e-01 -7.351783336472285119e-04 -6.259465890057214210e-09 5.018224724651076940e-09
2.550000000000000044e-01 -1.122847458755710237e-03 3.700937167838702635e-09 -2.228428552797367956e-09
2.700000000000000178e-01 -1.323444074763303197e-03 1.653258019373993193e-08 -7.537797941381541023e-09
2.849999999999999756e-01 -1.134941079593214386e-03 3.055606689894574401e-08 -1.061452525874528874e-08
2.999999999999999889e-01 -8.287552158536010821e-04 4.339818465703970674e-08 -1.153924245045345742e-08
3.150000000000000022e-01 -7.195744407374332630e-04 5.224819704663374864e-08 -1.066997779020084636e-08
3.300000000000000155e-01 -6.878802435854409689e-04 5.423397636539206701e-08 -8.526167105671333957e-09
3.449999999999999734e-01 -6.560286776588035440e-04 4.690416460784163633e-08 -5.685224957474588336e-09
3.599999999999999867e-01 -6.378899311855826260e-04 2.879230087682316253e-08 -2.693473888371045177e-09
3.750000000000000000e-01 -7.663072950892875664e-04 -9.144740520383720650e-12 5.626610288800293347e-13
