# w mse
3.000000000000000000e+00 1.190237326774452702e-02
5.000000000000000000e+00 9.565953529700509453e-03
9.000000000000000000e+00 1.031048545234421014e-02
1.700000000000000000e+01 1.646734188554040135e-02
3.300000000000000000e+01 3.372547963323123399e-02
6.500000000000000000e+01 7.376979780445266921e-02
1.290000000000000000e+02 1.662649349371224661e-01
2.570000000000000000e+02 3.814010867237532243e-01
5.130000000000000000e+02 8.551806953369422981e-01
1.025000000000000000e+03 1.769559829836183207e+00
2.049000000000000000e+03 2.641138938011418968e+00
4.097000000000000000e+03 2.790169862355219355e+00
8.193000000000000000e+03 3.755829862027457278e+00
1.638500000000000000e+04 5.734197715522578953e+00
