# clusterSize EnergyDrop
0.000000000000000000e+00 -3.841205667290379643e+04
0.000000000000000000e+00 -3.839694978427729802e+04
0.000000000000000000e+00 -3.837385609470959753e+04
0.000000000000000000e+00 -3.833235205050779768e+04
0.000000000000000000e+00 -3.828040746086880245e+04
0.000000000000000000e+00 -3.821770493424069718e+04
0.000000000000000000e+00 -3.814854555590730160e+04
0.000000000000000000e+00 -3.806187298889389785e+04
0.000000000000000000e+00 -3.797365378674709791e+04
0.000000000000000000e+00 -3.787678825239810249e+04
0.000000000000000000e+00 -3.776981335896719975e+04
2.139300000000000000e+04 -3.794475922916430136e+04
1.753300000000000000e+04 -3.793276272726830211e+04
1.756200000000000000e+04 -3.787306565478460107e+04
1.743400000000000000e+04 -3.780144555217520247e+04
1.742300000000000000e+04 -3.771963525057069637e+04
1.699700000000000000e+04 -3.762718743949619966e+04
1.458300000000000000e+04 -3.812739063339230051e+04
1.490400000000000000e+04 -3.811793440974799887e+04
1.444200000000000000e+04 -3.810007291074949899e+04
9.353000000000000000e+03 -3.807217412737470295e+04
9.335000000000000000e+03 -3.803895087350749964e+04
1.897300000000000000e+04 -3.811912734127369913e+04
6.998000000000000000e+03 -3.817236515843289817e+04
7.480000000000000000e+03 -3.816513727346959786e+04
7.433000000000000000e+03 -3.815191337482770177e+04
8.308000000000000000e+03 -3.813330160195750068e+04
9.141000000000000000e+03 -3.810664925620039867e+04
9.224000000000000000e+03 -3.807593290980999882e+04
1.385800000000000000e+04 -3.804452240197730134e+04
1.951100000000000000e+04 -3.807478671331459918e+04
2.880700000000000000e+04 -3.812481680624879664e+04
3.131400000000000000e+04 -3.811494553654840274e+04
3.265200000000000000e+04 -3.809555254647599941e+04
3.295000000000000000e+04 -3.806789758790840278e+04
4.100100000000000000e+04 -3.808887185393999971e+04
3.963000000000000000e+03 -3.815621440515819995e+04
1.770000000000000000e+02 -3.816057525637849903e+04
2.410000000000000000e+02 -3.812675331263479893e+04
2.390000000000000000e+02 -3.809045337014079996e+04
1.051500000000000000e+04 -3.809324240162789647e+04
2.970400000000000000e+04 -3.807448035787599656e+04
3.474400000000000000e+04 -3.807416468173090107e+04
4.260900000000000000e+04 -3.804470358530640078e+04
5.849300000000000000e+04 -3.805239839425739774e+04
5.351400000000000000e+04 -3.802727876132290112e+04
2.817300000000000000e+04 -3.813026515169729828e+04
3.016500000000000000e+04 -3.811831215489139868e+04
8.804000000000000000e+03 -3.814491813664069923e+04
8.846000000000000000e+03 -3.813172172995119763e+04
9.040000000000000000e+03 -3.811995616099819745e+04
9.284000000000000000e+03 -3.810050795902490063e+04
1.004600000000000000e+04 -3.807332954907209933e+04
1.054100000000000000e+04 -3.806785778604079678e+04
1.288400000000000000e+04 -3.804490981240470137e+04
1.759500000000000000e+04 -3.801805042679669714e+04
2.574200000000000000e+04 -3.799784270362059760e+04
2.741100000000000000e+04 -3.798272111855419644e+04
3.550000000000000000e+02 -3.815724671085330192e+04
2.640000000000000000e+02 -3.815015171903370356e+04
1.880000000000000000e+02 -3.814967905993130262e+04
4.500000000000000000e+01 -3.816619956288910180e+04
3.300000000000000000e+01 -3.814655423210430308e+04
1.800000000000000000e+01 -3.812354553692480113e+04
5.000000000000000000e+00 -3.809765279642149835e+04
7.000000000000000000e+00 -3.806664412067340163e+04
5.000000000000000000e+00 -3.802612338519009791e+04
6.000000000000000000e+00 -3.798793874693029647e+04
5.466000000000000000e+04 -3.805701061922079680e+04
5.939800000000000000e+04 -3.804036404939850036e+04
3.844000000000000000e+03 -3.815935317361589841e+04
5.587000000000000000e+03 -3.814107648500319920e+04
6.505000000000000000e+03 -3.813318688025420124e+04
2.840800000000000000e+04 -3.813663757156759675e+04
6.700000000000000000e+01 -3.820206313270090322e+04
1.350000000000000000e+02 -3.820299832637910004e+04
1.300000000000000000e+02 -3.818969188401749852e+04
1.410000000000000000e+02 -3.818776536284910253e+04
1.450000000000000000e+02 -3.817280769549909746e+04
1.340000000000000000e+02 -3.815792789687839831e+04
2.030000000000000000e+02 -3.813504724659240310e+04
1.760000000000000000e+02 -3.811651146218780195e+04
1.770000000000000000e+02 -3.809409349333280261e+04
1.930000000000000000e+02 -3.806498818685200240e+04
2.510000000000000000e+02 -3.819299830933439807e+04
3.350000000000000000e+02 -3.819010987587139971e+04
4.910000000000000000e+02 -3.818155166038010066e+04
9.260000000000000000e+02 -3.817041429023019737e+04
2.363000000000000000e+03 -3.816437328907189658e+04
3.445000000000000000e+03 -3.814369465894190216e+04
1.092400000000000000e+04 -3.815901334437660262e+04
3.498500000000000000e+04 -3.816380660970730241e+04
3.639900000000000000e+04 -3.815612097244620236e+04
3.713200000000000000e+04 -3.813683677262540004e+04
3.744600000000000000e+04 -3.812392982151339675e+04
3.529400000000000000e+04 -3.810652353111119737e+04
5.200400000000000000e+04 -3.808654903658720286e+04
3.526800000000000000e+04 -3.816972152044459654e+04
1.053000000000000000e+04 -3.817362509302220133e+04
1.172300000000000000e+04 -3.817289820918649639e+04
1.090600000000000000e+04 -3.816958194551809720e+04
