# theta phi size
-8.700190646271614980e+01 5.208770618212846415e+01 4.000000000000000000e+00
-1.289585230761751689e+02 2.818612780517318228e+00 3.000000000000000000e+00
-7.420135766221360996e+01 1.064281522653845968e+02 2.000000000000000000e+00
1.397853867437353017e+02 9.425499966458332324e+00 4.000000000000000000e+00
-5.298639478755909238e+01 1.717533610865872902e+02 2.000000000000000000e+00
9.299809353728387862e+01 1.279122938178715287e+02 2.000000000000000000e+00
5.104147692382483115e+01 1.771813872194827013e+02 4.000000000000000000e+00
1.057986423377863900e+02 7.357184773461541738e+01 5.000000000000000000e+00
-4.021461325626472672e+01 1.705745000335416819e+02 3.000000000000000000e+00
1.270136052124409218e+02 8.246638913412716931e+00 2.000000000000000000e+00
3.930343116340681320e+01 1.740417143836226614e+02 4.000000000000000000e+00
1.085188729656670859e+02 2.178004132975328844e+01 2.000000000000000000e+00
1.004140165323962464e+02 6.447900182444050188e+01 2.000000000000000000e+00
-1.330422518094027118e-01 9.890501833994542835e+01 2.000000000000000000e+00
-1.761802277354144337e+02 4.630723077630158002e+01 2.000000000000000000e+00
1.049761784982246660e+01 1.033634124235566816e+02 2.000000000000000000e+00
-9.000000000000000000e+01 8.941159869384469516e+01 2.000000000000000000e+00
-1.066753895149755993e-01 8.924908116543910808e+01 2.000000000000000000e+00
3.083738564861382514e+01 1.771951140387410533e+02 2.000000000000000000e+00
9.764460156431179483e-01 9.312605126888279017e+01 3.000000000000000000e+00
-1.663918355534008811e+02 1.340646234767606586e+02 2.000000000000000000e+00
-1.515065039697334441e+02 1.354615801069356280e+02 2.000000000000000000e+00
1.480156903906878263e+01 9.492082664201107889e+01 2.000000000000000000e+00
-4.935655318503317091e+01 1.144192534465775424e+02 4.000000000000000000e+00
1.010169222631996178e+02 5.549195165509230421e+00 2.000000000000000000e+00
-1.406965688365932010e+02 5.958285616377357208e+00 3.000000000000000000e+00
-7.148112703433289994e+01 1.582199586702467116e+02 2.000000000000000000e+00
-7.958598346760375364e+01 1.155209981755595123e+02 2.000000000000000000e+00
1.798669577481906288e+02 8.109498166005455744e+01 2.000000000000000000e+00
3.819772264585570287e+00 1.336927692236984342e+02 3.000000000000000000e+00
-1.695023821501775387e+02 7.663658757644331843e+01 4.000000000000000000e+00
9.000000000000000000e+01 9.058840130615530484e+01 2.000000000000000000e+00
1.798933246104850241e+02 9.075091883456089192e+01 3.000000000000000000e+00
-1.491626143513861962e+02 2.804885961258944072e+00 2.000000000000000000e+00
-1.790235539843568802e+02 8.687394873111720983e+01 5.000000000000000000e+00
1.360816444659912783e+01 4.593537652323935561e+01 3.000000000000000000e+00
2.849349603026657363e+01 4.453841989306437199e+01 2.000000000000000000e+00
-1.651984309609312334e+02 8.507917335798893532e+01 3.000000000000000000e+00
1.306434468149668362e+02 6.558074655342245762e+01 3.000000000000000000e+00
-7.898307773680039645e+01 1.744508048344907820e+02 2.000000000000000000e+00
-9.006409467349615738e+01 2.957653020911885200e+00 5.000000000000000000e+00
-1.591103016330996240e+02 1.202622582901471446e+02 3.000000000000000000e+00
9.594163812645794565e+01 1.702132942151281725e+02 3.000000000000000000e+00
-1.045058169296523403e+02 1.909188924470527127e+01 3.000000000000000000e+00
1.185681279308622891e+02 1.434023522914112903e+02 6.000000000000000000e+00
-1.986376697027536764e+01 7.807766239697136257e+01 4.000000000000000000e+00
2.377452562905767053e+01 1.614575439923036626e+01 2.000000000000000000e+00
1.799714881558677462e+02 9.065994290755190832e+01 2.000000000000000000e+00
2.961285686419942720e-01 8.998511068202631691e+01 2.000000000000000000e+00
1.086641240530187815e+02 4.500588826410599097e+01 2.000000000000000000e+00
4.367208069004379212e+01 2.994198401915277863e+00 2.000000000000000000e+00
7.668226800545016886e+01 5.625947722208021418e+01 2.000000000000000000e+00
3.867670438074978989e+01 6.042432458699062181e+01 4.000000000000000000e+00
2.333151288486305930e+01 1.267644182107552098e+02 2.000000000000000000e+00
-9.808731158916575055e+01 3.030623101349196435e+00 3.000000000000000000e+00
5.613905133285554427e+01 5.762315184548739921e+01 3.000000000000000000e+00
1.656890724704915669e+02 5.200036393593833850e+01 4.000000000000000000e+00
-1.962604699354533011e+01 6.561498255386605472e+00 3.000000000000000000e+00
2.592908546646397028e+01 5.246222983546158503e+01 2.000000000000000000e+00
1.514899136236755623e+02 1.352969762235751716e+02 1.100000000000000000e+01
1.427401875136505680e+02 8.717050876637507884e+01 3.000000000000000000e+00
8.827224357710292679e+01 1.206642479975679905e+01 7.000000000000000000e+00
8.993590532650385683e+01 1.770423469790881370e+02 3.000000000000000000e+00
2.088969836690037241e+01 5.973774170985286958e+01 2.000000000000000000e+00
-8.405836187354204014e+01 9.786705784871850611e+00 3.000000000000000000e+00
7.549418307034765974e+01 1.609081107552947572e+02 2.000000000000000000e+00
-6.143187206913771803e+01 3.659764770858870264e+01 2.000000000000000000e+00
1.601362330297246217e+02 1.019223376030286374e+02 3.000000000000000000e+00
-1.562254743709423224e+02 1.638542456007696444e+02 2.000000000000000000e+00
-2.851184413223530750e-02 8.934005709244810589e+01 2.000000000000000000e+00
-1.797038714313580101e+02 9.001488931797368309e+01 2.000000000000000000e+00
-7.133587594698121848e+01 1.349941117358940232e+02 2.000000000000000000e+00
-1.363279193099562008e+02 1.770058015980847301e+02 2.000000000000000000e+00
-1.033177319945498454e+02 1.237405227779198071e+02 2.000000000000000000e+00
-1.413232956192502172e+02 1.195756754130093924e+02 2.000000000000000000e+00
-1.566684871151369407e+02 5.323558178924479733e+01 3.000000000000000000e+00
8.191268841083423524e+01 1.769693768986508076e+02 2.000000000000000000e+00
-1.238609486671444699e+02 1.223768481545126150e+02 7.000000000000000000e+00
-1.431092752950844194e+01 1.279996360640616757e+02 3.000000000000000000e+00
1.603739530064546841e+02 1.734385017446134043e+02 2.000000000000000000e+00
-1.540709145335360404e+02 1.275377701645384434e+02 2.000000000000000000e+00
-2.851008637632441989e+01 4.470302377642483549e+01 2.000000000000000000e+00
-3.725981248634944620e+01 9.282949123362492116e+01 2.000000000000000000e+00
-9.172775642289708742e+01 1.679335752002432116e+02 2.000000000000000000e+00
9.991054749402543678e+00 8.616163207163160109e+01 3.000000000000000000e+00
3.487229734472862219e+01 6.058784381821295284e+01 4.000000000000000000e+00
-1.574464814990202228e+02 1.348559507522960814e+02 2.000000000000000000e+00
-1.271163107499223628e+02 1.542233235855055966e+02 5.000000000000000000e+00
-1.785889418893554819e+02 8.753203450200587099e+01 2.000000000000000000e+00
8.042837621063763098e-01 9.079443301644134579e+01 5.000000000000000000e+00
1.340209135822873598e+01 8.763822438417530236e+01 9.000000000000000000e+00
-3.195587205527506214e+01 4.588539362532867472e+01 3.000000000000000000e+00
5.102448714424421894e+01 9.072709848838036351e+01 2.000000000000000000e+00
-8.965216727341859837e+01 1.252455054364123868e+02 2.000000000000000000e+00
9.169987642264896976e+01 1.486183107370854941e+02 2.000000000000000000e+00
6.072499574393475541e+01 9.839589850666754955e+01 2.000000000000000000e+00
-8.187692136756841421e+01 9.277270009738143131e+01 3.000000000000000000e+00
6.785175387128386149e+01 1.055247278024014577e+02 3.000000000000000000e+00
9.838320847516513368e+00 6.783361246888097185e+01 2.000000000000000000e+00
-8.418494089052370555e+01 8.678072882032482482e+01 2.000000000000000000e+00
6.349239216766433458e+01 7.823005226591523353e+01 2.000000000000000000e+00
-6.146932992097528370e+01 2.081434385575502688e+01 8.000000000000000000e+00
2.469520700812524439e+01 8.025604921661860658e+01 1.600000000000000000e+01
-9.115250233672551872e+01 9.204649205488652797e+01 2.000000000000000000e+00
9.482880693501317637e+01 1.345328614002056611e+01 2.000000000000000000e+00
1.201571490374001883e+02 1.167125839644753569e+02 3.000000000000000000e+00
3.347843385960902918e+00 9.182170442237908503e+01 2.000000000000000000e+00
-1.140449388162008688e+02 5.630027273797613674e+01 4.000000000000000000e+00
-9.129398127971900578e+01 1.285494326612542579e+02 2.000000000000000000e+00
1.516153859305767604e+01 7.687625827467846307e+01 2.000000000000000000e+00
1.408965294781015984e+02 1.145950219501491318e+02 2.000000000000000000e+00
9.000000000000000000e+01 1.659637365206926347e+02 2.000000000000000000e+00
-9.794208863403211751e+01 1.758790116495280529e+02 3.000000000000000000e+00
1.404727045461761179e+02 9.000000000000000000e+01 2.000000000000000000e+00
-1.064442553093579136e+01 1.081424196958295738e+02 2.000000000000000000e+00
5.282904868194684411e+01 1.163866067888355076e+02 4.000000000000000000e+00
