# w mse
3.000000000000000000e+00 1.118226972620669016e-02
5.000000000000000000e+00 2.474442197112387484e-02
9.000000000000000000e+00 5.998671831541358551e-02
1.700000000000000000e+01 1.372960167551972310e-01
3.300000000000000000e+01 3.061989042574930209e-01
6.500000000000000000e+01 6.924852799109000312e-01
1.290000000000000000e+02 1.507629250220203332e+00
2.570000000000000000e+02 3.103796496173425901e+00
5.130000000000000000e+02 6.144823771874985852e+00
1.025000000000000000e+03 1.187528359847439496e+01
2.049000000000000000e+03 2.196809416502308920e+01
4.097000000000000000e+03 2.846248250364966026e+01
8.193000000000000000e+03 3.050393091044367111e+01
