# theta phi
-5.538731980917859232e+01 5.806425134426784496e+01
-5.234481598254566848e+01 5.751418453963533040e+01
1.536941221322699107e+02 5.940878337145429100e+01
-1.499324039041387664e+02 1.241141553018496353e+02
1.246126801908214077e+02 1.219357486557321550e+02
1.276551840174543457e+02 1.224858154603646909e+02
-2.630587786773008929e+01 1.205912166285457374e+02
3.006759609586124427e+01 5.588584469815037892e+01
1.264298268032977859e+02 5.784937127088596753e+01
1.204076475695726174e+02 6.079388837194930062e+01
3.276244226602347709e+01 1.229805991659826248e+02
1.485987378758376565e+02 1.213072199434745215e+02
5.598667578030663350e+01 5.817637247018115687e+01
-5.052823585602580891e+01 5.797230513783572547e+01
-3.019081310745478675e+01 1.204726950154958871e+02
-3.746902374817240400e+01 1.209875800096952077e+02
-1.292161415538370761e+02 1.229637287530441228e+02
2.971107041988929254e+01 5.683367844375959521e+01
-1.466154824403299983e+02 1.217163484440381609e+02
-5.357017319670222122e+01 1.221506287291140467e+02
-5.959235243042740393e+01 1.192061116280507065e+02
-1.472375577339765300e+02 5.701940083401738235e+01
-3.140126212416237195e+01 5.869278005652547137e+01
-1.240133242196933736e+02 1.218236275298188644e+02
1.294717641439742124e+02 1.220276948621642958e+02
1.498091868925452275e+02 5.952730498450412000e+01
1.425309762518276102e+02 5.901241999030481367e+01
5.078385844616293099e+01 5.703627124695588435e+01
-1.502889295801107039e+02 1.231663215562404190e+02
3.338451755967001588e+01 5.828365155596186042e+01
5.806498601111726288e+01 1.176802515078231011e+02
-1.239696544987315576e+02 1.208235803184363704e+02
-2.683347260265827217e+01 1.203207310346895014e+02
1.272425659313460926e+02 5.622526523386039798e+01
-2.981649820850505250e+01 1.217161738704086105e+02
3.319008394943406159e+01 5.963423949207693653e+01
4.825237717404090176e+01 1.199985485037292676e+02
9.502453172498003653e+01 8.851348620768810349e+01
-1.294280876028521732e+02 5.799332459979300580e+01
-5.685847766326739361e+01 1.238462157266176433e+02
5.629237253071730152e+01 5.853274228061641082e+01
1.285664240706421424e+02 5.786436210112402989e+01
-1.501364614609231865e+02 1.242396404184381993e+02
1.263125847090268223e+02 1.247325042485647799e+02
-1.303462014808972924e+02 5.927988195261391269e+01
-3.088756713699720535e+01 1.218509273355090414e+02
5.491238231816213755e+01 5.943540360761924291e+01
1.304200200920762427e+02 1.230499417579842003e+02
1.445067678977347612e+02 5.746989218803156518e+01
1.513357288291041698e+02 5.944902406243308945e+01
-1.271529210793792544e+02 1.221060363824859962e+02
-3.872928096011233379e+01 1.244646321054496525e+02
-1.241758709263593232e+02 1.215058317068963873e+02
-3.501649856192244670e+01 1.211207816020252181e+02
-1.464675335085509857e+02 5.683559275659496279e+01
5.553823480857584372e+01 6.043057282802698182e+01
4.268042267118108413e+01 1.205897790747794147e+02
-1.498037703732388763e+02 1.224202178243405541e+02
-5.549367073000447448e+01 1.233553270083167916e+02
5.350684042989092148e+01 5.695543606958288763e+01
1.166400580218302849e+02 5.821605022673718111e+01
-1.206679769163776683e+02 1.222371781719139676e+02
4.376570839984579919e+01 5.924976879004429975e+01
-5.647384675379647945e+01 5.664389259943317967e+01
1.522439398201399001e+02 5.639068622566558275e+01
-1.219350139888827442e+02 6.231974849217691315e+01
5.603034550126844948e+01 5.917641968156363674e+01
1.531665273973417243e+02 5.967926896531050573e+01
-5.275743406865392160e+01 1.237747347661396020e+02
1.501835017914949617e+02 5.828382612959139664e+01
-1.468099160505659313e+02 1.203657605079230848e+02
-1.317476228259590982e+02 6.000145149627076080e+01
-8.497546827501994926e+01 9.148651379231188230e+01
5.057191239714782682e+01 1.220066754002070013e+02
1.231415223367326064e+02 5.615378427338237088e+01
-1.237076274692826843e+02 1.214672577193835963e+02
-5.143357592935789313e+01 1.221356378988759843e+02
2.986353853907682776e+01 5.576035958156180072e+01
-5.368741529097318477e+01 5.526749575143523430e+01
4.965379851910270759e+01 1.207201180473860944e+02
1.491124328630028231e+02 5.814907266449097278e+01
-1.250876176818378696e+02 1.205645963923807642e+02
-4.957997990792374310e+01 5.695005824201582811e+01
-3.549323210226522463e+01 1.225301078119684348e+02
-2.866427117089583732e+01 1.205509759375669034e+02
5.284707892062076695e+01 5.789396361751401088e+01
1.412707190398876946e+02 5.553536789455035461e+01
5.582412907364068388e+01 5.849416829310360555e+01
1.449835014380775533e+02 5.887921839797478185e+01
3.353246649144902847e+01 1.231644072434050514e+02
-1.244617651914241492e+02 1.195694271719730182e+02
-1.373195773288189230e+02 5.941022092522058529e+01
3.019622962676114142e+01 5.757978217565946721e+01
1.245063292699955326e+02 5.664467299168320835e+01
-1.264931595701090998e+02 1.230445639304170982e+02
-6.335994197816972928e+01 1.217839497732628189e+02
5.933202308362233879e+01 5.776282182808603949e+01
-1.362342916001541937e+02 1.207502312099557145e+02
1.235261532462035490e+02 1.233561074005668274e+02
-2.775606017986012830e+01 1.236093137743344386e+02
-5.327876299048946152e+01 1.241935832009982335e+02
-9.372611771822026583e+01 9.492341877015466878e+01
-3.913285600667844477e+01 1.193257450711277698e+02
5.627299347905665172e+01 5.745019945985274745e+01
1.213707493932678148e+02 1.210820359813520355e+02
-2.787838050720118943e+01 1.213926933487079936e+02
-2.602111951554870828e+01 1.221600261069193181e+02
4.606656514023434568e+01 1.234314188172998854e+02
-1.296051471322923874e+02 6.023772272753104318e+01
-1.342538995232851562e+02 1.242500819356335882e+02
-1.298991411215806124e+02 1.207282575443886401e+02
1.479557947183046167e+02 1.183154442404062650e+02
1.251753958381174812e+02 5.466842615740404199e+01
9.480879148102003739e+01 8.846148760655559329e+01
-1.264059222551704096e+02 5.952043757505109767e+01
1.461399973540968347e+02 1.186553643175745094e+02
-1.437961751693810868e+02 1.189616797943563853e+02
6.132103055724115137e+01 5.875981801428895324e+01
5.037904333616383212e+01 1.235300970732026542e+02
-1.358400578212369680e+02 5.792754455357084709e+01
-1.431795114287478725e+02 5.512198826390019946e+01
1.136811773566596599e+02 1.245214649885139835e+02
9.055090880865017766e+01 8.964742543643592398e+01
-1.306949966826350931e+02 5.851171202826000695e+01
