# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 1.521132596975368787e-03
9.000000000000000000e+00 2.163455311711103869e-03
1.700000000000000000e+01 2.560450154765758074e-03
3.300000000000000000e+01 2.998227572158992070e-03
6.500000000000000000e+01 3.781855397034228176e-03
1.290000000000000000e+02 5.965233054766495499e-03
2.570000000000000000e+02 1.245579313924333707e-02
5.130000000000000000e+02 2.952537155237909550e-02
1.025000000000000000e+03 6.895149823107535325e-02
2.049000000000000000e+03 1.735036621953200131e-01
4.097000000000000000e+03 4.627120289822425070e-01
8.193000000000000000e+03 9.202255499396742033e-01
1.638500000000000000e+04 1.392519305688372011e+00
3.276900000000000000e+04 2.038604505859735294e+00
