# theta phi size
1.367520595855845045e+02 1.210357219981099348e+02 2.610000000000000000e+02
1.354966907062564587e+02 1.183835479648672333e+02 2.620000000000000000e+02
1.322626255851278074e+02 1.203436229163673943e+02 1.060000000000000000e+02
4.829939407050253664e+01 1.420209221940826012e+02 1.100000000000000000e+01
1.335136270068454110e+02 5.394185846267221507e+01 8.000000000000000000e+01
3.628483325650823588e+01 4.691416880401420286e+01 1.700000000000000000e+01
1.367535566438041599e+02 1.210378637484851367e+02 2.610000000000000000e+02
4.274248409137134530e+01 5.962961784566762447e+01 2.380000000000000000e+02
1.322624308045865575e+02 1.203408973028994922e+02 1.060000000000000000e+02
4.829354407472057176e+01 1.420347280242061743e+02 1.100000000000000000e+01
1.354944947988834087e+02 1.183834742627003607e+02 2.620000000000000000e+02
5.956525421400149156e+01 3.660106676633895972e+01 1.300000000000000000e+01
1.367527587483285174e+02 1.210366760749850528e+02 2.610000000000000000e+02
1.352433891654264073e+02 1.211582532392421712e+02 1.020000000000000000e+02
1.326170760015723147e+02 8.132154276765371037e+01 1.100000000000000000e+01
1.367523029258476868e+02 1.210347398945703361e+02 2.610000000000000000e+02
1.355250039804201947e+02 1.183679311637388736e+02 2.600000000000000000e+02
1.367542560024593286e+02 1.210388182405963704e+02 2.610000000000000000e+02
4.273856785656437296e+01 5.963012453926868517e+01 2.380000000000000000e+02
1.352439581421013770e+02 1.211606443871279026e+02 1.020000000000000000e+02
1.335126451257709732e+02 5.393955162167819850e+01 8.000000000000000000e+01
-4.709412348806284143e+01 1.260196261379804810e+02 1.120000000000000000e+02
1.326232529426544886e+02 8.135481423133607848e+01 1.100000000000000000e+01
3.630207841845104610e+01 4.688787806337246167e+01 1.700000000000000000e+01
5.219612738265186636e+01 1.352912723248823852e+02 2.000000000000000000e+00
1.378419361581115083e+02 5.482034136842756311e+01 3.900000000000000000e+01
-1.296894043812937696e+02 4.684312283687929579e+01 1.700000000000000000e+01
1.367538001536432830e+02 1.210368820115577932e+02 2.610000000000000000e+02
4.273839462124797706e+01 5.963137950281453925e+01 2.380000000000000000e+02
1.322580124742019336e+02 1.203418631918542445e+02 1.060000000000000000e+02
1.281907908808366017e+02 2.859809551619247614e+01 1.900000000000000000e+01
1.391897446409946895e+02 1.098066437846294150e+02 2.000000000000000000e+01
-4.244512791805885854e+01 6.317294710679674097e+01 3.000000000000000000e+00
1.328792488506731218e+02 5.476064026374962879e+01 1.600000000000000000e+01
-5.891984814780101942e+01 1.064031006644550104e+02 9.000000000000000000e+00
6.104493303028999840e+00 1.021946281848785816e+02 3.000000000000000000e+00
1.300563896077109689e+02 6.099005545893677294e+01 1.700000000000000000e+01
1.445092426028578814e+02 9.126629464757309051e+01 7.000000000000000000e+00
-3.865828140844774907e+01 5.319948602721493103e+01 2.000000000000000000e+00
1.519212451463202207e+01 8.280653110376962900e+01 1.800000000000000000e+01
4.829113876435708619e+01 1.420437550059131127e+02 1.100000000000000000e+01
1.355228089376884668e+02 1.183678580940546823e+02 2.600000000000000000e+02
5.960865565780562747e+01 3.655727731411551673e+01 1.300000000000000000e+01
-4.324794041441550974e+01 5.896427800189005808e+01 3.390000000000000000e+02
-4.450330929374354838e+01 6.161645203513275959e+01 3.530000000000000000e+02
-4.773737441487221389e+01 5.965637708363259861e+01 6.770000000000000000e+02
-1.317006059294974705e+02 3.797907780591738458e+01 2.100000000000000000e+01
-4.648637299315461746e+01 1.260581415373277991e+02 4.100000000000000000e+01
-1.437151667434917783e+02 1.330858311959858042e+02 2.200000000000000000e+01
-4.324644335619583302e+01 5.896213625151487037e+01 6.420000000000000000e+02
-1.372575159086286476e+02 1.203703821543323755e+02 2.490000000000000000e+02
-4.773756919541346377e+01 5.965910269710050073e+01 2.100000000000000000e+01
-1.317064559252794425e+02 3.796527197579381863e+01 5.150000000000000000e+02
-4.450550520111659836e+01 6.161652573729963223e+01 5.150000000000000000e+02
-1.204347457859985155e+02 1.433989332336610403e+02 1.130000000000000000e+02
-4.324724125167148259e+01 5.896332392501494013e+01 5.150000000000000000e+02
-4.475661083457362110e+01 5.884174676075784305e+01 2.490000000000000000e+02
-4.738292399842769242e+01 9.867845723234627542e+01 2.100000000000000000e+01
-4.324769707415232034e+01 5.896526010542966389e+01 4.100000000000000000e+01
-4.447499601957981241e+01 6.163206883626111932e+01 1.060000000000000000e+02
-4.324574399754066434e+01 5.896118175940362249e+01 3.000000000000000000e+00
-1.372614321434356270e+02 1.203698754607313219e+02 2.000000000000000000e+00
-4.475604185789863010e+01 5.883935561287211158e+01 2.200000000000000000e+01
-4.648735487422903390e+01 1.260604483783218086e+02 3.700000000000000000e+01
1.329058765119371515e+02 5.398037386201952614e+01 1.500000000000000000e+01
-4.737674705734552560e+01 9.864518576866392152e+01 1.130000000000000000e+02
-1.436979215815489681e+02 1.331121219366275454e+02 1.500000000000000000e+01
-1.278038726173481479e+02 4.470872767511760060e+01 5.150000000000000000e+02
-4.215806384188851297e+01 1.251796586315724369e+02 3.000000000000000000e+00
5.031059561870625174e+01 1.331568771631206971e+02 2.490000000000000000e+02
-4.324619984635673120e+01 5.896311798844220675e+01 2.100000000000000000e+01
-1.372616053787520229e+02 1.203686204971854607e+02 2.000000000000000000e+00
-4.774198752579809479e+01 5.965813680814575548e+01 1.300000000000000000e+01
-5.180920911916339833e+01 1.514019044838075274e+02 2.300000000000000000e+01
-4.081025535900531764e+01 7.019335621537058501e+01 4.000000000000000000e+00
1.375548720819411699e+02 1.168270528932032732e+02 2.200000000000000000e+01
-4.712075114932687825e+01 1.252393597362503783e+02 2.200000000000000000e+01
1.210801518521989806e+02 7.359689933554498964e+01 1.600000000000000000e+01
-1.738955066969710117e+02 7.780537181512141842e+01 8.000000000000000000e+00
-4.994361039228902399e+01 1.190099445410632200e+02 2.800000000000000000e+01
-3.549075739714212574e+01 8.873370535242692370e+01 1.700000000000000000e+01
1.413417185915522793e+02 1.268005139727850548e+02 7.000000000000000000e+00
-1.648078754853679868e+02 9.719346889623037100e+01 2.505000000000000000e+03
-1.317088612356429280e+02 3.795624499408688735e+01 2.514000000000000000e+03
-4.447719106231155450e+01 6.163214190594532482e+01 2.025000000000000000e+03
-1.203913443421943725e+02 1.434427226858844904e+02 2.031000000000000000e+03
1.376140081141752773e+02 1.208928629837008657e+02 1.588000000000000000e+03
1.376842157687937345e+02 1.206107184113456867e+02 3.600000000000000000e+01
1.367914774014068371e+02 1.234200587656610963e+02 1.100000000000000000e+01
4.945137673820507729e+01 1.316046745271942484e+02 2.290000000000000000e+02
1.351298288714195337e+02 5.501480674173303953e+01 3.600000000000000000e+01
3.507422486933053563e+01 5.871958601167082037e+01 3.500000000000000000e+01
1.365578916279826558e+02 1.231848436190306018e+02 1.300000000000000000e+01
4.265030599868404693e+01 5.950345329575836928e+01 2.150000000000000000e+02
4.944983815237390701e+01 1.316048615810856575e+02 7.000000000000000000e+00
1.352732731937489632e+02 1.224453157473820823e+02 3.300000000000000000e+01
1.352744221160524205e+02 1.224475966716959618e+02 5.000000000000000000e+00
1.361917114018239658e+02 1.215991830013278019e+02 2.600000000000000000e+01
1.352758649374601987e+02 1.224501304682562903e+02 3.000000000000000000e+00
4.264989644724956719e+01 5.950374533282884215e+01 2.100000000000000000e+01
4.943647315059963177e+01 1.316026715856102385e+02 2.000000000000000000e+00
1.351331543055823090e+02 5.501013424913449512e+01 1.100000000000000000e+01
-4.781663860981226577e+01 1.276789602528306489e+02 2.290000000000000000e+02
4.234515157331200186e+01 5.527868921499320720e+01 3.000000000000000000e+01
-1.243978891662836759e+02 1.776392083726157409e+02 1.100000000000000000e+01
3.507962091105707003e+01 5.870503224548106402e+01 6.000000000000000000e+00
-3.817121442610949344e+01 1.205517404197006073e+02 3.700000000000000000e+01
1.363016307639090883e+02 1.248925941929232835e+02 3.000000000000000000e+00
1.361926086710644483e+02 1.216046542167870257e+02 1.400000000000000000e+01
5.697037903648116952e+01 1.316961327260542305e+02 1.500000000000000000e+01
1.352770140121672569e+02 1.224524114751911128e+02 2.000000000000000000e+00
1.362029256765115122e+02 1.103683163885440308e+02 2.489000000000000000e+03
4.265392933199871095e+01 5.950174735381977342e+01 2.504000000000000000e+03
4.943493471105050929e+01 1.316028580553048357e+02 2.000000000000000000e+03
-8.463932515268791690e+01 9.894935710865586032e+01 2.010000000000000000e+03
1.378310324185273714e+02 1.174390955433763253e+02 1.589000000000000000e+03
1.408380950800809330e+02 1.081930274876827411e+02 3.400000000000000000e+01
1.347944859385156064e+02 4.857704926867415907e+01 1.100000000000000000e+01
1.339890161747221384e+02 5.735955046193600992e+01 1.400000000000000000e+01
1.358823851655063208e+02 1.119060460147037901e+02 1.000000000000000000e+01
2.683764560960662138e+01 7.302607405442901722e+01 3.400000000000000000e+01
1.334838164077436033e+02 2.350746956337056304e+01 3.600000000000000000e+01
3.824770705010343619e+01 6.287879859299697927e+01 1.400000000000000000e+01
3.442521061402226223e+01 6.888259204619517106e+01 3.000000000000000000e+00
-1.352807040511888488e+02 1.223477600726812398e+02 4.580000000000000000e+02
-4.238599188582472976e+01 5.910713701629915562e+01 1.100000000000000000e+01
-4.231578423120625843e+01 5.938928158865431328e+01 4.000000000000000000e+00
-4.320852259859315581e+01 5.657994123433891787e+01 3.400000000000000000e+01
-1.305486232617949440e+02 4.839532547280578001e+01 3.000000000000000000e+00
-4.487017112858048051e+01 1.249851932582669463e+02 2.900000000000000000e+01
-1.449257751306694786e+02 1.212804139883291867e+02 4.000000000000000000e+00
-4.344210837201735131e+01 5.681515638096938403e+01 2.500000000000000000e+01
-1.373496940013159531e+02 1.204965467042416378e+02 9.000000000000000000e+00
-1.305501618476261001e+02 4.839513841891433543e+01 2.000000000000000000e+01
-4.472672680625103681e+01 5.755468425261792476e+01 2.000000000000000000e+00
-4.472557788394758660e+01 5.755240332830405237e+01 3.000000000000000000e+01
-4.380828859817604126e+01 5.840081699867219811e+01 2.000000000000000000e+00
-4.472413506253982973e+01 5.754986953174371678e+01 1.400000000000000000e+01
-1.373501035527504541e+02 1.204962546671711578e+02 6.000000000000000000e+00
-1.305635268494003753e+02 4.839732841438973310e+01 7.000000000000000000e+00
-4.486684569441769099e+01 1.249898657508655191e+02 1.300000000000000000e+01
1.321833613901877698e+02 5.232103974716935113e+01 3.400000000000000000e+01
-1.376548484266880052e+02 1.247213107850067928e+02 3.000000000000000000e+00
5.560211083371635254e+01 2.360791627384294600e+00 9.080000000000000000e+02
-1.449203790889429229e+02 1.212949677545189360e+02 9.080000000000000000e+02
1.418287855738905137e+02 5.944825958029939983e+01 2.300000000000000000e+01
-4.369836923609093304e+01 5.510740580707673075e+01 9.080000000000000000e+02
-4.380739132893556587e+01 5.839534578321300273e+01 1.220000000000000000e+02
-1.230296209635188376e+02 4.830386727394575530e+01 9.080000000000000000e+02
-4.472298598783275736e+01 5.754758852480888720e+01 9.080000000000000000e+02
-4.379707432348850205e+01 6.963168361145596919e+01 1.220000000000000000e+02
-1.373460706680012891e+02 1.204982526461802195e+02 9.080000000000000000e+02
-1.305650652889494836e+02 4.839714194469515718e+01 4.500000000000000000e+01
9.536067484731209731e+01 8.105064289134413968e+01 2.300000000000000000e+01
-4.216896758147264279e+01 6.256090445662366051e+01 4.300000000000000000e+01
-3.916190491991908829e+01 7.180697251231725886e+01 1.500000000000000000e+01
-4.520551406148440776e+01 1.314229507313258409e+02 2.000000000000000000e+00
-4.601098382527787578e+01 1.226404495380639759e+02 1.400000000000000000e+01
-4.411761483449368626e+01 6.809395398529620991e+01 3.000000000000000000e+01
-1.531623543903933751e+02 1.069739259455709828e+02 9.080000000000000000e+02
-4.651618359225638955e+01 1.564925304366294370e+02 8.000000000000000000e+00
-1.417522929498965709e+02 1.171212014070030278e+02 4.000000000000000000e+00
-1.455747893859777662e+02 1.111174079538048289e+02 1.220000000000000000e+02
4.471929594881117964e+01 5.765223992731874603e+01 5.000000000000000000e+00
-4.666141575867764146e+01 6.068696570917527566e+01 3.700000000000000000e+01
-4.666192273463030205e+01 6.068640378995840479e+01 2.100000000000000000e+01
-4.679910340676938318e+01 6.025342013185198198e+01 5.000000000000000000e+00
-4.679511160396714331e+01 6.025552475724536805e+01 4.000000000000000000e+00
-4.675352644369264965e+01 6.069601270220143618e+01 6.000000000000000000e+00
3.371190934019143270e+01 5.860879268743750714e+01 3.100000000000000000e+01
6.826009975351676928e+01 1.132201769151872384e+02 9.930000000000000000e+02
-1.375238263258674465e+02 1.205475535298610197e+02 9.930000000000000000e+02
3.371075728543987537e+01 5.860726612265175106e+01 1.900000000000000000e+01
-4.282531195474655306e+01 1.259702430203226555e+02 9.930000000000000000e+02
-1.233199825941191108e+02 4.437117477424283862e+01 2.900000000000000000e+01
1.379015469302679264e+02 1.243192267535566060e+02 9.930000000000000000e+02
1.389927420186562017e+02 1.178519439926705275e+02 9.930000000000000000e+02
1.341664134569624025e+02 1.268815229878964317e+02 8.500000000000000000e+01
-1.358497271227738281e+02 1.143623308841439581e+02 9.930000000000000000e+02
6.145364502465916701e+01 5.971531551091361223e+01 4.200000000000000000e+01
1.453722788864927224e+02 1.451786887215625370e+02 2.000000000000000000e+00
-4.656547183909925280e+01 1.202700855126156796e+02 1.900000000000000000e+01
-1.052509930245628738e+02 1.356947638998860555e+02 3.900000000000000000e+01
1.360541948479970813e+02 6.617722211929996945e+01 9.000000000000000000e+00
-1.375232570701582517e+02 1.205474258754387193e+02 9.930000000000000000e+02
3.507991307970931416e+01 6.599634211015234087e+01 3.300000000000000000e+01
6.824169983993363076e+01 1.132347551094482867e+02 7.000000000000000000e+00
1.382495083364874233e+02 1.216483026172201392e+02 1.700000000000000000e+01
1.370454547586575131e+02 5.406349087453194358e+01 7.000000000000000000e+00
-1.463446367255967395e+01 7.383260973628311774e+01 2.900000000000000000e+01
4.324464856958679349e+01 6.047599519081946084e+01 2.000000000000000000e+00
4.237142319031223536e+01 5.898047798933964714e+01 8.500000000000000000e+01
-1.009262757277291200e+02 1.310465894520228858e+02 2.800000000000000000e+01
1.333385842413223656e+02 1.193130342908247314e+02 4.300000000000000000e+01
1.333380772653697193e+02 1.193135962100415810e+02 6.000000000000000000e+00
1.332008965932306239e+02 1.197465798681480180e+02 9.840000000000000000e+02
1.332048883960328851e+02 1.197444752427546319e+02 9.840000000000000000e+02
1.332464735563073646e+02 1.193039872977985567e+02 1.700000000000000000e+01
-1.462880906598085744e+02 1.213912073125625000e+02 9.840000000000000000e+02
-1.117399002464832449e+02 6.677982308481274742e+01 2.500000000000000000e+01
4.247617367413254641e+01 5.945244647013898742e+01 9.840000000000000000e+02
-1.462892427145601459e+02 1.213927338773482631e+02 9.840000000000000000e+02
1.371746880452534469e+02 5.402975697967736579e+01 8.800000000000000000e+01
5.668001740588089632e+01 1.356288252257571685e+02 9.840000000000000000e+02
-4.209845306973208068e+01 5.568077324644340109e+01 3.600000000000000000e+01
-4.100725798134381250e+01 6.214805600732949387e+01 1.700000000000000000e+01
-4.583358654303761170e+01 5.311847701210358252e+01 3.900000000000000000e+01
4.415027287722619320e+01 6.563766911585604191e+01 1.100000000000000000e+01
-1.185463549753408614e+02 1.202846844890863878e+02 9.840000000000000000e+02
-3.462772111350730597e+01 3.482131127843744167e+01 2.700000000000000000e+01
1.334345281609007827e+02 5.972991448738432041e+01 4.000000000000000000e+00
7.474900697543712624e+01 4.430523610011391611e+01 2.000000000000000000e+01
-4.394580515200291870e+01 1.138227778807000163e+02 2.500000000000000000e+01
4.247674292984174116e+01 5.945257412456125934e+01 3.000000000000000000e+00
-1.449200869202906858e+02 1.140036578898476591e+02 3.000000000000000000e+00
-1.117583001600663692e+02 6.676524489055171330e+01 2.900000000000000000e+01
-4.175049166351256957e+01 5.835169738277984663e+01 8.800000000000000000e+01
-4.295454524134252239e+01 1.259365091254680635e+02 4.400000000000000000e+01
1.653655363274403385e+02 1.061673902637168823e+02 6.000000000000000000e+00
-1.367553514304131852e+02 1.195240048091805392e+02 1.005000000000000000e+03
-1.376285768096877860e+02 1.210195220106603529e+02 1.005000000000000000e+03
7.907372427227089418e+01 4.895341054797710711e+01 1.300000000000000000e+01
-4.641131302818952520e+01 6.105802986921190012e+01 2.600000000000000000e+01
-4.642263892635531164e+01 6.105293259890250823e+01 1.005000000000000000e+03
1.334284303791335162e+02 1.193751860749452050e+02 3.000000000000000000e+01
1.334251820246355464e+02 1.193755944487985801e+02 7.000000000000000000e+00
-4.641613304903083304e+01 6.103896734342045249e+01 1.005000000000000000e+03
-1.333668284752793625e+02 1.208811596982505279e+02 1.005000000000000000e+03
6.003221739254794187e+01 1.173641263837317439e+02 7.300000000000000000e+01
1.378275825252188440e+02 1.216164040240261102e+02 1.005000000000000000e+03
-1.292735805204486041e+02 1.294181034022498977e+02 1.300000000000000000e+01
-1.333642519639645059e+02 1.208840441077390864e+02 2.400000000000000000e+01
-4.114188848724311498e+01 1.235799688078726177e+02 2.600000000000000000e+01
-1.204947547706518662e+02 3.393127213324208213e+01 1.005000000000000000e+03
5.209534935980109083e+00 8.730633209194752453e+01 3.300000000000000000e+01
1.318266116691999628e+02 1.187481804977777671e+02 1.500000000000000000e+01
