# theta phi size
1.268854678165498342e+02 1.161515210827209899e+02 2.000000000000000000e+00
-5.311453218345016580e+01 6.384847891727900304e+01 1.200000000000000000e+01
4.814027210163176562e+01 8.409813947925722744e+01 1.200000000000000000e+01
4.813528142517965591e+01 8.409436073180025062e+01 2.000000000000000000e+00
9.000000000000000000e+01 8.883687652937852874e+01 3.000000000000000000e+00
1.312561387228143701e+02 5.845245895159732896e+01 4.000000000000000000e+00
-5.807423042122642443e+01 6.861075083561847698e+00 3.000000000000000000e+00
4.569166585677372439e+01 6.461341291769863915e+01 2.000000000000000000e+00
9.671200210894627958e+01 1.744248947748365310e+02 2.000000000000000000e+00
-1.318597278983682486e+02 9.590186052074277256e+01 2.000000000000000000e+00
-1.318647185748203299e+02 9.590563926819973517e+01 2.000000000000000000e+00
-9.000000000000000000e+01 9.116312347062148547e+01 2.000000000000000000e+00
-4.874386127718564410e+01 1.215475410484026639e+02 3.000000000000000000e+00
1.219257695787735827e+02 1.731389249164381852e+02 2.000000000000000000e+00
-1.343083341432262614e+02 1.153865870823013751e+02 7.000000000000000000e+00
-8.328799789105372042e+01 5.575105225163484945e+00 2.000000000000000000e+00
1.596474057011205616e+02 1.088835174382786732e+02 1.100000000000000000e+01
-9.206365116936726167e+01 1.281476803623146452e+02 1.500000000000000000e+01
8.786893930077560810e+01 1.337423463071440892e+02 2.000000000000000000e+00
1.712276892659969860e+02 9.745162874545579257e+01 2.000000000000000000e+00
-9.506263472752173982e+01 8.155236846035890608e+01 2.000000000000000000e+00
-1.405628071614272585e+02 1.137920568890303485e+02 2.000000000000000000e+00
4.818491202740329982e+01 5.978490766829753511e+01 4.000000000000000000e+00
4.151726580701760838e+01 9.084785044300315349e+01 4.000000000000000000e+00
3.538289355884590037e+01 9.748018605249183111e+01 5.000000000000000000e+00
1.390620139952820296e+02 5.489382714369661187e+01 2.000000000000000000e+00
6.777434558377314033e+01 9.545147011996323272e+01 2.000000000000000000e+00
1.065374131162515710e+02 8.312116504607159584e+01 6.000000000000000000e+00
1.782114354181116198e+02 9.172063642487275104e+01 4.000000000000000000e+00
