# w mse
3.000000000000000000e+00 2.833866904499729444e-03
5.000000000000000000e+00 1.006299796091640088e-02
9.000000000000000000e+00 3.598371247398027273e-02
1.700000000000000000e+01 1.128304025673698835e-01
3.300000000000000000e+01 2.998281913101118468e-01
6.500000000000000000e+01 7.016616307034909683e-01
1.290000000000000000e+02 1.514752643412169419e+00
2.570000000000000000e+02 3.170816475219359720e+00
5.130000000000000000e+02 6.509175046312712709e+00
1.025000000000000000e+03 1.300722424980892278e+01
2.049000000000000000e+03 2.325338251332147976e+01
4.097000000000000000e+03 2.968329950594650413e+01
