# w mse
3.000000000000000000e+00 3.593455047101986981e-03
5.000000000000000000e+00 4.324835712863587568e-03
9.000000000000000000e+00 6.105200260610251124e-03
1.700000000000000000e+01 7.745240012072819764e-03
3.300000000000000000e+01 1.759675238197799807e-02
6.500000000000000000e+01 5.048462131509120349e-02
1.290000000000000000e+02 1.520059039827484082e-01
2.570000000000000000e+02 4.254035496446529341e-01
5.130000000000000000e+02 9.997343124343742726e-01
1.025000000000000000e+03 2.314333121754516220e+00
2.049000000000000000e+03 3.978556240882727302e+00
4.097000000000000000e+03 4.606546376873323467e+00
8.193000000000000000e+03 6.606925823269700793e+00
