# w mse
3.000000000000000000e+00 5.801864766569814029e-03
5.000000000000000000e+00 3.349142795447493295e-03
9.000000000000000000e+00 4.296668024926150568e-03
1.700000000000000000e+01 7.870240724623120757e-03
3.300000000000000000e+01 1.781784619883567192e-02
6.500000000000000000e+01 4.176404841336214119e-02
1.290000000000000000e+02 1.004154295357994053e-01
2.570000000000000000e+02 2.619877854468930511e-01
5.130000000000000000e+02 6.470354254522059367e-01
1.025000000000000000e+03 1.466336459319907304e+00
2.049000000000000000e+03 3.091743083543433190e+00
4.097000000000000000e+03 5.689583291723863567e+00
8.193000000000000000e+03 6.228014439479659714e+00
1.638500000000000000e+04 1.015703765171075545e+01
3.276900000000000000e+04 1.542378854412651634e+01
