# rg size
7.153137885107621052e-01 2.000000000000000000e+00
1.542147125210770797e+00 5.000000000000000000e+00
7.882924572031276833e-01 2.000000000000000000e+00
8.564441692470146084e-01 3.000000000000000000e+00
7.672764926185359213e-01 2.000000000000000000e+00
7.127997592826341711e-01 2.000000000000000000e+00
1.427728978217303046e+00 6.000000000000000000e+00
1.542437982986851752e+00 5.000000000000000000e+00
8.379812265289525719e-01 3.000000000000000000e+00
9.247206675131895981e-01 3.000000000000000000e+00
7.237527127180171105e-01 2.000000000000000000e+00
7.565326748837816195e-01 2.000000000000000000e+00
7.110922239063264261e-01 2.000000000000000000e+00
7.686514873681958848e-01 2.000000000000000000e+00
2.145814781808301763e+00 1.200000000000000000e+01
1.095737369441966091e+00 4.000000000000000000e+00
8.533170509840179996e-01 2.000000000000000000e+00
7.050649338890863094e-01 2.000000000000000000e+00
7.639549253722696109e-01 2.000000000000000000e+00
2.145793149825595325e+00 1.200000000000000000e+01
7.131136572455764044e-01 2.000000000000000000e+00
1.228470434620028584e+00 5.000000000000000000e+00
7.686340093742745072e-01 2.000000000000000000e+00
1.095887052460738476e+00 4.000000000000000000e+00
7.003927698088741050e-01 2.000000000000000000e+00
7.154561350404046172e-01 2.000000000000000000e+00
7.392108444935800993e-01 2.000000000000000000e+00
8.349351801187931965e-01 2.000000000000000000e+00
8.579044770706584222e-01 3.000000000000000000e+00
8.072092405689127448e-01 3.000000000000000000e+00
1.021252042892222267e+00 3.000000000000000000e+00
8.675708200924211466e-01 4.000000000000000000e+00
7.661864395607127509e-01 2.000000000000000000e+00
9.016257036833067451e-01 4.000000000000000000e+00
1.086424608555184967e+00 3.000000000000000000e+00
1.209646802960722800e+00 6.000000000000000000e+00
2.140368828502617671e+00 1.400000000000000000e+01
7.800389772099055596e-01 2.000000000000000000e+00
6.775468055541810086e-01 2.000000000000000000e+00
1.071112675873517439e+00 4.000000000000000000e+00
9.789696934577705179e-01 4.000000000000000000e+00
7.472894458195895595e-01 2.000000000000000000e+00
7.606085872948595838e-01 2.000000000000000000e+00
8.034437872061267472e-01 2.000000000000000000e+00
7.506550234073795513e-01 2.000000000000000000e+00
2.140171615326221577e+00 1.400000000000000000e+01
7.067344834990512137e-01 2.000000000000000000e+00
7.799189526058866173e-01 2.000000000000000000e+00
7.001438457440991581e-01 2.000000000000000000e+00
9.045807661667758515e-01 3.000000000000000000e+00
1.209773847369155053e+00 6.000000000000000000e+00
6.772752519596512144e-01 2.000000000000000000e+00
1.070950742312046122e+00 4.000000000000000000e+00
8.730713391157001180e-01 3.000000000000000000e+00
6.890876242056191980e-01 2.000000000000000000e+00
9.792773757814562385e-01 4.000000000000000000e+00
7.528773698286945759e-01 2.000000000000000000e+00
8.715854677328519484e-01 3.000000000000000000e+00
1.214814580490831020e+00 4.000000000000000000e+00
7.566293023338107604e-01 2.000000000000000000e+00
6.838738247416015215e-01 2.000000000000000000e+00
6.928581325808182978e-01 2.000000000000000000e+00
7.564225849351807751e-01 2.000000000000000000e+00
7.069297753903061032e-01 2.000000000000000000e+00
7.520030517449934893e-01 2.000000000000000000e+00
6.826676344804946117e-01 2.000000000000000000e+00
1.676581934196758050e+00 1.200000000000000000e+01
1.026050052494032805e+00 3.000000000000000000e+00
2.876129781916312744e+00 2.200000000000000000e+01
1.752741045355289184e+00 7.000000000000000000e+00
6.701661421120436168e-01 2.000000000000000000e+00
7.447033886070570929e-01 2.000000000000000000e+00
6.423952807008055377e-01 2.000000000000000000e+00
1.893462086332253991e+00 1.100000000000000000e+01
8.275949560943224315e-01 3.000000000000000000e+00
9.569584741778377479e-01 3.000000000000000000e+00
7.973097715445118805e-01 2.000000000000000000e+00
1.525090557291274074e+00 7.000000000000000000e+00
7.937232357524802717e-01 2.000000000000000000e+00
1.595951490651426941e+00 4.000000000000000000e+00
7.195268588338790128e-01 2.000000000000000000e+00
6.435796169345836537e-01 2.000000000000000000e+00
1.125934833705016347e+00 4.000000000000000000e+00
1.893503352539313456e+00 1.100000000000000000e+01
8.273055198884516903e-01 3.000000000000000000e+00
1.087081964748881191e+00 3.000000000000000000e+00
7.837684801650447453e-01 2.000000000000000000e+00
7.730782688922231971e-01 2.000000000000000000e+00
7.948847159599145007e-01 2.000000000000000000e+00
7.606494991343621948e-01 2.000000000000000000e+00
2.876085909006986352e+00 2.200000000000000000e+01
7.361054000393020269e-01 2.000000000000000000e+00
6.864972764087915458e-01 2.000000000000000000e+00
7.135294622398729025e-01 2.000000000000000000e+00
9.056928391755891816e-01 3.000000000000000000e+00
7.820324705537065046e-01 2.000000000000000000e+00
7.199651408229342797e-01 2.000000000000000000e+00
6.801776340291304512e-01 2.000000000000000000e+00
7.962466676018844502e-01 2.000000000000000000e+00
9.093127975565031829e-01 4.000000000000000000e+00
1.752846700599682839e+00 7.000000000000000000e+00
7.356315409678776396e-01 2.000000000000000000e+00
1.612484722242935931e+00 7.000000000000000000e+00
7.627473100576115383e-01 2.000000000000000000e+00
6.697509938030469234e-01 2.000000000000000000e+00
9.570594067634362601e-01 3.000000000000000000e+00
7.272037651168582473e-01 2.000000000000000000e+00
7.910647445060726701e-01 2.000000000000000000e+00
