# w mse
3.000000000000000000e+00 7.319980960009941570e-03
5.000000000000000000e+00 1.718100699071273968e-02
9.000000000000000000e+00 4.945475205153700149e-02
1.700000000000000000e+01 1.288897451390504378e-01
3.300000000000000000e+01 3.002044774130669946e-01
6.500000000000000000e+01 6.854562421731477118e-01
1.290000000000000000e+02 1.548700580918257907e+00
2.570000000000000000e+02 3.389804501721047636e+00
5.130000000000000000e+02 7.212195932303474777e+00
1.025000000000000000e+03 1.397228046073128382e+01
2.049000000000000000e+03 2.432995568867098513e+01
4.097000000000000000e+03 3.134728889963036735e+01
8.193000000000000000e+03 3.598169611791046663e+01
