# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 1.187110408821001232e-04 -3.816204112389724124e-14 8.105633305198769568e-14
1.499999999999999944e-02 -4.351374076839429922e-05 -1.508597380643765601e-07 -2.210080843272439137e-06
2.999999999999999889e-02 -1.849597485935402131e-04 -2.371165070137249811e-07 -3.473735011912095596e-06
4.499999999999999833e-02 -4.337920423406890704e-04 -2.676291383755667506e-07 -3.920741634405998607e-06
5.999999999999999778e-02 -4.311576280447659251e-04 -2.540822332698706889e-07 -3.722281383917156943e-06
7.499999999999999722e-02 -2.885075283696699779e-04 -2.096759651510244489e-07 -3.071733311970764116e-06
8.999999999999999667e-02 -2.830332673217111255e-04 -1.477643363117914251e-07 -2.164734247883352485e-06
1.049999999999999961e-01 -6.323808104289497384e-04 -8.060770187223228684e-08 -1.180895298116072614e-06
1.199999999999999956e-01 -8.961654682899203870e-04 -1.832191371075550277e-08 -2.684138352936585350e-07
1.350000000000000089e-01 -9.982228804282548221e-04 3.187725413882710830e-08 4.670003388118514815e-07
1.499999999999999944e-01 -1.196504282701993252e-03 6.600968943672799419e-08 9.670368330182538863e-07
1.650000000000000078e-01 -1.255314187457503509e-03 8.317441394651501160e-08 1.218497983947850886e-06
1.799999999999999933e-01 -1.116335874337287667e-03 8.497147631725884385e-08 1.244824084804849268e-06
1.950000000000000067e-01 -8.364234601152050353e-04 7.469136859449411243e-08 1.094222376483973348e-06
2.099999999999999922e-01 -8.348030842824983623e-04 5.647935446608109623e-08 8.274182143960187269e-07
2.250000000000000056e-01 -9.054985601785088545e-04 3.460425095414042588e-08 5.069487953242795159e-07
2.399999999999999911e-01 -9.047223514708883658e-04 1.288178917860253967e-08 1.887171632116203200e-07
2.550000000000000044e-01 -9.971400714118834434e-04 -5.732833884514813262e-09 -8.398538783688453459e-08
2.700000000000000178e-01 -9.963167850162548203e-04 -1.936911093060948460e-08 -2.837552282334827744e-07
2.849999999999999756e-01 -8.709494761342836781e-04 -2.726899111530303622e-08 -3.994880244676758130e-07
2.999999999999999889e-01 -1.047998133237778955e-03 -2.964126570074302411e-08 -4.342430752183214056e-07
3.150000000000000022e-01 -1.164919704049364752e-03 -2.740502759975707534e-08 -4.014809588573285270e-07
3.300000000000000155e-01 -9.273643150583378916e-04 -2.189655251357777478e-08 -3.207823858000071739e-07
3.449999999999999734e-01 -8.973512278626933486e-04 -1.459846896213047549e-08 -2.138667858277013322e-07
3.599999999999999867e-01 -9.099993462246018169e-04 -6.913594973851692406e-09 -1.012839217496053120e-07
3.750000000000000000e-01 -9.366543354428326709e-04 6.376210513487119945e-12 9.294811706037766245e-11
3.900000000000000133e-01 -8.395424067874370476e-04 5.369207204160945799e-09 7.865838716057889439e-08
4.050000000000000266e-01 -9.143062826585000510e-04 8.779970027822445132e-09 1.286258916025725731e-07
4.199999999999999845e-01 -9.055344883471911840e-04 1.020912275715591389e-08 1.495639489551128410e-07
4.349999999999999978e-01 -5.291691398510620613e-04 9.910480083557771881e-09 1.451876744580616253e-07
4.500000000000000111e-01 -2.444835430622915168e-04 8.315917597903072355e-09 1.218268954692482714e-07
4.650000000000000244e-01 -5.980166736100842040e-05 5.934710311273220395e-09 8.694243864072086684e-08
4.799999999999999822e-01 4.982926300416481991e-05 3.268556406575579451e-09 4.788344740182229845e-08
4.949999999999999956e-01 3.754901412954952944e-05 7.470773334572940824e-10 1.094473365098747336e-08
5.100000000000000089e-01 2.776586226880921326e-05 -1.314255481442345006e-09 -1.925392438962649398e-08
5.250000000000000222e-01 4.672879249778549848e-05 -2.733892373812117654e-09 -4.005121720944109758e-08
5.400000000000000355e-01 8.523796352834234202e-05 -3.459916428560868482e-09 -5.068750368515369547e-08
5.550000000000000488e-01 1.180143263819904975e-04 -3.547882539586844892e-09 -5.197588617550550964e-08
5.699999999999999512e-01 2.727514261577496102e-04 -3.127825412205950040e-09 -4.582236723408746078e-08
5.849999999999999645e-01 2.565197740120421510e-04 -2.370060918874462316e-09 -3.472042600404377435e-08
5.999999999999999778e-01 2.397039321864972289e-04 -1.453567669302993564e-09 -2.129378416973278243e-08
6.149999999999999911e-01 3.490313076924518934e-04 -5.407876123327567100e-10 -7.921694139596414450e-09
6.300000000000000044e-01 2.856245889197618626e-04 2.416049144103554139e-10 3.538925969333840782e-09
6.450000000000000178e-01 3.432123990181465065e-04 8.131509935898388451e-10 1.191305160605688158e-08
6.600000000000000311e-01 4.967235812896961950e-04 1.142243352910823564e-09 1.673379940750870727e-08
6.750000000000000444e-01 5.661949521691194906e-04 1.238807053086460339e-09 1.814862114446501036e-08
6.899999999999999467e-01 8.560528108826920973e-04 1.143005522255588421e-09 1.674573251529743054e-08
7.049999999999999600e-01 9.135673647301485387e-04 9.120345085859264022e-10 1.336115813177592529e-08
7.199999999999999734e-01 6.484766323681008526e-04 6.077289936569970016e-10 8.903142140458483412e-09
7.349999999999999867e-01 4.289151832827875835e-04 2.879194400796055996e-10 4.217770380504179861e-09
7.500000000000000000e-01 3.156867441552087261e-04 -5.545643522328826806e-13 -7.634920056901817694e-12
7.650000000000000133e-01 3.830343529830229979e-04 -2.251999003322090486e-10 -3.299354919293503573e-09
7.800000000000000266e-01 5.652922540610354554e-04 -3.694780750327975630e-10 -5.413872381931302011e-09
7.950000000000000400e-01 3.879207121848960577e-04 -4.314866658802884593e-10 -6.320051411913154794e-09
8.100000000000000533e-01 3.356496859816572587e-04 -4.202577811490352861e-10 -6.157684071574016669e-09
8.249999999999999556e-01 5.732382344039175029e-04 -3.536249334037738829e-10 -5.180348967950440795e-09
8.399999999999999689e-01 6.587177203826108385e-04 -2.525473013913000464e-10 -3.700372179349269735e-09
8.549999999999999822e-01 7.624521776282925517e-04 -1.388420998131277305e-10 -2.034897350449666607e-09
8.699999999999999956e-01 6.840871953816916179e-04 -3.156375343408207138e-11 -4.625283456924113055e-10
8.850000000000000089e-01 2.247983211526227362e-04 5.546535012704227037e-11 8.126670189614400078e-10
9.000000000000000222e-01 -1.978795499629959140e-04 1.145174479661451609e-10 1.676518707855332181e-09
9.150000000000000355e-01 -1.914374138740375028e-04 1.436314421325287238e-10 2.103972984126363771e-09
9.300000000000000488e-01 5.630913396237769569e-05 1.460835452907560523e-10 2.140518822592518956e-09
9.449999999999999512e-01 -6.985662599838862730e-06 1.280080726586975228e-10 1.875315067987730807e-09
9.599999999999999645e-01 -2.869893157221728788e-04 9.665083938555451545e-11 1.416733784993996048e-09
9.749999999999999778e-01 -7.087317408790826806e-04 5.932505097785011592e-11 8.694804645290563851e-10
9.899999999999999911e-01 -7.514204297611477151e-04 2.216097048964230823e-11 3.251015192921102498e-10
1.004999999999999893e+00 -5.218567414321580861e-04 -1.001093278131830685e-11 -1.475657282256486188e-10
1.020000000000000018e+00 -4.498681503964305217e-04 -3.431235010249427767e-11 -5.021512302138937764e-10
1.034999999999999920e+00 -4.726688298737190957e-04 -4.891718664298215483e-11 -7.167702704112140856e-10
1.050000000000000044e+00 -6.704181845064178386e-04 -5.394684532057018834e-11 -7.894191471773884218e-10
