# theta phi size
-9.541910118076172287e-01 9.564444395468343885e+01 2.000000000000000000e+00
3.989504654483815926e+01 6.709756304668788118e+01 2.000000000000000000e+00
1.790458089881923911e+02 8.435555604531656115e+01 2.000000000000000000e+00
-1.401049534551618194e+02 1.129024369533121188e+02 2.000000000000000000e+00
4.617954681514772375e+01 5.301417351236931097e+01 2.000000000000000000e+00
-1.338204531848522834e+02 1.269858264876306890e+02 2.000000000000000000e+00
-3.592022731147036296e+01 1.352438007500951755e+02 2.000000000000000000e+00
-3.519271685145676543e+01 1.525119241050679193e+02 3.000000000000000000e+00
4.064930091854477467e+01 8.904785325466708912e+01 2.000000000000000000e+00
-1.093167015033109806e+02 5.161279581338076383e+01 2.000000000000000000e+00
1.399253270568691221e+02 1.152598721786971367e+02 2.000000000000000000e+00
1.344927490738769222e+02 7.002691797949870534e+01 2.000000000000000000e+00
1.440985321749254240e+02 1.197800955954206046e+02 6.000000000000000000e+00
5.559476044807109218e+01 1.750616786918492096e+02 2.000000000000000000e+00
1.118326518603334563e+02 1.355731050775313520e+02 4.000000000000000000e+00
1.483595623920550963e+02 8.373990220804388684e+01 2.000000000000000000e+00
1.440797726885296584e+02 4.475619924990484577e+01 2.000000000000000000e+00
1.448072831485432346e+02 2.748807589493207715e+01 2.000000000000000000e+00
-1.393506990814552182e+02 9.095214674533291088e+01 2.000000000000000000e+00
7.068329849668903364e+01 1.283872041866192433e+02 3.000000000000000000e+00
-4.007467294313088502e+01 6.474012782130287746e+01 2.000000000000000000e+00
-4.550725092612307776e+01 1.099730820205013089e+02 2.000000000000000000e+00
-3.590146782507458312e+01 6.021990440457941673e+01 2.000000000000000000e+00
-1.244052395519289007e+02 4.938321308150829481e+00 2.000000000000000000e+00
-6.816734813966654372e+01 4.442689492246867644e+01 2.000000000000000000e+00
-3.164043760794490723e+01 9.626009779195611316e+01 9.000000000000000000e+00
1.030206785833251004e+01 9.096998854886396657e+01 2.000000000000000000e+00
-3.977190359699151578e+00 8.576408056421185222e+01 7.000000000000000000e+00
-9.045575124146978396e+01 1.291334299909137826e+02 2.000000000000000000e+00
-1.372643356486894106e+02 1.069224694526459842e+02 2.000000000000000000e+00
1.096691767527978634e+01 8.881880083826550276e+01 3.000000000000000000e+00
-1.857955124341696518e+01 7.348188067992727213e+01 8.000000000000000000e+00
-3.683732884771965388e+01 1.589246994250733849e+02 2.000000000000000000e+00
-7.266695972645680968e+01 1.085726789155994254e+02 2.000000000000000000e+00
1.392805368995245487e+02 1.111243293674867942e+02 2.000000000000000000e+00
1.217930310746147313e+02 6.896126059201131397e+01 4.000000000000000000e+00
6.690292256752854883e+01 1.186764674149941214e+02 2.000000000000000000e+00
1.590088991638209563e+02 8.980814726891837552e+01 2.000000000000000000e+00
-5.358045751687537717e+01 5.349954834779128987e+01 2.000000000000000000e+00
1.524068783515943437e+02 1.041814008924188215e+02 2.000000000000000000e+00
4.984685082754499952e+00 1.361561949177524866e+02 2.000000000000000000e+00
4.436046423288669160e+01 8.556237681737285072e+01 2.000000000000000000e+00
1.270111381092617364e+01 4.615541244413526556e+01 3.000000000000000000e+00
8.567463313567390060e+01 1.268729151849468728e+01 3.000000000000000000e+00
1.585370206898577408e+02 1.022962280075301464e+02 3.000000000000000000e+00
