# w mse
3.000000000000000000e+00 8.102593390776829246e-03
5.000000000000000000e+00 1.371427579680348750e-02
9.000000000000000000e+00 4.098372543176320021e-02
1.700000000000000000e+01 1.289120283480433282e-01
3.300000000000000000e+01 3.875404741557627042e-01
6.500000000000000000e+01 1.016631080439659440e+00
1.290000000000000000e+02 2.333579387567158658e+00
2.570000000000000000e+02 4.509996012220082839e+00
5.130000000000000000e+02 7.494749921979203755e+00
1.025000000000000000e+03 9.768275561483402925e+00
2.049000000000000000e+03 7.546038195442906549e+00
4.097000000000000000e+03 1.148384201287881368e+01
