# w mse
3.000000000000000000e+00 6.894969239592371041e-03
5.000000000000000000e+00 1.404987643535910227e-02
9.000000000000000000e+00 4.156180767253140479e-02
1.700000000000000000e+01 1.265105681868369247e-01
3.300000000000000000e+01 3.343763740331863743e-01
6.500000000000000000e+01 7.820064112916433885e-01
1.290000000000000000e+02 1.670433165024575839e+00
2.570000000000000000e+02 3.415815232448041083e+00
5.130000000000000000e+02 6.858165584716596541e+00
1.025000000000000000e+03 1.393972803960325102e+01
2.049000000000000000e+03 2.293613329750043306e+01
4.097000000000000000e+03 2.791674904136679913e+01
8.193000000000000000e+03 3.267373287511416180e+01
