# w mse
3.000000000000000000e+00 1.307837004375007363e-02
5.000000000000000000e+00 2.850158288280384838e-02
9.000000000000000000e+00 6.668494094406288153e-02
1.700000000000000000e+01 1.503820607745771643e-01
3.300000000000000000e+01 3.302316881674058902e-01
6.500000000000000000e+01 7.390918459063101631e-01
1.290000000000000000e+02 1.579514901967805418e+00
2.570000000000000000e+02 3.170120798179508981e+00
5.130000000000000000e+02 6.063285519425097192e+00
1.025000000000000000e+03 1.184164838959379651e+01
2.049000000000000000e+03 2.074572033977814556e+01
4.097000000000000000e+03 2.592048094248429990e+01
8.193000000000000000e+03 2.983071305602076961e+01
