# drho_hcp drho_bcc avalancheSize
-3.168265590615362922e-08 -8.775233183052128958e-10 1.855263832407619162e+00
2.210393341005217286e-03 4.863663922961374841e-01 8.830064598953892840e+00
1.451008844080250715e-01 -2.921740233786935814e-01 2.150649133597538842e+00
3.608412739547725567e-02 -1.548503716140002540e-02 5.847350196007654599e-01
9.689307982331307745e-03 -2.279698259514962438e-02 9.116839248546207974e-01
1.065287347836174625e-03 4.283131241649550114e-03 2.261774100712042657e+00
1.123564064533116857e-02 1.862048071357150919e-03 2.516809360491208736e+00
-2.568178000013243700e-03 -8.819619320869671875e-04 2.878873607487118513e-01
-2.050852725614144001e-03 -4.632999277943115196e-03 4.298718522906668227e+00
1.200780611548171728e-02 4.113277950810699524e-04 7.848231817961288659e-01
-2.427821177862776736e-04 8.695870570906471045e-04 6.592269043476196577e-01
-1.378541951159586998e-02 -2.393314827715924131e-04 5.702221973851719916e-01
1.030962154872080982e-02 6.082304483008369594e-04 2.720875585609747738e+00
-1.479399310424972525e-02 1.691584782917155902e-03 9.351915413148058631e-01
-1.537747506656150787e-02 -1.193476999830429125e-03 8.072129114080804912e-01
-7.899180800840066574e-03 9.567059973734134276e-04 5.416782555253152331e-01
1.399605134055745270e-02 1.981937956945928336e-03 6.144697241488887851e-01
5.330476873120298942e-03 6.862524148417981085e-04 1.466575824853980636e-01
8.696499227906218099e-04 6.431387257126407186e-04 4.979393183267212808e-01
-2.790569317732416454e-03 1.603305453568893563e-03 1.923221069656395332e-01
-1.641386052928259232e-02 -3.134812711407481377e-03 7.949677448732586083e-01
