# theta phi size
1.367766163437121065e+02 1.222278172781725800e+02 1.257000000000000000e+03
1.367922098138547256e+02 1.221906842632197367e+02 1.296000000000000000e+03
1.367989066756771024e+02 5.664825215850653706e+01 7.220000000000000000e+02
1.367885142280232174e+02 5.684074448118698086e+01 8.640000000000000000e+02
1.367766109350318686e+02 1.222279768523404044e+02 1.257000000000000000e+03
1.367921911047176593e+02 1.221904885461352848e+02 1.296000000000000000e+03
5.124117806001552822e+01 6.230716165979449528e+01 2.800000000000000000e+01
1.394055730705825056e+02 5.097280624460976384e+01 4.700000000000000000e+01
5.124237529145165837e+01 6.230569066840724446e+01 2.800000000000000000e+01
1.394526963274786340e+02 5.057759447301848610e+01 4.800000000000000000e+01
-8.481151477747791034e+01 8.655521879516290085e+01 2.000000000000000000e+00
-1.339068778357009251e+02 1.231906806780594366e+02 1.000000000000000000e+01
5.123810263526817721e+01 6.230395353220922061e+01 2.800000000000000000e+01
-4.322338365628790768e+01 5.777218272182741998e+01 1.068000000000000000e+03
-4.320779018614528155e+01 5.780931573678025615e+01 1.450000000000000000e+03
-4.320109332432291893e+01 1.233517478414934629e+02 1.109000000000000000e+03
-4.321148577197678975e+01 1.231592555188130262e+02 1.243000000000000000e+03
-4.322338906496813138e+01 5.777202314765959557e+01 1.098000000000000000e+03
-4.320780889528235491e+01 5.780951145386470813e+01 1.404000000000000000e+03
-1.287588219399845002e+02 1.176928383402055118e+02 1.213000000000000000e+03
-4.059442692941750153e+01 1.290271937553902433e+02 1.012000000000000000e+03
-1.287576247085483487e+02 1.176943093315927769e+02 1.068000000000000000e+03
-4.054730367252136602e+01 1.294224055269815494e+02 1.450000000000000000e+03
9.518848522252210387e+01 9.344478120483709915e+01 1.109000000000000000e+03
4.609312216429908204e+01 5.680931932194055634e+01 1.243000000000000000e+03
-1.287618973647318512e+02 1.176960464677907936e+02 9.330000000000000000e+02
1.378184285196720680e+02 5.734317287140774511e+01 9.110000000000000000e+02
1.378093210893090941e+02 5.746779216514967459e+01 2.000000000000000000e+00
1.378167446129072573e+02 1.235885684906004656e+02 5.000000000000000000e+00
1.378202449464102131e+02 1.235280831677880684e+02 5.000000000000000000e+00
1.378146213994857874e+02 5.697600820740530736e+01 2.000000000000000000e+00
1.378018561889511489e+02 1.225055140247689707e+02 1.340000000000000000e+03
1.378178291038775001e+02 5.698553030892585980e+01 9.920000000000000000e+02
1.377888980255341949e+02 1.226549260212390493e+02 1.118000000000000000e+03
1.378183915621180518e+02 5.734528967615326422e+01 9.470000000000000000e+02
1.378093156761288753e+02 5.747006625287431092e+01 1.278000000000000000e+03
1.378167110742332397e+02 1.235857969666391227e+02 1.061000000000000000e+03
1.378202132357831431e+02 1.235252686427669317e+02 1.176000000000000000e+03
1.378166168488541530e+02 5.752474153929210843e+01 8.320000000000000000e+02
1.377829283248021000e+02 1.225026756495415867e+02 9.030000000000000000e+02
-1.027515269494162595e+02 1.023943587131285113e+02 1.337000000000000000e+03
1.380360278645520111e+02 9.946857039262984301e+01 9.920000000000000000e+02
1.417272781802155635e+02 1.273360721009717444e+01 1.118000000000000000e+03
-4.411412158639813441e+01 1.363134977342552361e+02 8.730000000000000000e+02
