# drho_hcp drho_bcc ei ef ti tf avalancheSize
2.897589113769749591e-04 -3.920165919220341966e-05 2.051999999999999935e-01 2.053999999999999992e-01 2.052000000000000000e+03 2.054000000000000000e+03 3.396632432631331577e-02
-1.104514606487250195e-04 5.934665357483406151e-04 2.117999999999999883e-01 2.124000000000000055e-01 2.118000000000000000e+03 2.124000000000000000e+03 1.336446233423919938e-01
1.369992709174261414e-04 3.673506363924099183e-05 2.139999999999999958e-01 2.142000000000000015e-01 2.140000000000000000e+03 2.142000000000000000e+03 3.305030600271693930e-02
-6.867664658299771352e-03 -1.762118450415166987e-04 2.177000000000000046e-01 2.210999999999999910e-01 2.177000000000000000e+03 2.211000000000000000e+03 1.337998914919496185e+00
4.903486620556007924e-03 6.367022268166282542e-04 2.278000000000000025e-01 2.315000000000000113e-01 2.278000000000000000e+03 2.315000000000000000e+03 1.645840699875694035e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.321000000000000008e-01 2.321999999999999897e-01 2.321000000000000000e+03 2.322000000000000000e+03 1.646398970116006930e-02
4.079087715545465231e-03 7.145695303531415798e-04 2.369999999999999885e-01 2.378000000000000114e-01 2.370000000000000000e+03 2.378000000000000000e+03 2.882451157162362332e-01
1.438616426672478799e-03 -3.373182685946253534e-04 2.421999999999999986e-01 2.426000000000000101e-01 2.422000000000000000e+03 2.426000000000000000e+03 7.553947788685522191e-02
-3.395425914227090392e-03 1.792728913015087522e-03 2.798999999999999821e-01 2.852000000000000091e-01 2.799000000000000000e+03 2.852000000000000000e+03 3.102020542376466850e+00
4.350808986290008451e-02 8.458201659092452751e-05 3.158000000000000251e-01 3.205000000000000071e-01 3.158000000000000000e+03 3.205000000000000000e+03 3.846044109168398784e+00
-4.653051405960256792e-03 3.265260514182675902e-04 3.212999999999999745e-01 3.220999999999999974e-01 3.213000000000000000e+03 3.221000000000000000e+03 2.195487577635717447e-01
8.598558498820740859e-05 -2.517433149382439055e-04 3.234000000000000208e-01 3.236999999999999877e-01 3.234000000000000000e+03 3.237000000000000000e+03 5.103152867394984693e-02
-3.025892001647886853e-02 1.117215817871539986e-04 3.280000000000000138e-01 3.311000000000000054e-01 3.280000000000000000e+03 3.311000000000000000e+03 2.026280860907684112e+00
-7.750106512838861317e-03 -9.721382500990811970e-05 3.523000000000000020e-01 3.538999999999999924e-01 3.523000000000000000e+03 3.539000000000000000e+03 8.458005145428506566e-01
3.734794337686697663e-04 6.679106279093311588e-05 3.785000000000000031e-01 3.789000000000000146e-01 3.785000000000000000e+03 3.789000000000000000e+03 6.993925717131056763e-02
-5.962399708680232724e-04 1.100739500199308073e-03 3.800999999999999934e-01 3.806999999999999829e-01 3.801000000000000000e+03 3.807000000000000000e+03 1.256077018915397747e-01
5.491680610717752931e-04 4.153650224615222306e-05 4.022999999999999909e-01 4.025000000000000244e-01 4.023000000000000000e+03 4.025000000000000000e+03 3.419506492023781374e-02
-8.746739682646859082e-03 6.904412269667040830e-05 4.198999999999999955e-01 4.208000000000000074e-01 4.199000000000000000e+03 4.208000000000000000e+03 2.450800805618632838e-01
-8.123869373475506306e-03 6.639880551094824203e-04 4.222000000000000197e-01 4.229999999999999871e-01 4.222000000000000000e+03 4.230000000000000000e+03 2.113388105204369316e-01
2.635830271453162843e-02 2.250291616017464219e-03 4.254000000000000004e-01 4.299000000000000044e-01 4.254000000000000000e+03 4.299000000000000000e+03 5.403286379822133334e+00
-2.351841527034076451e-02 -9.825759249735459624e-04 4.305999999999999828e-01 4.331999999999999740e-01 4.306000000000000000e+03 4.332000000000000000e+03 1.756515157030076324e+00
8.106220993602558655e-03 1.489725549786741644e-03 4.368000000000000216e-01 4.376999999999999780e-01 4.368000000000000000e+03 4.377000000000000000e+03 4.026975868482748355e-01
-1.021679374545281238e-03 -2.841896490551115359e-04 4.386999999999999789e-01 4.390000000000000013e-01 4.387000000000000000e+03 4.390000000000000000e+03 5.734324918654253034e-02
-1.627839039882644778e-03 4.868058086351500363e-04 4.552999999999999825e-01 4.563999999999999724e-01 4.553000000000000000e+03 4.564000000000000000e+03 5.004570969341632924e-01
4.210227815660272377e-04 -2.763274450594587275e-04 4.753999999999999893e-01 4.757000000000000117e-01 4.754000000000000000e+03 4.757000000000000000e+03 5.204400527159394607e-02
6.868841875797837560e-04 2.939912248047706761e-04 4.924999999999999933e-01 4.929999999999999938e-01 4.925000000000000000e+03 4.930000000000000000e+03 1.049624481802457210e-01
1.138199973335904391e-02 5.008556337173482656e-04 5.038000000000000256e-01 5.049000000000000155e-01 5.038000000000000000e+03 5.049000000000000000e+03 4.109900599182267911e-01
-4.036059613216991249e-02 -1.520116734101516730e-03 5.069000000000000172e-01 5.109000000000000208e-01 5.069000000000000000e+03 5.109000000000000000e+03 2.213333028256531776e+00
4.544345091559709449e-04 -6.443002680516286308e-04 5.135999999999999455e-01 5.141999999999999904e-01 5.136000000000000000e+03 5.142000000000000000e+03 1.363443995602127701e-01
6.197043828101572727e-03 2.417259318787096274e-03 5.177000000000000490e-01 5.225999999999999535e-01 5.177000000000000000e+03 5.226000000000000000e+03 2.623613039684656201e+00
3.092095608972378340e-02 2.453703937423777496e-04 5.675999999999999934e-01 5.724000000000000199e-01 5.676000000000000000e+03 5.724000000000000000e+03 2.995518143379531040e+00
-5.419851918929935453e-03 -1.296816827933610023e-04 5.844000000000000306e-01 5.849999999999999645e-01 5.844000000000000000e+03 5.850000000000000000e+03 1.433492812779930681e-01
-2.007716786306448786e-02 1.164366944506345109e-04 5.949999999999999734e-01 5.963000000000000522e-01 5.950000000000000000e+03 5.963000000000000000e+03 5.762967729303193343e-01
-3.801306992164028842e-02 1.132628904357658745e-03 6.276000000000000467e-01 6.290000000000000036e-01 6.276000000000000000e+03 6.290000000000000000e+03 5.824112916084575042e-01
8.620198266516206076e-02 3.915616382228712458e-03 6.404999999999999583e-01 6.443999999999999728e-01 6.405000000000000000e+03 6.444000000000000000e+03 6.054324474473802731e+00
-7.313728974521760406e-04 3.043082135732160659e-04 6.500000000000000222e-01 6.503999999999999782e-01 6.500000000000000000e+03 6.504000000000000000e+03 7.071492120079914123e-02
-7.838788329118551168e-03 -8.298715817248673160e-04 6.565999999999999615e-01 6.574999999999999734e-01 6.566000000000000000e+03 6.575000000000000000e+03 2.063863686712413270e-01
1.124707568857563622e-02 -1.032777241034732799e-02 6.870000000000000551e-01 6.893000000000000238e-01 6.870000000000000000e+03 6.893000000000000000e+03 1.363839198292080557e+00
6.258368859941937368e-03 -6.847443071594690178e-04 6.899999999999999467e-01 6.911000000000000476e-01 6.900000000000000000e+03 6.911000000000000000e+03 6.176034983033444892e-01
-4.194782369852378956e-04 -2.536758234402813200e-05 6.923000000000000265e-01 6.926999999999999824e-01 6.923000000000000000e+03 6.927000000000000000e+03 6.777905960217267545e-02
-7.194934380734541168e-03 -1.766708974032705701e-03 6.998999999999999666e-01 7.013000000000000345e-01 6.999000000000000000e+03 7.013000000000000000e+03 3.005531511697877023e-01
4.427617078601703282e-03 2.895087323202224713e-03 7.165000000000000258e-01 7.176000000000000156e-01 7.165000000000000000e+03 7.176000000000000000e+03 3.110518949170558711e-01
-6.755311130436092437e-04 1.661490036840325771e-03 7.178999999999999826e-01 7.186000000000000165e-01 7.179000000000000000e+03 7.186000000000000000e+03 1.330191643506121735e-01
-5.797231577406025682e-03 -1.879855918409958915e-03 7.190999999999999615e-01 7.203000000000000513e-01 7.191000000000000000e+03 7.203000000000000000e+03 5.148938941380563072e-01
-3.193867584814491511e-04 7.053578134910108710e-04 7.215000000000000302e-01 7.233000000000000540e-01 7.215000000000000000e+03 7.233000000000000000e+03 4.937302957337066922e-01
1.518294929804320237e-03 -2.015605564700921615e-04 7.276000000000000245e-01 7.278999999999999915e-01 7.276000000000000000e+03 7.279000000000000000e+03 5.874141182658175475e-02
-2.712816954504454481e-03 -1.246226008071666183e-03 7.334000000000000519e-01 7.340999999999999748e-01 7.334000000000000000e+03 7.341000000000000000e+03 1.744504723680744551e-01
-2.617708313263383824e-03 1.293764626716641455e-03 7.383999999999999453e-01 7.403999999999999471e-01 7.384000000000000000e+03 7.404000000000000000e+03 1.022436774939423643e+00
1.307476261745543766e-03 -3.958276394901046047e-04 7.419999999999999929e-01 7.426000000000000378e-01 7.420000000000000000e+03 7.426000000000000000e+03 1.316644590393865055e-01
4.546631522082483778e-03 -9.713395475947454727e-04 7.439999999999999947e-01 7.449999999999999956e-01 7.440000000000000000e+03 7.450000000000000000e+03 2.913121927020407287e-01
3.457743237501115230e-03 -4.050194426192619407e-04 7.463999999999999524e-01 7.469000000000000083e-01 7.464000000000000000e+03 7.469000000000000000e+03 9.905231240119470593e-02
1.503999268330974415e-03 2.854615754744604939e-04 7.549000000000000155e-01 7.553999999999999604e-01 7.549000000000000000e+03 7.554000000000000000e+03 1.036560459830309366e-01
-4.765771588538331160e-03 -1.243355988002833000e-03 7.654999999999999583e-01 7.667000000000000481e-01 7.655000000000000000e+03 7.667000000000000000e+03 6.798723925328706841e-01
-5.422105573044566640e-03 2.568728211240819265e-04 7.687000000000000499e-01 7.694999999999999618e-01 7.687000000000000000e+03 7.695000000000000000e+03 2.171788932453108667e-01
7.649439457969253731e-03 7.585522072204968491e-05 7.723999999999999755e-01 7.730000000000000204e-01 7.724000000000000000e+03 7.730000000000000000e+03 1.696590887111360524e-01
1.753573602186642155e-03 1.542027652170982650e-03 7.789000000000000368e-01 7.798000000000000487e-01 7.789000000000000000e+03 7.798000000000000000e+03 2.193169316539601843e-01
2.322921145925443964e-03 7.879700290013055136e-04 7.823999999999999844e-01 7.830000000000000293e-01 7.824000000000000000e+03 7.830000000000000000e+03 1.353489914198812982e-01
-1.375024686306186572e-02 8.994948211252361964e-04 7.889000000000000457e-01 7.903000000000000025e-01 7.889000000000000000e+03 7.903000000000000000e+03 7.570571057377660784e-01
-4.485802672417313341e-03 -1.772643636980450552e-03 7.915999999999999703e-01 7.926999999999999602e-01 7.916000000000000000e+03 7.927000000000000000e+03 4.238592864487000789e-01
-1.980244283406960848e-02 -5.481868624093353369e-04 7.931000000000000272e-01 7.945999999999999730e-01 7.931000000000000000e+03 7.946000000000000000e+03 8.582072157841847959e-01
-2.162986354958949115e-02 -5.378459589963770042e-04 7.969000000000000528e-01 7.986999999999999655e-01 7.969000000000000000e+03 7.987000000000000000e+03 7.647974275357778406e-01
