# drho_hcp drho_bcc ei ef ti tf avalancheSize
1.529451461566111448e-02 5.912545831209752890e-03 2.930400000000000227e-01 3.200399999999999912e-01 2.442000000000000000e+03 2.667000000000000000e+03 4.152123765016667356e+00
-1.329117750738889603e-02 -1.641101287669081976e-03 3.241200000000000192e-01 3.303599999999999870e-01 2.701000000000000000e+03 2.753000000000000000e+03 4.801790709928961953e-01
2.659898101220470323e-06 -1.855334021706555106e-03 3.387600000000000056e-01 3.439200000000000035e-01 2.823000000000000000e+03 2.866000000000000000e+03 3.955950372472523680e-01
-8.755663134291352678e-03 2.374277469073076546e-03 3.998399999999999732e-01 4.060799999999999965e-01 3.332000000000000000e+03 3.384000000000000000e+03 5.847575672402677283e-01
1.529354890314679749e-02 -6.091781503345656060e-03 4.159200000000000119e-01 4.248000000000000109e-01 3.466000000000000000e+03 3.540000000000000000e+03 8.995389349830957837e-01
-9.023537841842288465e-03 -1.493734355991762144e-03 5.021999999999999797e-01 5.076000000000000512e-01 4.185000000000000000e+03 4.230000000000000000e+03 3.666532173417527130e-01
-8.635266634105853711e-03 -1.006170255429487265e-04 5.211599999999999566e-01 5.260799999999999921e-01 4.343000000000000000e+03 4.384000000000000000e+03 3.631934847266991562e-01
-1.614192573291267641e-02 -3.799191706694899154e-03 5.857200000000000184e-01 6.001199999999999868e-01 4.881000000000000000e+03 5.001000000000000000e+03 2.083538084141936864e+00
1.837124957185112817e-02 1.856997751485340090e-04 6.278399999999999537e-01 6.356399999999999828e-01 5.232000000000000000e+03 5.297000000000000000e+03 6.025932850610229430e-01
-1.052432622224985792e-04 -1.808408625391792236e-03 6.406800000000000272e-01 6.452400000000000357e-01 5.339000000000000000e+03 5.377000000000000000e+03 2.927431556991522688e-01
-1.138274360346835934e-02 2.851116465071067488e-03 6.548399999999999777e-01 6.688800000000000301e-01 5.457000000000000000e+03 5.574000000000000000e+03 1.273311034021091803e+00
-2.243997146424983602e-02 3.892861096951201472e-04 7.669200000000000461e-01 7.837199999999999722e-01 6.391000000000000000e+03 6.531000000000000000e+03 1.180420759985292500e+00
1.527938200534406654e-02 2.639624893966244050e-03 7.861200000000000410e-01 7.943999999999999950e-01 6.551000000000000000e+03 6.620000000000000000e+03 6.055529314996185297e-01
