# itime ezz other fcc hcp bcc ico
0.000000000000000000e+00 0.000000000000000000e+00 4.551661356395084266e-04 9.995448338643604380e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e+02 9.999961180738203836e-03 1.251706873008648227e-03 9.986345015930814251e-01 0.000000000000000000e+00 1.137915339098771066e-04 0.000000000000000000e+00
5.000000000000000000e+02 1.999992236147662972e-02 1.365498406918525280e-03 9.986345015930814251e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e+02 2.999988354221483355e-02 2.503413746017296455e-03 9.973827947200728516e-01 0.000000000000000000e+00 1.137915339098771066e-04 0.000000000000000000e+00
1.000000000000000000e+03 3.999984472295325943e-02 8.534365043240782836e-03 9.911242603550295405e-01 0.000000000000000000e+00 3.413746017296313199e-04 0.000000000000000000e+00
1.250000000000000000e+03 4.999980590369146327e-02 1.046882111970869403e-02 9.889622212107419541e-01 0.000000000000000000e+00 5.689576695493854790e-04 0.000000000000000000e+00
1.500000000000000000e+03 5.999976708442988915e-02 2.867546654528902936e-02 9.701866181156122426e-01 0.000000000000000000e+00 1.137915339098770958e-03 0.000000000000000000e+00
1.750000000000000000e+03 6.999972826516809299e-02 4.597177969959034827e-02 9.509558488848429691e-01 0.000000000000000000e+00 3.072371415566681717e-03 0.000000000000000000e+00
2.000000000000000000e+03 7.999968944590651887e-02 9.877105143377332142e-02 8.879153390987710726e-01 0.000000000000000000e+00 1.331360946745562164e-02 0.000000000000000000e+00
2.250000000000000000e+03 8.999965062664472271e-02 1.941283568502503443e-01 7.369139736003641472e-01 7.965407373691396923e-04 6.816112881201638607e-02 0.000000000000000000e+00
2.500000000000000000e+03 9.999961180738314859e-02 3.314747382794719921e-01 3.772189349112425871e-01 1.456531634046426965e-02 2.767410104688211026e-01 0.000000000000000000e+00
2.750000000000000000e+03 1.099995729881213524e-01 3.751706873008648357e-01 2.449931725079654010e-01 3.254437869822485174e-02 3.472917614929449392e-01 0.000000000000000000e+00
3.000000000000000000e+03 1.199995341688595563e-01 4.048702776513427581e-01 1.055985434683659602e-01 6.395084205735093730e-02 4.255803368229403860e-01 0.000000000000000000e+00
3.250000000000000000e+03 1.299994953495979821e-01 4.252389622212107145e-01 6.076467910787437116e-02 1.140191169776968577e-01 3.999772416932180219e-01 0.000000000000000000e+00
3.500000000000000000e+03 1.399994565303361860e-01 4.625625853436504120e-01 5.917159763313609155e-02 1.590805644060081792e-01 3.191852526172052618e-01 0.000000000000000000e+00
3.750000000000000000e+03 1.499994177110746119e-01 5.068274920345926526e-01 5.450614474283113631e-02 2.017523896222121194e-01 2.369139736003641195e-01 0.000000000000000000e+00
