# w mse
3.000000000000000000e+00 8.305632275968538245e-03
5.000000000000000000e+00 4.283967464226330624e-03
9.000000000000000000e+00 4.893921397533762714e-03
1.700000000000000000e+01 7.650969884695152726e-03
3.300000000000000000e+01 1.587333439208496108e-02
6.500000000000000000e+01 3.757749347961891750e-02
1.290000000000000000e+02 9.216774017540350916e-02
2.570000000000000000e+02 2.337523938462578721e-01
5.130000000000000000e+02 5.829592776618501837e-01
1.025000000000000000e+03 1.496522140220820196e+00
2.049000000000000000e+03 3.299992507493141325e+00
4.097000000000000000e+03 5.053046151471701108e+00
8.193000000000000000e+03 4.712202664708460276e+00
1.638500000000000000e+04 7.838002243486386966e+00
