# w mse
3.000000000000000000e+00 1.374470541873865255e-03
5.000000000000000000e+00 5.467861487105033468e-03
9.000000000000000000e+00 2.158971876360768136e-02
1.700000000000000000e+01 8.371282367882784681e-02
3.300000000000000000e+01 3.171001641298730744e-01
6.500000000000000000e+01 1.138803612311241054e+00
1.290000000000000000e+02 3.759343065081528046e+00
2.570000000000000000e+02 1.207587820627079545e+01
5.130000000000000000e+02 3.292517209703861880e+01
1.025000000000000000e+03 5.392755310022853621e+01
2.049000000000000000e+03 6.355752394021660479e+01
