# w mse
3.000000000000000000e+00 8.640689072302833651e-04
5.000000000000000000e+00 3.049842219232569689e-03
9.000000000000000000e+00 1.080262347555294156e-02
1.700000000000000000e+01 3.943565531268970747e-02
3.300000000000000000e+01 1.383657517911342227e-01
6.500000000000000000e+01 4.064320417124016593e-01
1.290000000000000000e+02 9.669580887547548631e-01
2.570000000000000000e+02 2.566951214433276007e+00
5.130000000000000000e+02 7.127147852658141325e+00
1.025000000000000000e+03 1.576958301359255721e+01
2.049000000000000000e+03 2.120676502107731309e+01
4.097000000000000000e+03 2.345839801678000214e+01
8.193000000000000000e+03 3.145304888479488170e+01
