# w mse
3.000000000000000000e+00 3.837519004810810343e-03
5.000000000000000000e+00 4.600438969759940849e-03
9.000000000000000000e+00 6.547686636011204250e-03
1.700000000000000000e+01 8.299623599632890980e-03
3.300000000000000000e+01 1.904188092252721148e-02
6.500000000000000000e+01 5.577895883335869109e-02
1.290000000000000000e+02 1.729557526837626757e-01
2.570000000000000000e+02 5.184928419099296137e-01
5.130000000000000000e+02 1.248639327201944038e+00
1.025000000000000000e+03 2.544134965897475009e+00
2.049000000000000000e+03 3.679790731982957031e+00
4.097000000000000000e+03 4.254248059334694076e+00
8.193000000000000000e+03 7.401622323005269344e+00
