# itime ezz other fcc hcp bcc cubicDiamond hexDiamond
1.100000000000000000e+05 8.742039283644593983e-02 1.277655677655677724e-01 8.722344322344321998e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000000000e+05 1.668934772332149596e-01 3.001282051282051500e-01 4.883882783882783629e-01 2.114835164835164871e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.100000000000000000e+05 2.463665616299839933e-01 3.272161172161172082e-01 4.604029304029303993e-01 2.123809523809523925e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.100000000000000000e+05 3.258396460267530270e-01 3.198717948717948456e-01 3.706776556776557041e-01 3.094505494505494503e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.100000000000000000e+05 4.053127304235220607e-01 3.641025641025640858e-01 3.151831501831501847e-01 3.207142857142857295e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.100000000000000000e+05 4.847858148202910944e-01 3.365750915750915784e-01 2.800183150183150338e-01 3.834065934065933878e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.100000000000000000e+05 5.642588992170600726e-01 3.624725274725274504e-01 2.511904761904761862e-01 3.863369963369963633e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.100000000000000000e+05 6.437319836138291063e-01 3.802564102564102710e-01 2.150366300366300387e-01 4.047069597069596902e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.100000000000000000e+05 7.232050680105981399e-01 3.219047619047619158e-01 2.203846153846153733e-01 4.577106227106226832e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.010000000000000000e+06 8.026781524073671736e-01 3.759890109890109966e-01 1.429487179487179405e-01 4.810622710622710629e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.110000000000000000e+06 8.821512368041362073e-01 3.470879120879120650e-01 1.467032967032967095e-01 5.062087912087912533e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.210000000000000000e+06 9.616243212009052410e-01 3.786263736263736357e-01 1.374725274725274726e-01 4.839010989010988917e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.310000000000000000e+06 1.041097405597674275e+00 3.809157509157509169e-01 1.258974358974359053e-01 4.931868131868131777e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.410000000000000000e+06 1.120570489994443308e+00 3.313553113553113771e-01 1.494139194139194049e-01 5.192307692307692735e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.510000000000000000e+06 1.200043574391212342e+00 4.317765567765567969e-01 1.301465201465201449e-01 4.380769230769230860e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.610000000000000000e+06 1.279516658787981376e+00 3.678754578754578897e-01 1.360256410256410198e-01 4.960989010989010906e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.710000000000000000e+06 1.358989743184750409e+00 4.400915750915750935e-01 1.273443223443223582e-01 4.325641025641025483e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.810000000000000000e+06 1.438462827581519443e+00 4.573809523809523880e-01 1.466666666666666674e-01 3.959523809523809446e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.910000000000000000e+06 1.517935911978288477e+00 4.013736263736263910e-01 1.911904761904761885e-01 4.074358974358974206e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.010000000000000000e+06 1.597408996375057511e+00 4.044871794871794934e-01 1.782417582417582524e-01 4.172710622710622541e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
