# w mse
3.000000000000000000e+00 1.043160236602432359e-02
5.000000000000000000e+00 3.784491106782842534e-02
9.000000000000000000e+00 1.319109635833895233e-01
1.700000000000000000e+01 3.955137675054971602e-01
3.300000000000000000e+01 9.950153153500838066e-01
6.500000000000000000e+01 2.690925888507875730e+00
1.290000000000000000e+02 6.385297379025510978e+00
2.570000000000000000e+02 1.300465118744837767e+01
5.130000000000000000e+02 2.574105530853842794e+01
1.025000000000000000e+03 4.894525791865969211e+01
