#grain_i_ID grain_j_ID phi1 Phi phi2 angle
163 291 1.458553e+02 8.621785e+01 2.447050e+02 4.309590e+01
164 168 1.911532e+02 3.222419e+01 8.831278e+01 3.355036e+01
164 174 2.339641e+02 3.572459e+01 3.077114e+02 3.576258e+01
164 195 3.389867e+02 1.151149e+02 3.411609e+02 3.517315e+01
164 291 2.804240e+01 1.012960e+02 1.405033e+02 5.151155e+01
165 178 3.137593e+02 7.170588e+01 2.250217e+02 5.927865e+01
165 243 3.512480e+02 1.016055e+02 2.449854e+02 2.809014e+01
166 167 2.227327e+02 7.038926e+01 2.337939e+02 5.387019e+01
166 175 1.831959e+02 5.726096e+01 2.883065e+02 3.796144e+01
166 183 6.521138e+01 1.437591e+02 2.442437e+02 3.625341e+01
166 211 5.703083e+01 4.127760e+01 2.026152e+02 4.250135e+01
166 240 2.146876e+02 1.428296e+02 2.058276e+02 3.817543e+01
167 211 3.162222e+02 1.104848e+02 2.169949e+02 5.660108e+01
167 240 1.211272e+02 7.277666e+01 2.137611e+02 5.174520e+01
168 250 3.432185e+02 1.706657e+01 2.449537e+01 1.871712e+01
168 291 1.141415e+02 1.317634e+02 1.524903e+02 5.914408e+01
169 193 2.751845e+02 3.866764e+01 2.807952e+02 4.172237e+01
169 326 2.854493e+01 4.568397e+01 2.960468e+02 5.721206e+01
170 171 2.035142e+02 1.204216e+02 9.170304e+01 3.803733e+01
170 172 2.774184e+02 1.223743e+02 1.833129e+02 3.314272e+01
170 257 1.178295e+02 1.653559e+02 2.274570e+02 2.444561e+01
171 172 3.353736e+02 6.176797e+01 7.342979e+01 4.309558e+01
171 257 2.512990e+02 5.958138e+01 3.217956e+02 5.530610e+01
172 257 1.713512e+02 7.146152e+01 2.935765e+01 3.447305e+01
173 174 1.343091e+02 6.973593e+01 4.601589e+01 5.902971e+01
173 177 1.345901e+02 6.998483e+01 4.519432e+01 5.965598e+01
173 180 1.340687e+02 7.721906e+01 7.242434e+01 4.708481e+01
173 211 2.628591e+02 1.064801e+02 1.635909e+02 2.357090e+01
174 180 3.121847e+02 7.486669e+00 7.415524e+01 2.736516e+01
174 185 2.808700e+02 1.940017e+01 2.519028e+02 2.069056e+01
174 190 3.428888e+02 1.436315e+02 2.287902e+02 4.340188e+01
174 194 1.600364e+02 1.028750e+02 1.313373e+02 4.931860e+01
174 211 3.947448e+01 1.312131e+02 8.636028e+01 5.748004e+01
175 182 1.502457e+02 1.180137e+02 2.304783e+01 4.996855e+01
175 183 2.703894e+01 1.320301e+02 3.341368e+02 5.996225e+01
176 211 1.067676e+02 8.596014e+01 6.372971e+01 3.084150e+01
177 180 3.107743e+02 7.251469e+00 7.630823e+01 2.801901e+01
177 204 1.979040e+02 5.685993e+01 7.342826e+00 3.921556e+01
177 211 4.000177e+01 1.309299e+02 8.605963e+01 5.773268e+01
178 186 2.078837e+02 4.830189e+01 2.056313e+02 5.986586e+01
178 209 3.372234e+02 6.813944e+01 2.488894e+02 4.010417e+01
178 231 1.697016e+02 7.214441e+01 1.976970e+02 2.602008e+01
178 243 1.888627e+02 4.755979e+01 1.934486e+02 4.622315e+01
179 191 2.049648e+02 5.845010e+01 3.429587e+02 4.058804e+01
179 257 1.640652e+02 9.256028e+01 2.966828e+01 3.399869e+01
180 194 1.347294e+02 1.094650e+02 1.350390e+02 5.986677e+01
180 204 1.667670e+02 5.991804e+01 1.506702e+01 3.452774e+01
181 257 3.436409e+00 3.343771e+01 3.874636e+01 5.334998e+01
182 183 2.984814e+02 9.256048e+01 1.064560e+02 3.258553e+01
182 244 5.570409e+01 6.827759e+01 2.919473e+02 4.255122e+01
182 257 1.389532e+02 6.533574e+01 4.680838e+01 5.922482e+01
183 240 1.347632e+02 7.042757e+01 4.441025e+01 5.979999e+01
183 244 6.549974e+00 1.161726e+02 2.101235e+02 3.908493e+01
184 211 4.502679e+01 7.076872e+01 2.249284e+02 5.994348e+01
185 190 1.527587e+02 1.318427e+02 2.056022e+02 5.986665e+01
185 194 3.527081e+02 1.120949e+02 1.492653e+02 3.722753e+01
186 231 8.891832e+01 4.030540e+01 2.432200e+02 4.866615e+01
186 243 5.498301e+01 1.410989e+01 2.800247e+02 2.864497e+01
187 257 5.890192e+00 7.896176e+01 6.131469e+01 3.071563e+01
188 211 2.422829e+02 5.278603e+01 1.451729e+02 5.904153e+01
188 245 2.683948e+01 1.017939e+02 2.623256e+02 3.093410e+01
189 326 1.169266e+02 1.033223e+02 1.914811e+02 3.092233e+01
190 194 1.342410e+02 1.134488e+02 3.131805e+02 5.871411e+01
190 212 3.579072e+02 1.463244e+02 3.598520e+01 5.041522e+01
190 291 1.064299e+02 7.967398e+01 2.806305e+02 2.278703e+01
191 244 2.486410e+02 8.905865e+01 3.104115e+02 4.535242e+01
191 257 3.205559e+02 5.167552e+01 7.500207e+01 5.974803e+01
192 216 3.401270e+02 1.247322e+02 2.734663e+02 4.052602e+01
193 198 1.545560e+02 1.042955e+02 3.488690e+02 2.998295e+01
193 237 3.542481e+02 4.551842e+01 1.126496e+01 4.560797e+01
193 326 2.142555e+02 6.839487e+01 2.579546e+02 4.012282e+01
194 204 1.233431e+01 5.836065e+01 2.310450e+02 4.855070e+01
194 212 2.429294e+01 9.211051e+01 1.766493e+02 2.466961e+01
195 291 1.161778e+02 4.831673e+01 2.682028e+01 5.982644e+01
196 197 2.761807e+02 1.207555e+02 1.997307e+02 3.601767e+01
196 200 3.186177e+02 2.740908e+01 1.772877e+02 5.155581e+01
196 257 1.238292e+02 1.089093e+02 4.582296e+01 5.478019e+01
197 200 3.219213e+02 9.932368e+01 3.327741e+01 5.295060e+01
197 201 2.548611e+02 2.816771e+01 2.997682e+02 3.167183e+01
197 257 1.284327e+02 1.236711e+02 1.971918e+02 4.956484e+01
198 199 4.446386e+01 1.098479e+02 4.421777e+01 5.924380e+01
198 237 2.162362e+02 1.454835e+02 4.645253e+01 3.595256e+01
198 257 1.400953e+02 9.314787e+01 1.669316e+02 4.167761e+01
199 257 4.089768e+01 9.421595e+01 5.674900e+01 5.335959e+01
200 201 1.725109e+02 8.778012e+01 5.434139e+01 3.661841e+01
200 203 5.189130e+01 4.212019e+01 2.853768e+02 4.761622e+01
200 257 3.426950e+02 1.351344e+02 3.623477e+01 5.721182e+01
201 203 1.630768e+02 1.082171e+02 3.502401e+02 2.563405e+01
201 244 4.513514e+01 1.100567e+02 1.351929e+02 5.981460e+01
201 257 3.156696e+02 1.362241e+02 2.304896e+02 4.402753e+01
202 326 2.104549e+02 4.948515e+01 2.045504e+02 5.996550e+01
203 206 3.590406e+02 2.002221e+01 2.247727e+02 4.796592e+01
203 257 2.969907e+01 1.109575e+02 7.840808e+01 3.958823e+01
204 211 2.929269e+02 1.607871e+02 1.928832e+02 2.165791e+01
204 212 1.497868e+02 3.560926e+01 1.590130e+02 5.219485e+01
204 216 1.344916e+02 7.018742e+01 2.247572e+02 5.985100e+01
205 206 2.497235e+02 1.514170e+02 3.528467e+02 3.139449e+01
205 207 2.997416e+02 1.530430e+02 1.917460e+02 3.231896e+01
205 257 2.768419e+02 6.054507e+01 2.357140e+02 4.405550e+01
206 257 1.637218e+02 9.349811e+01 6.833441e+01 2.686425e+01
207 210 2.991901e+02 1.563958e+02 3.062816e+02 2.463197e+01
207 257 8.117003e+00 9.428359e+01 4.552535e+01 4.566091e+01
208 240 1.350986e+02 7.043531e+01 4.468698e+01 5.976294e+01
208 245 1.278026e+02 1.175619e+02 4.641421e+01 5.793265e+01
209 243 3.153392e+02 1.093809e+02 2.245193e+02 5.992166e+01
210 257 1.615123e+02 7.775956e+01 2.480034e+02 3.248137e+01
211 215 2.301859e+02 4.221207e+01 1.194744e+02 4.340375e+01
211 216 1.412970e+02 1.274447e+02 3.599432e+01 5.458533e+01
211 220 2.874570e+01 1.314823e+02 2.450612e+02 5.993752e+01
211 240 2.226705e+02 1.653541e+02 1.085211e+02 2.818706e+01
211 245 3.342028e+02 1.393516e+02 2.171759e+02 4.849470e+01
211 253 2.904597e+02 2.216941e+01 8.364165e+01 2.622672e+01
211 264 2.795052e+02 8.246849e+01 2.882481e+02 2.239404e+01
212 216 1.763217e+02 3.649105e+01 2.397249e+02 4.944669e+01
212 291 4.424060e+01 1.088122e+02 1.343714e+02 5.919554e+01
213 217 3.539955e+02 6.845985e+01 3.088231e+01 3.703331e+01
213 222 2.605927e+01 1.315630e+02 6.289242e+01 5.983270e+01
213 231 1.173286e+01 1.497022e+01 1.650262e+01 3.188716e+01
213 243 3.501233e+02 4.298677e+01 4.169796e+01 5.303080e+01
214 326 3.881787e+01 1.092110e+02 5.948704e+01 5.608894e+01
215 245 2.986576e+02 1.319102e+02 1.560190e+02 5.984958e+01
215 253 2.640499e+01 3.574531e+01 3.507925e+02 3.954505e+01
216 264 2.640996e+01 1.317993e+02 1.534621e+02 5.988636e+01
216 291 5.905638e+00 1.295322e+02 1.692810e+02 4.183496e+01
217 222 3.541665e+02 6.974371e+01 3.113393e+01 3.658051e+01
217 231 1.435565e+02 5.429964e+01 2.169259e+02 5.430162e+01
218 226 3.099171e+02 9.421835e+01 2.352573e+02 5.356834e+01
218 320 8.196419e+01 7.663979e+01 2.760430e+02 1.636297e+01
219 257 2.866142e+02 1.124297e+02 2.134752e+02 4.070057e+01
220 221 3.419748e+02 1.004572e+02 1.898588e+02 2.370491e+01
220 253 3.245224e+02 1.308560e+02 1.850778e+02 5.501010e+01
220 264 3.213634e+01 1.093638e+02 5.968152e+01 5.112579e+01
220 281 4.127053e+00 7.191937e+01 1.337324e+01 2.320554e+01
221 264 2.435121e+02 4.911618e+01 3.325357e+02 5.976722e+01
222 225 2.544591e+02 2.747004e+01 2.864538e+02 2.748491e+01
222 231 1.212206e+02 1.169786e+02 1.845119e+02 4.046728e+01
222 233 1.168497e+02 1.313336e+02 1.535082e+02 5.975439e+01
222 243 1.407609e+02 9.414331e+01 1.955768e+02 4.281789e+01
222 340 2.467483e+02 7.630721e+01 2.384811e+02 4.331094e+01
223 227 2.628808e+02 1.074733e+02 1.526778e+02 3.218760e+01
223 257 1.640253e+01 6.894587e+01 4.190616e+00 2.741873e+01
224 225 6.592204e+01 2.595877e+01 1.955582e+02 2.729832e+01
224 231 2.246215e+02 1.094645e+02 2.245386e+02 5.951509e+01
224 340 3.479780e+02 4.943547e+01 2.087061e+02 4.823186e+01
225 231 3.164347e+02 1.331663e+02 2.119467e+02 4.890267e+01
225 340 6.362162e+01 4.914487e+01 2.431748e+02 5.930616e+01
226 320 2.289199e+02 1.318242e+02 1.924203e+02 5.977615e+01
226 326 2.773258e+01 4.579732e+01 2.970666e+02 5.717868e+01
227 228 1.320833e+02 1.189982e+02 1.214434e+01 4.952981e+01
227 257 3.124194e+02 1.175897e+02 2.648756e+02 5.152311e+01
228 232 1.349512e+02 6.977692e+01 6.405449e+00 4.851557e+01
228 257 3.474988e+02 1.234112e+02 8.452340e+01 3.545762e+01
229 244 3.149871e+02 1.093256e+02 4.488056e+01 5.992365e+01
230 240 2.020786e+02 9.853539e+01 9.517569e+01 2.384952e+01
230 245 2.421729e+02 1.302005e+02 1.152473e+02 5.874611e+01
230 357 2.277440e+01 1.515531e+02 7.941747e+01 4.357560e+01
231 243 3.128285e+02 2.949103e+01 5.284029e+01 3.001904e+01
231 250 1.539885e+02 4.819970e+01 1.530575e+02 5.989284e+01
231 340 2.622186e+02 1.276277e+02 1.247939e+02 5.307370e+01
232 257 2.949333e+02 1.482778e+02 1.907580e+02 3.467092e+01
233 235 1.545839e+02 4.850373e+01 2.422259e+02 5.980594e+01
233 243 3.500720e+02 4.291571e+01 4.212574e+01 5.319094e+01
233 340 2.790739e+02 1.286297e+02 1.059919e+02 4.146235e+01
234 244 3.149585e+02 1.091214e+02 4.494440e+01 5.994462e+01
235 243 3.082508e+02 9.035815e+01 5.366359e+01 5.236915e+01
235 340 1.926111e+02 1.381558e+02 3.826253e+01 4.877835e+01
236 238 3.144362e+02 6.552171e+01 2.246040e+02 6.010339e+01
236 257 3.112709e+02 7.340128e+01 2.667669e+02 4.402336e+01
237 257 2.138333e+02 7.958526e+01 3.129199e+02 5.573309e+01
237 265 1.024000e+02 5.976563e+01 1.308468e+02 5.435667e+01
237 326 2.068571e+02 1.044837e+02 2.862319e+02 3.277724e+01
238 241 2.966313e+02 7.845434e+00 8.783617e+01 2.567623e+01
238 257 1.142044e+02 8.417459e+00 2.868450e+02 4.186710e+01
239 244 3.151606e+02 1.091528e+02 4.485597e+01 5.999161e+01
240 244 2.436259e+02 1.321325e+02 2.967553e+02 5.975117e+01
240 245 3.065511e+02 4.765314e+01 5.573188e+01 4.770461e+01
240 357 2.644718e+02 1.099094e+02 2.586857e+02 2.305496e+01
241 257 9.089526e+01 1.625923e+01 2.856621e+02 2.316604e+01
242 245 4.693522e+01 8.995255e+01 3.659507e-01 4.306614e+01
242 357 3.336730e+02 8.377228e+01 1.979945e+02 3.158316e+01
243 286 2.495788e+02 2.098863e+01 2.711819e+02 2.839925e+01
243 287 2.430144e+02 8.428028e+01 1.542532e+02 3.846712e+01
243 340 2.674891e+02 1.064992e+02 1.481722e+02 3.551449e+01
244 257 1.791469e+02 7.530407e+01 3.343025e+02 2.964847e+01
244 274 2.231776e+02 7.339159e+01 2.926744e+02 5.125695e+01
244 277 2.589531e+02 1.063774e+02 2.557527e+02 2.335419e+01
244 356 2.777766e+02 1.451365e+02 1.926393e+02 3.519056e+01
244 357 1.984442e+02 2.834852e+01 1.124498e+02 4.941068e+01
245 249 2.642340e+02 1.351616e+02 1.574930e+02 4.771029e+01
245 253 3.406763e+02 1.216714e+02 2.316888e+02 4.873501e+01
245 280 1.178164e+02 7.264418e+01 1.066090e+02 3.843697e+01
245 357 2.631472e+02 7.335850e+01 2.898138e+02 2.595177e+01
246 291 4.864635e+01 1.477688e+02 1.576728e+02 3.729935e+01
246 333 7.952778e+01 7.873914e-01 2.346395e+02 4.417395e+01
247 250 6.640387e+01 1.746875e+02 2.658867e+02 2.018739e+01
247 340 6.452022e+01 4.841679e+01 2.435770e+02 5.912049e+01
248 257 8.312410e+00 1.201883e+02 7.940088e+01 3.368662e+01
248 348 3.382065e+02 2.998827e-01 6.708740e+01 4.470705e+01
249 253 2.770523e+02 5.913692e+01 1.046795e+02 3.559234e+01
249 280 1.463128e+02 1.405522e+02 2.487410e+02 4.128484e+01
250 252 2.731756e+01 4.780511e+01 2.602099e+01 5.958170e+01
250 285 9.698217e+01 3.268985e+01 3.121709e+02 5.187683e+01
250 291 9.123492e+01 1.412717e+02 1.317307e+02 5.546496e+01
250 300 4.320721e+01 6.269180e+01 2.765863e+01 5.465545e+01
250 301 7.344887e+01 9.468618e+00 1.802658e+02 1.882189e+01
250 340 2.758609e+02 1.262734e+02 6.336072e+01 4.618367e+01
251 252 1.281744e+02 7.627189e+01 3.372046e+01 5.510612e+01
251 301 1.311858e+02 3.466594e+01 2.293138e+02 3.466943e+01
251 317 7.411145e+01 8.728368e+01 2.256608e+02 4.739229e+01
252 300 2.007917e+01 1.973188e+01 3.507322e+02 2.247386e+01
252 301 1.437036e+02 4.167175e+01 5.371613e+01 4.501628e+01
252 317 2.428452e+02 5.449767e+01 3.007099e+02 4.852287e+01
253 280 2.083977e+02 1.387703e+02 3.480537e+02 5.706232e+01
253 281 3.145936e+02 6.945482e+01 2.243652e+02 5.988416e+01
254 281 2.335592e+02 7.955157e+00 1.835523e+01 1.974448e+01
255 256 3.074714e+01 3.571689e+01 3.301672e+02 3.572821e+01
255 281 2.437560e+02 2.398010e+01 2.793288e+02 2.927411e+01
256 258 1.993652e+02 5.763245e+01 1.782658e+02 3.737050e+01
256 281 2.251186e+02 5.712078e+01 3.015810e+02 5.612536e+01
256 304 1.455107e+02 6.861993e+01 1.635690e+02 4.585928e+01
257 259 2.784320e+02 5.839965e+01 2.792516e+02 3.455664e+01
257 265 2.826001e+02 1.026787e+02 2.006296e+02 2.614367e+01
257 266 2.065790e+02 4.855640e+01 3.041908e+02 5.621527e+01
257 274 1.243785e+02 4.235836e+01 2.064466e+02 5.105011e+01
257 348 1.007727e+02 1.199287e+02 2.170684e+02 4.625301e+01
258 260 3.756366e+01 1.999078e+01 2.780806e+02 4.844439e+01
258 304 9.067722e+01 4.877067e+01 2.286491e+02 5.757590e+01
259 261 3.001300e+02 1.604969e+02 5.454956e+01 3.115928e+01
259 348 3.116214e+02 1.773849e+02 2.667438e+02 4.494974e+01
260 263 9.071450e+00 1.016376e+02 3.328159e+01 3.546346e+01
260 304 1.536222e+02 3.931356e+01 2.030810e+02 3.944610e+01
261 262 1.284001e+01 4.002141e+01 1.453660e+02 4.535608e+01
261 348 3.072373e+02 1.694812e+01 2.535548e+02 2.676540e+01
262 348 6.154929e+01 3.590631e+01 3.465708e+02 5.463428e+01
263 304 1.173764e+02 1.314205e+02 1.538333e+02 5.994179e+01
264 281 1.583343e+02 4.645710e+01 1.556953e+02 5.743309e+01
264 291 1.150558e+02 1.567904e+01 2.742097e+02 3.311984e+01
264 304 2.473930e+02 6.151998e+01 2.753606e+02 3.576531e+01
264 307 1.164170e+02 6.868902e+01 1.936292e+02 3.818719e+01
264 311 1.253823e+02 1.317838e+02 3.364289e+02 5.684062e+01
265 326 3.134056e+02 1.095590e+02 2.236281e+02 5.828974e+01
265 348 1.617085e+02 1.373562e+02 3.970073e+01 5.286790e+01
266 268 1.720445e+02 1.528626e+02 3.250814e+02 3.807570e+01
266 274 2.893396e+02 5.610756e+01 2.699158e+02 3.886864e+01
266 282 2.572058e+02 8.489293e+01 2.838105e+02 1.907162e+01
266 348 3.404441e+02 1.204763e+02 2.738815e+02 3.683896e+01
267 273 2.232393e+02 1.126935e+02 1.011565e+02 4.781252e+01
267 348 3.394966e+02 6.411966e+01 3.336519e+02 4.474697e+01
268 282 1.315492e+02 9.234380e+01 1.308678e+02 5.707629e+01
268 348 4.492077e+01 8.620018e+01 9.915571e+01 4.580265e+01
269 304 3.149474e+02 6.982208e+01 2.250048e+02 5.997096e+01
270 304 3.149108e+02 6.997307e+01 2.249711e+02 5.996785e+01
271 275 1.459361e+02 6.395151e+01 6.564368e+01 5.255600e+01
271 304 9.842219e+01 9.551858e+01 1.962558e+02 1.875412e+01
271 311 3.183143e+02 5.260911e+01 4.213522e+00 5.454361e+01
272 326 3.765868e+01 3.627250e+01 3.225473e+02 3.627306e+01
273 276 2.212822e+02 3.665330e+01 1.958265e+02 4.886668e+01
273 348 6.002626e+00 1.223859e+02 2.321108e+02 5.106963e+01
274 277 1.160295e+02 4.829254e+01 2.071266e+02 5.993839e+01
274 282 3.689204e+01 4.142936e+01 3.256662e+02 4.150480e+01
275 311 1.076141e+02 1.161574e+02 3.565846e+02 3.206070e+01
276 348 2.797376e+02 1.472714e+02 1.924887e+02 3.284092e+01
277 282 2.660647e+01 5.370530e+01 3.112535e+01 5.870344e+01
277 309 1.860827e+02 5.302879e+01 1.700683e+02 3.819300e+01
277 356 1.204513e+02 4.137033e+01 1.647103e+02 4.394645e+01
278 279 1.953240e+02 4.650305e+01 3.449083e+02 4.642696e+01
278 348 1.962738e+02 4.424585e+01 2.952862e+01 5.956233e+01
279 348 1.787518e+02 2.356198e+00 2.265359e+02 4.477118e+01
280 281 1.041672e+02 1.158538e+02 8.905911e+01 2.953961e+01
280 357 2.640099e+01 1.318125e+02 2.430569e+02 5.987495e+01
281 283 7.298128e+00 7.696873e+01 2.432665e+02 2.981789e+01
281 304 3.152102e+02 7.018594e+01 2.249736e+02 5.986502e+01
281 357 2.170374e+02 6.435090e+01 3.457376e+02 4.431031e+01
282 309 1.320726e+02 1.043035e+02 1.531137e+02 5.333997e+01
282 348 1.351916e+02 8.679416e+01 1.917217e+02 4.602659e+01
282 363 3.315110e+02 1.200201e+02 3.300423e+01 5.683091e+01
283 304 1.166087e+01 5.023655e+01 3.142865e+02 5.779349e+01
283 357 3.335127e+02 1.316802e+02 2.605900e+01 5.956322e+01
284 305 1.189879e+02 7.779493e+01 1.834259e+02 3.191654e+01
285 291 4.403697e+01 1.086845e+02 1.350038e+02 5.945023e+01
285 300 3.329840e+02 4.795533e+01 6.358141e+01 5.964265e+01
285 392 2.771209e+02 1.237798e+02 2.411698e+02 4.601314e+01
286 287 8.151207e+01 6.344141e+01 1.568770e+02 3.729874e+01
286 340 1.060012e+02 8.646647e+01 1.418360e+02 4.095449e+01
286 342 2.740361e+02 4.661216e+01 2.588653e+02 4.451892e+01
286 383 3.026619e+02 8.702409e+01 2.215130e+02 5.311736e+01
287 383 8.291070e+01 1.304974e+02 2.722294e+02 4.128088e+01
288 294 3.276838e+02 8.960298e+01 2.243800e+02 5.432419e+01
288 356 1.659869e+02 1.335800e+02 1.027248e-01 4.568504e+01
288 357 3.266758e+02 9.097116e+01 4.425281e+01 5.512351e+01
289 305 4.344159e+01 3.223428e+01 3.092821e+02 3.302408e+01
289 311 3.450370e+02 1.758315e+02 2.934357e+01 4.449236e+01
290 295 3.133109e+02 1.355839e+02 3.415705e+02 5.225736e+01
290 305 4.823657e+01 5.679808e+01 2.845032e+02 5.140276e+01
291 307 8.737801e+01 5.301508e+01 1.931687e+02 3.898141e+01
291 315 2.248511e+01 1.470221e+02 8.563016e+01 4.229231e+01
291 316 1.541289e+02 1.507264e+02 2.708711e+01 4.689196e+01
291 329 8.745670e+01 5.228640e+01 1.926768e+02 3.952414e+01
291 333 2.158333e+01 1.470908e+02 8.489406e+01 4.213750e+01
291 392 1.809330e+02 1.071463e+02 8.740008e+00 1.918943e+01
292 296 2.009701e+02 3.674949e+01 9.587424e+01 4.523471e+01
292 348 3.955223e+01 1.275142e+02 1.172453e+02 5.380956e+01
293 363 2.063218e+02 9.551126e+01 1.586768e+02 3.497093e+01
294 298 1.647280e+02 9.000674e+01 4.534434e+01 4.706740e+01
294 356 1.172377e+02 1.338302e+02 1.542972e+02 5.856126e+01
295 299 3.407642e+02 7.165473e+01 6.635666e+01 3.739105e+01
295 305 1.301396e+02 1.161941e+02 1.554974e+02 5.589256e+01
296 348 1.308397e+02 1.596818e+02 1.505499e+02 2.823528e+01
297 298 2.656033e+02 1.517148e+01 1.367349e+02 4.485663e+01
297 303 3.274169e+02 6.116041e+01 2.533194e+02 4.908751e+01
297 356 3.140762e+02 7.037806e+01 2.248625e+02 5.955277e+01
298 356 2.771328e+02 6.082105e+01 2.118947e+02 4.484277e+01
299 305 2.590065e+00 1.506732e+02 5.631953e+01 4.633116e+01
299 306 1.611225e+01 3.251160e+01 5.519387e-01 3.643072e+01
299 470 3.013243e+02 1.225015e+02 1.520098e+02 5.703049e+01
300 317 2.253468e+02 6.982684e+01 3.148461e+02 5.971736e+01
300 392 2.529309e+02 9.148837e+01 2.791127e+02 1.949399e+01
301 317 6.727229e+01 6.964736e+01 2.562727e+02 3.493136e+01
301 340 2.546432e+01 1.349255e+02 6.844296e+01 5.913998e+01
301 360 6.544502e+01 1.497823e+02 2.364847e+02 3.148854e+01
302 340 6.286181e+01 1.315260e+02 1.160173e+02 5.979791e+01
303 310 1.058578e+02 1.193056e+02 6.056251e+01 4.675311e+01
303 356 5.092009e+01 1.524253e+01 2.751093e+02 3.714141e+01
304 311 2.677664e+01 1.316949e+02 6.296522e+01 5.969913e+01
304 322 4.164024e+01 1.568212e+02 2.506212e+02 3.695432e+01
304 357 1.822972e+01 8.850092e+01 5.441716e+01 3.965956e+01
305 307 3.098940e+02 1.257198e+02 2.253338e+02 5.453148e+01
305 311 4.445528e+01 1.454189e+02 8.251753e+01 5.099038e+01
305 470 2.067178e+02 4.816056e+01 2.968074e+02 5.975002e+01
306 312 1.686990e+02 7.094098e+01 2.688118e+01 3.320181e+01
306 470 2.997401e+02 1.095224e+02 1.853956e+02 3.507862e+01
307 311 1.738224e+02 6.363877e+01 3.271042e+02 4.344841e+01
307 333 1.352039e+02 1.090945e+02 1.353365e+02 5.968775e+01
307 470 1.328769e+01 1.218241e+02 4.831498e+01 5.560715e+01
308 317 4.326032e+01 1.544751e+02 2.826414e+02 3.966621e+01
308 360 1.931331e+02 1.225332e+02 4.554295e+01 5.381550e+01
309 356 6.404699e+01 4.799438e+01 2.430562e+02 5.998419e+01
309 363 1.841172e+02 1.318807e+02 1.873382e+02 4.242059e+01
310 313 1.944719e+02 2.768676e+01 1.893000e+02 3.633989e+01
310 356 1.326684e+02 1.099102e+02 4.571989e+01 5.912375e+01
311 322 3.101494e+02 2.642211e+01 2.251251e+02 2.683394e+01
311 470 3.253065e+02 1.621653e+02 1.511804e+02 1.876969e+01
312 314 4.103494e+01 1.439483e+02 1.306591e+02 3.605357e+01
312 470 5.402585e+01 1.339516e+02 1.034103e+02 6.065954e+01
313 318 2.649192e+02 1.328827e+02 8.647090e+00 4.435780e+01
313 356 1.143510e+02 9.545922e+01 7.001055e+01 3.258752e+01
314 470 3.779243e+00 1.310055e+01 3.191197e+02 3.926919e+01
315 316 3.004249e+02 5.629701e+01 2.363581e+02 5.007747e+01
315 329 4.494011e+01 1.093285e+02 4.418785e+01 5.949866e+01
315 400 1.344009e+02 5.375184e+01 3.573916e+02 5.613883e+01
316 392 1.172197e+02 4.760737e+01 2.061113e+02 5.943312e+01
316 400 3.155183e+02 1.088420e+02 9.648753e+00 4.848824e+01
317 323 3.329136e+02 1.315748e+02 2.056997e+02 5.962394e+01
317 360 1.027940e+02 8.014884e+01 2.382236e+02 3.454693e+01
317 377 1.269099e+02 1.481024e+02 3.402555e+02 4.582963e+01
317 392 9.967374e+01 3.464179e+01 2.292395e+02 4.622422e+01
318 321 1.196115e+02 8.991873e+01 1.347239e+02 5.323323e+01
318 356 3.147965e+02 1.247882e+02 2.240072e+02 5.521696e+01
319 342 4.492702e+01 8.945528e+01 1.927360e-01 4.493146e+01
319 383 7.948171e+01 5.410137e+01 3.234009e+02 5.411583e+01
320 325 5.294847e+01 8.467528e+01 1.541325e+02 4.619923e+01
320 326 2.734819e+02 1.643713e+02 2.084239e+02 2.936813e+01
320 331 3.100870e+02 1.096753e+02 4.420953e+01 5.680706e+01
320 388 3.509903e+02 1.292062e+02 2.889778e+02 4.557868e+01
321 356 2.045803e+02 1.425044e+02 1.851936e+01 3.796486e+01
322 357 3.143309e+02 7.030404e+01 2.248559e+02 5.970151e+01
322 470 1.415107e+02 1.361338e+02 1.415149e+02 4.386623e+01
323 377 1.680012e+02 7.798815e+01 1.798479e+02 1.697451e+01
323 392 2.848558e+02 1.431733e+02 1.383907e+02 4.941249e+01
324 327 1.861801e+02 1.272831e+02 1.238941e+02 4.896323e+01
324 356 5.162374e+01 8.506080e+01 2.799467e+02 3.947739e+01
325 326 1.953152e+02 1.070520e+02 3.458266e+02 2.804323e+01
325 331 1.348505e+02 1.038829e+02 1.334564e+02 5.920464e+01
325 384 3.233225e+02 9.878670e+01 2.539774e+00 3.795121e+01
326 336 1.167267e+02 8.740935e+01 2.025125e+02 3.529300e+01
326 348 1.165854e+02 1.084080e+02 1.916101e+02 3.273602e+01
326 355 1.169097e+02 1.083865e+02 1.924072e+02 3.314631e+01
326 384 8.155138e+01 1.224789e+02 2.457878e+02 3.972201e+01
326 490 1.130050e+02 7.753814e+01 1.659839e+02 2.837904e+01
326 525 3.377841e+02 4.363356e+01 8.835012e+01 4.945288e+01
327 328 1.369927e+02 1.417560e+02 8.054032e+01 5.045503e+01
327 356 1.726685e+02 1.274681e+02 5.435912e+01 5.007759e+01
328 332 2.789963e+02 1.964371e+01 6.107316e+01 2.791408e+01
328 356 2.512527e+01 2.873356e+01 2.830313e+02 4.744126e+01
329 333 1.355317e+02 1.097473e+02 1.349868e+02 5.970375e+01
329 400 8.061153e+01 1.008678e+02 2.513016e+02 2.281437e+01
330 335 3.405190e-01 1.590509e+02 7.208468e+01 2.772027e+01
330 340 6.460184e+01 1.608978e+02 1.259126e+02 3.435542e+01
