#grainID1 grainID2 x y
0 29 -5.142672e+01 -1.712475e+01
0 29 -5.142672e+01 -1.707475e+01
24 29 -5.068339e+01 -1.631226e+01
0 29 -5.142672e+01 -1.642476e+01
0 29 -5.142672e+01 -1.637476e+01
24 29 -5.128960e+01 -1.536227e+01
0 24 -5.142672e+01 -1.502478e+01
0 24 -5.142672e+01 -1.497478e+01
24 29 -4.939522e+01 -1.831615e+01
24 29 -4.924622e+01 -1.858246e+01
24 29 -4.923284e+01 -1.859974e+01
24 29 -4.925447e+01 -1.856223e+01
24 29 -4.908099e+01 -1.893706e+01
24 29 -4.908127e+01 -1.891222e+01
24 29 -4.908155e+01 -1.888741e+01
24 29 -4.916787e+01 -1.883720e+01
24 29 -4.916586e+01 -1.886071e+01
24 29 -4.915933e+01 -1.887960e+01
24 29 -4.914620e+01 -1.888718e+01
24 29 -4.913283e+01 -1.887979e+01
24 29 -4.886479e+01 -1.923756e+01
24 29 -4.881321e+01 -1.933245e+01
24 29 -4.879984e+01 -1.934973e+01
24 29 -4.882147e+01 -1.931222e+01
24 29 -4.918952e+01 -1.877472e+01
24 29 -4.920263e+01 -1.875730e+01
24 29 -4.920914e+01 -1.873605e+01
24 29 -4.921089e+01 -1.871206e+01
24 29 -4.921145e+01 -1.866239e+01
24 29 -4.921117e+01 -1.868723e+01
24 29 -5.017204e+01 -1.721701e+01
24 29 -5.018541e+01 -1.719974e+01
24 29 -5.051047e+01 -1.666242e+01
24 29 -5.049057e+01 -1.667593e+01
24 29 -5.022876e+01 -1.707476e+01
24 29 -5.021562e+01 -1.709218e+01
24 29 -5.019855e+01 -1.718232e+01
24 29 -5.020508e+01 -1.716109e+01
24 29 -5.012874e+01 -1.729201e+01
24 29 -4.979342e+01 -1.772373e+01
24 29 -4.977408e+01 -1.773724e+01
24 29 -4.980653e+01 -1.770832e+01
0 24 -5.142672e+01 -1.312481e+01
0 24 -5.142672e+01 -1.307481e+01
0 24 -5.142672e+01 -8.374877e+00
0 24 -5.142672e+01 -7.674887e+00
0 24 -5.142672e+01 -1.057484e+01
0 24 -5.142672e+01 -1.052485e+01
0 24 -5.142672e+01 -1.082484e+01
0 24 -5.142672e+01 -1.087484e+01
0 24 -5.142672e+01 -1.007485e+01
0 24 -5.142672e+01 -1.022485e+01
0 24 -5.142672e+01 -1.127483e+01
0 24 -5.142672e+01 -1.157483e+01
0 24 -5.142672e+01 -1.152483e+01
0 24 -5.142672e+01 -1.147483e+01
0 24 -5.142672e+01 -1.242482e+01
0 24 -5.142672e+01 -1.247482e+01
0 24 -5.142672e+01 -1.237482e+01
0 24 -5.142672e+01 -1.232482e+01
0 24 -5.142672e+01 -9.874855e+00
0 24 -5.142672e+01 -9.824856e+00
0 24 -5.142672e+01 -9.924854e+00
0 24 -5.142672e+01 -9.624859e+00
0 24 -5.142672e+01 -9.674858e+00
0 24 -5.142672e+01 -9.574860e+00
0 24 -5.142672e+01 -1.282481e+01
0 24 -5.142672e+01 -1.277481e+01
0 24 -5.142672e+01 -1.372480e+01
0 24 -5.142672e+01 -1.377480e+01
0 24 -5.142672e+01 -1.392480e+01
0 24 -5.142672e+01 -1.397480e+01
0 24 -5.142672e+01 -1.387480e+01
0 24 -5.142672e+01 -1.402479e+01
0 24 -5.142672e+01 -1.407479e+01
0 24 -5.142672e+01 -1.427479e+01
21 28 -2.200953e+01 -2.365707e+01
21 28 -2.201604e+01 -2.363613e+01
21 28 -2.200984e+01 -2.359208e+01
21 28 -2.199700e+01 -2.357484e+01
21 28 -2.201606e+01 -2.361316e+01
21 28 -2.193000e+01 -2.374427e+01
21 28 -2.191979e+01 -2.377857e+01
21 28 -2.205113e+01 -2.343339e+01
21 28 -2.205111e+01 -2.351559e+01
21 28 -2.204002e+01 -2.349963e+01
21 28 -2.205082e+01 -2.353089e+01
21 28 -2.203771e+01 -2.353879e+01
21 28 -2.201837e+01 -2.353715e+01
21 28 -2.231255e+01 -2.610011e+01
21 28 -2.228840e+01 -2.606251e+01
28 43 -2.305759e+01 -3.293699e+01
28 43 -2.303594e+01 -3.293405e+01
28 43 -2.307924e+01 -3.293966e+01
23 26 -2.541746e+01 -3.033970e+01
26 28 -2.540125e+01 -3.054244e+01
26 28 -2.544468e+01 -3.057206e+01
26 28 -2.535709e+01 -3.050429e+01
28 35 -1.513377e+01 -3.201202e+01
19 20 -1.520962e+01 -2.642863e+01
20 28 -1.523275e+01 -2.644147e+01
19 28 -1.523922e+01 -2.640485e+01
19 20 -1.517119e+01 -2.643878e+01
19 28 -1.524589e+01 -2.616169e+01
19 28 -1.527041e+01 -2.619223e+01
19 28 -1.522340e+01 -2.613286e+01
19 28 -1.520028e+01 -2.611570e+01
19 28 -1.529381e+01 -2.621897e+01
20 35 -1.136456e+01 -2.691194e+01
28 35 -1.511872e+01 -3.017753e+01
28 35 -1.512957e+01 -3.015623e+01
28 35 -1.510728e+01 -3.000990e+01
28 35 -1.509552e+01 -2.996925e+01
28 35 -1.512429e+01 -3.005892e+01
28 35 -1.503137e+01 -2.898560e+01
28 35 -1.501937e+01 -2.895254e+01
28 35 -1.501654e+01 -2.892226e+01
12 21 -2.600625e+01 -1.988228e+01
12 21 -2.597033e+01 -1.987209e+01
12 21 -2.588911e+01 -1.986201e+01
12 21 -2.591527e+01 -1.986231e+01
12 21 -2.585669e+01 -1.985574e+01
12 13 -2.539563e+01 -1.946223e+01
12 13 -2.537275e+01 -1.947489e+01
12 13 -2.548214e+01 -1.941205e+01
12 21 -2.530663e+01 -1.978404e+01
12 13 -2.526391e+01 -1.961106e+01
12 13 -2.525648e+01 -1.963353e+01
13 21 -2.354314e+01 -2.052788e+01
13 21 -2.358838e+01 -2.046649e+01
13 21 -2.360351e+01 -2.044073e+01
13 21 -2.455146e+01 -1.999017e+01
13 21 -2.409678e+01 -2.023687e+01
13 21 -2.408826e+01 -2.025494e+01
13 21 -2.400240e+01 -2.028556e+01
10 12 -2.678144e+01 -1.371462e+01
10 12 -2.675979e+01 -1.372480e+01
10 12 -2.660824e+01 -1.375998e+01
12 13 -2.370365e+01 -1.517361e+01
12 13 -2.375771e+01 -1.519470e+01
12 13 -2.279065e+01 -1.498339e+01
10 12 -2.370682e+01 -1.421210e+01
10 12 -2.372672e+01 -1.421376e+01
12 13 -2.267943e+01 -1.488873e+01
12 13 -2.262620e+01 -1.485018e+01
10 12 -2.414010e+01 -1.411464e+01
10 12 -2.411845e+01 -1.410998e+01
10 12 -2.381539e+01 -1.417480e+01
10 12 -2.383721e+01 -1.418496e+01
10 12 -2.340399e+01 -1.418964e+01
10 12 -2.338234e+01 -1.418498e+01
10 12 -2.351224e+01 -1.420932e+01
10 12 -2.353390e+01 -1.421229e+01
10 12 -2.329574e+01 -1.421493e+01
10 12 -2.327409e+01 -1.421227e+01
10 12 -2.342564e+01 -1.419979e+01
10 12 -2.331739e+01 -1.420997e+01
10 12 -2.301429e+01 -1.423729e+01
10 12 -2.297079e+01 -1.423733e+01
10 12 -2.310089e+01 -1.423497e+01
10 12 -2.312254e+01 -1.422479e+01
12 13 -2.562605e+01 -1.565854e+01
12 13 -2.565038e+01 -1.567869e+01
21 28 -2.223407e+01 -2.263582e+01
13 21 -2.448651e+01 -1.998955e+01
13 21 -2.446486e+01 -2.000003e+01
13 21 -2.444321e+01 -2.001223e+01
13 21 -2.503762e+01 -1.976879e+01
13 21 -2.506867e+01 -1.975357e+01
13 21 -2.463507e+01 -1.990498e+01
13 21 -2.465644e+01 -1.989072e+01
12 21 -2.550066e+01 -1.978391e+01
12 21 -2.553552e+01 -1.979335e+01
12 21 -2.545892e+01 -1.977894e+01
13 21 -2.357077e+01 -2.049641e+01
12 24 -2.928072e+01 -1.936875e+01
12 24 -2.927385e+01 -1.932933e+01
21 24 -2.920015e+01 -2.022252e+01
21 24 -2.917514e+01 -2.019866e+01
21 24 -2.922548e+01 -2.024445e+01
21 24 -2.924972e+01 -2.026263e+01
21 24 -2.965047e+01 -2.105101e+01
21 24 -2.937870e+01 -2.048553e+01
21 24 -2.937383e+01 -2.045476e+01
21 24 -2.938141e+01 -2.051083e+01
21 24 -2.935992e+01 -2.041383e+01
21 24 -2.963242e+01 -2.093195e+01
21 24 -2.962850e+01 -2.089839e+01
21 24 -2.976394e+01 -2.114627e+01
21 24 -2.979764e+01 -2.117602e+01
21 24 -2.972982e+01 -2.111728e+01
13 28 -2.165235e+01 -2.071367e+01
13 28 -2.167226e+01 -2.071205e+01
13 28 -2.163720e+01 -2.070495e+01
13 28 -2.162013e+01 -2.066945e+01
13 28 -2.162867e+01 -2.068720e+01
13 28 -2.160499e+01 -2.066073e+01
13 28 -2.158508e+01 -2.066238e+01
13 28 -2.215212e+01 -2.093537e+01
13 28 -2.045174e+01 -2.006619e+01
13 28 -2.077072e+01 -2.030747e+01
13 28 -2.076119e+01 -2.028770e+01
13 28 -2.083126e+01 -2.039838e+01
13 28 -2.081470e+01 -2.038226e+01
13 28 -2.080599e+01 -2.036219e+01
13 28 -2.126063e+01 -2.058984e+01
13 28 -2.128247e+01 -2.058719e+01
13 28 -2.117401e+01 -2.054970e+01
13 28 -2.119566e+01 -2.056217e+01
12 24 -2.972099e+01 -1.396228e+01
12 24 -2.970973e+01 -1.392103e+01
10 12 -2.751755e+01 -1.358730e+01
10 12 -2.749592e+01 -1.359028e+01
10 12 -2.753920e+01 -1.358433e+01
10 12 -2.769076e+01 -1.358498e+01
10 12 -2.766911e+01 -1.358994e+01
10 12 -2.771241e+01 -1.357480e+01
12 13 -2.576742e+01 -1.574857e+01
12 13 -2.608913e+01 -1.585905e+01
12 13 -2.606580e+01 -1.586428e+01
12 13 -2.663232e+01 -1.608902e+01
12 13 -2.661910e+01 -1.608101e+01
12 13 -2.665253e+01 -1.608795e+01
12 13 -2.649796e+01 -1.597626e+01
12 13 -2.647806e+01 -1.596477e+01
10 12 -2.740727e+01 -1.363877e+01
10 12 -2.742241e+01 -1.363005e+01
10 12 -2.929288e+01 -1.396227e+01
10 12 -2.931453e+01 -1.395933e+01
12 24 -2.964334e+01 -1.446229e+01
12 24 -2.964556e+01 -1.448515e+01
12 24 -2.965504e+01 -1.451336e+01
10 12 -2.946407e+01 -1.391381e+01
10 12 -2.945754e+01 -1.389492e+01
10 12 -2.953083e+01 -1.393204e+01
10 12 -2.951360e+01 -1.395735e+01
10 12 -2.955910e+01 -1.391576e+01
10 24 -2.977971e+01 -1.359108e+01
10 24 -2.980178e+01 -1.364833e+01
10 24 -2.980581e+01 -1.368074e+01
10 24 -2.986245e+01 -1.262086e+01
10 24 -2.986229e+01 -1.257838e+01
10 24 -2.986346e+01 -1.203290e+01
10 24 -2.988228e+01 -1.206501e+01
10 24 -2.983844e+01 -1.014543e+01
10 24 -2.983151e+01 -1.018280e+01
10 24 -2.983185e+01 -1.021836e+01
10 24 -2.983942e+01 -1.025998e+01
12 24 -2.962771e+01 -1.462938e+01
12 24 -2.961884e+01 -1.465736e+01
12 24 -2.964730e+01 -1.460346e+01
12 24 -2.966442e+01 -1.457809e+01
12 24 -2.962550e+01 -1.468151e+01
12 24 -2.955372e+01 -1.661109e+01
12 24 -2.961171e+01 -1.587692e+01
12 24 -2.960758e+01 -1.597788e+01
12 24 -2.960703e+01 -1.601803e+01
12 24 -2.966502e+01 -1.518218e+01
12 24 -2.966093e+01 -1.511720e+01
12 24 -2.931466e+01 -1.854824e+01
12 24 -2.929552e+01 -1.841847e+01
12 24 -2.929757e+01 -1.845451e+01
12 24 -2.929658e+01 -1.838957e+01
12 24 -2.930534e+01 -1.836616e+01
12 24 -2.935007e+01 -1.816862e+01
12 24 -2.934079e+01 -1.820598e+01
12 24 -2.955739e+01 -1.658117e+01
12 24 -2.956725e+01 -1.654482e+01
12 24 -2.949807e+01 -1.739262e+01
12 24 -2.936720e+01 -1.791847e+01
12 24 -2.937580e+01 -1.786864e+01
12 13 -2.821798e+01 -1.732985e+01
12 13 -2.821353e+01 -1.729336e+01
12 13 -2.784231e+01 -1.784974e+01
12 13 -2.785194e+01 -1.786616e+01
12 13 -2.794939e+01 -1.776326e+01
12 13 -2.792471e+01 -1.776453e+01
12 13 -2.796977e+01 -1.776402e+01
12 13 -2.798301e+01 -1.775598e+01
12 13 -2.819329e+01 -1.707211e+01
12 13 -2.811609e+01 -1.696835e+01
12 13 -2.775207e+01 -1.668381e+01
12 13 -2.777912e+01 -1.670210e+01
12 13 -2.806961e+01 -1.684120e+01
12 13 -2.801752e+01 -1.681112e+01
12 21 -2.693172e+01 -1.992520e+01
12 21 -2.695446e+01 -1.993724e+01
12 21 -2.690614e+01 -1.991572e+01
12 21 -2.708456e+01 -1.998488e+01
12 21 -2.706290e+01 -1.998952e+01
12 13 -2.749552e+01 -1.805701e+01
12 13 -2.747718e+01 -1.808279e+01
23 26 -2.829697e+01 -3.013938e+01
23 26 -2.834027e+01 -3.013708e+01
23 26 -2.836192e+01 -3.014003e+01
23 26 -2.831862e+01 -3.013442e+01
23 26 -2.872997e+01 -3.008940e+01
36 50 -2.206993e+01 -3.939436e+01
36 50 -2.208332e+01 -3.938695e+01
36 50 -2.206165e+01 -3.941193e+01
36 50 -2.236478e+01 -3.940960e+01
36 50 -2.238643e+01 -3.939942e+01
36 50 -2.364215e+01 -3.927410e+01
33 36 -2.439991e+01 -3.693696e+01
33 36 -2.437828e+01 -3.694912e+01
33 36 -2.442156e+01 -3.692478e+01
36 50 -2.626203e+01 -3.908460e+01
36 50 -2.624020e+01 -3.907410e+01
36 50 -2.494117e+01 -3.912443e+01
36 50 -2.491952e+01 -3.913461e+01
36 50 -2.485659e+01 -3.913546e+01
36 50 -2.487650e+01 -3.913709e+01
36 50 -2.482466e+01 -3.917949e+01
36 50 -2.483294e+01 -3.916191e+01
36 50 -2.481126e+01 -3.918690e+01
36 50 -2.561233e+01 -3.908927e+01
36 50 -2.507107e+01 -3.913924e+01
36 50 -2.569893e+01 -3.911193e+01
36 50 -2.572056e+01 -3.912409e+01
36 50 -2.550410e+01 -3.910895e+01
36 50 -2.548271e+01 -3.911174e+01
36 50 -2.292005e+01 -3.936093e+01
36 50 -2.299264e+01 -3.935896e+01
36 50 -2.271118e+01 -3.936424e+01
36 50 -2.273285e+01 -3.935928e+01
36 50 -2.268953e+01 -3.937442e+01
36 50 -2.266788e+01 -3.938460e+01
36 50 -2.331739e+01 -3.933692e+01
36 50 -2.329574e+01 -3.933396e+01
36 50 -2.333904e+01 -3.933989e+01
33 36 -2.280632e+01 -3.696921e+01
33 36 -2.279781e+01 -3.698694e+01
33 36 -2.282146e+01 -3.696049e+01
33 36 -2.379370e+01 -3.693696e+01
33 36 -2.377205e+01 -3.693993e+01
33 36 -2.589378e+01 -3.688464e+01
33 43 -2.306613e+01 -3.461692e+01
33 43 -2.201480e+01 -3.541333e+01
33 43 -2.203896e+01 -3.539998e+01
43 50 -1.375675e+01 -4.022914e+01
43 50 -1.372614e+01 -4.024941e+01
33 36 -2.316380e+01 -3.698843e+01
33 36 -2.314370e+01 -3.698678e+01
33 36 -2.090109e+01 -3.707968e+01
33 36 -2.091622e+01 -3.708809e+01
33 36 -2.089256e+01 -3.706196e+01
43 50 -1.185098e+01 -4.170445e+01
43 50 -1.186437e+01 -4.171186e+01
43 50 -1.103961e+01 -4.234787e+01
43 50 -1.105450e+01 -4.233175e+01
0 34 2.886709e-02 -2.333716e+01
15 34 1.089982e-02 -2.322843e+01
15 34 -2.515805e-02 -2.323716e+01
0 34 2.886709e-02 -2.326216e+01
0 15 2.886709e-02 -2.318716e+01
0 34 2.886709e-02 -2.489963e+01
0 34 2.886709e-02 -2.484964e+01
0 34 2.886709e-02 -2.494963e+01
0 34 2.886709e-02 -2.504963e+01
0 34 2.886709e-02 -2.509963e+01
0 34 2.886709e-02 -2.359965e+01
0 34 2.886709e-02 -2.364965e+01
0 34 2.886709e-02 -2.354965e+01
0 34 2.886709e-02 -2.659961e+01
0 34 2.886709e-02 -2.654961e+01
0 34 2.886709e-02 -2.664961e+01
34 35 -1.234134e+00 -2.626193e+01
34 35 -1.215030e+00 -2.626225e+01
34 35 -1.217681e+00 -2.611986e+01
34 35 -1.578422e+00 -2.806360e+01
34 35 -1.571653e+00 -2.804452e+01
34 35 -1.572218e+00 -2.825465e+01
34 35 -1.580473e+00 -2.823709e+01
34 35 -1.602123e+00 -2.821211e+01
34 35 -1.615518e+00 -2.821955e+01
34 35 -1.691058e+00 -2.889825e+01
34 35 -1.677946e+00 -2.888347e+01
34 35 -1.623753e+00 -2.863707e+01
34 35 -1.643112e+00 -2.863545e+01
14 15 -6.430144e+00 -2.236217e+01
14 15 -6.451795e+00 -2.235920e+01
14 15 -6.408494e+00 -2.236514e+01
14 15 -6.386844e+00 -2.236217e+01
14 15 -6.321914e+00 -2.236515e+01
14 15 -6.343544e+00 -2.236217e+01
14 15 -6.300525e+00 -2.236236e+01
14 15 -5.823935e+00 -2.248717e+01
14 15 -5.845586e+00 -2.248981e+01
15 35 -4.488170e+00 -2.287173e+01
15 35 -4.518994e+00 -2.286156e+01
15 35 -4.395305e+00 -2.286408e+01
15 35 -4.372952e+00 -2.285747e+01
15 35 -4.343416e+00 -2.285705e+01
14 15 -4.914622e+00 -2.261217e+01
14 15 -4.892972e+00 -2.259999e+01
14 15 -4.936272e+00 -2.262434e+01
14 15 -4.957923e+00 -2.263480e+01
15 35 -3.534253e+00 -2.302090e+01
15 35 -3.493797e+00 -2.301821e+01
15 35 -4.176349e+00 -2.290811e+01
15 35 -4.217425e+00 -2.289489e+01
15 35 -4.134730e+00 -2.291882e+01
15 35 -4.092608e+00 -2.293048e+01
15 35 -3.575281e+00 -2.302246e+01
15 35 -3.667995e+00 -2.299925e+01
14 15 -4.330064e+00 -2.243420e+01
14 15 -4.308413e+00 -2.243717e+01
14 15 -4.438315e+00 -2.243949e+01
14 15 -4.503245e+00 -2.246482e+01
14 15 -3.537540e+00 -2.259207e+01
14 15 -3.529023e+00 -2.261183e+01
14 15 -3.764822e+00 -2.258879e+01
14 15 -3.777956e+00 -2.258090e+01
14 15 -3.756355e+00 -2.251843e+01
14 15 -3.769488e+00 -2.251055e+01
14 15 -3.962008e+00 -2.251215e+01
14 15 -3.983658e+00 -2.251481e+01
14 15 -3.940358e+00 -2.250920e+01
14 15 -4.005309e+00 -2.250985e+01
14 15 -4.026959e+00 -2.249967e+01
14 15 -4.048609e+00 -2.248949e+01
14 15 -4.113560e+00 -2.248981e+01
14 15 -4.135211e+00 -2.248483e+01
14 15 -4.091910e+00 -2.248717e+01
14 15 -4.156861e+00 -2.247435e+01
15 35 -2.230945e+00 -2.318716e+01
15 35 -2.196803e+00 -2.318969e+01
14 15 -2.035130e+00 -2.283981e+01
14 15 -2.056780e+00 -2.283714e+01
14 15 -2.013480e+00 -2.283485e+01
14 15 -7.512942e+00 -2.211234e+01
14 15 -7.493040e+00 -2.211071e+01
14 15 -7.534332e+00 -2.211483e+01
14 15 -6.884780e+00 -2.224015e+01
14 15 -6.863150e+00 -2.223720e+01
14 15 -7.146635e+00 -2.223832e+01
14 15 -7.131493e+00 -2.222990e+01
14 15 -7.071115e+00 -2.223227e+01
14 15 -7.055974e+00 -2.224850e+01
14 15 -7.361108e+00 -2.218453e+01
14 15 -7.339458e+00 -2.218949e+01
14 15 -7.477897e+00 -2.211945e+01
14 15 -7.469360e+00 -2.213750e+01
14 15 -7.460822e+00 -2.215725e+01
14 15 -7.445680e+00 -2.217318e+01
14 15 -7.382758e+00 -2.218717e+01
14 15 -7.404387e+00 -2.218980e+01
14 15 -7.425777e+00 -2.218467e+01
0 34 2.886709e-02 -3.514948e+01
0 34 2.886709e-02 -3.508699e+01
0 34 2.886709e-02 -3.565781e+01
0 34 2.886709e-02 -3.573281e+01
0 34 2.886709e-02 -3.604947e+01
0 34 2.886709e-02 -3.586614e+01
0 34 2.886709e-02 -3.314951e+01
0 34 2.886709e-02 -3.309951e+01
0 34 2.886709e-02 -3.319951e+01
0 34 2.886709e-02 -3.304952e+01
0 34 2.886709e-02 -3.269952e+01
0 34 2.886709e-02 -3.264952e+01
0 39 2.886709e-02 -3.749945e+01
0 39 2.886709e-02 -3.754945e+01
0 39 2.886709e-02 -3.834944e+01
0 39 2.886709e-02 -3.839944e+01
34 35 -2.716857e+00 -3.486575e+01
0 34 2.886709e-02 -2.749960e+01
0 34 2.886709e-02 -2.754960e+01
0 34 2.886709e-02 -2.744960e+01
0 34 2.886709e-02 -2.759960e+01
0 34 2.886709e-02 -3.084955e+01
0 34 2.886709e-02 -3.079955e+01
0 34 2.886709e-02 -3.089955e+01
0 34 2.886709e-02 -2.984956e+01
0 34 2.886709e-02 -2.979956e+01
0 34 2.886709e-02 -3.039955e+01
0 34 2.886709e-02 -3.034955e+01
0 34 2.886709e-02 -2.959957e+01
0 34 2.886709e-02 -2.954957e+01
0 34 2.886709e-02 -2.964957e+01
0 34 2.886709e-02 -2.969956e+01
34 35 -1.970179e+00 -3.016206e+01
34 35 -1.970179e+00 -3.013706e+01
34 35 -1.968150e+00 -3.026088e+01
34 35 -1.969897e+00 -3.023689e+01
34 35 -1.905207e+00 -2.982457e+01
34 35 -1.891833e+00 -2.980730e+01
34 35 -1.840277e+00 -2.966206e+01
34 35 -1.848815e+00 -2.973213e+01
34 35 -1.928908e+00 -2.996089e+01
34 35 -1.935416e+00 -2.998213e+01
34 35 -1.927160e+00 -2.993690e+01
34 35 -1.918340e+00 -2.984199e+01
34 35 -1.924849e+00 -2.986323e+01
34 35 -1.831435e+00 -2.944452e+01
34 35 -1.837944e+00 -2.946342e+01
0 34 2.886709e-02 -2.919957e+01
0 34 2.886709e-02 -2.924957e+01
0 34 2.886709e-02 -3.214953e+01
0 34 2.886709e-02 -3.199953e+01
34 35 -1.980746e+00 -3.084081e+01
34 35 -1.992111e+00 -3.082439e+01
34 35 -1.992132e+00 -3.087470e+01
34 35 -2.005245e+00 -3.089183e+01
34 35 -2.017850e+00 -3.065448e+01
34 35 -2.039844e+00 -3.063447e+01
34 35 -2.457053e+00 -3.333325e+01
34 35 -2.468418e+00 -3.334967e+01
34 35 -2.266805e+00 -3.180838e+01
34 35 -2.294630e+00 -3.199938e+01
34 35 -2.167532e+00 -3.172350e+01
34 35 -2.155295e+00 -3.170796e+01
34 35 -2.170359e+00 -3.167061e+01
34 35 -2.175666e+00 -3.164952e+01
34 35 -2.337952e+00 -3.227436e+01
34 35 -2.318613e+00 -3.223585e+01
34 35 -2.316865e+00 -3.221187e+01
34 35 -2.297246e+00 -3.235051e+01
34 35 -2.284154e+00 -3.236561e+01
34 35 -2.338235e+00 -3.257452e+01
34 35 -2.327151e+00 -3.255826e+01
34 35 -2.327434e+00 -3.254094e+01
34 35 -2.402882e+00 -3.243952e+01
34 35 -2.422502e+00 -3.243573e+01
34 35 -2.381535e+00 -3.244952e+01
35 43 -1.158158e+01 -3.714188e+01
35 43 -1.156401e+01 -3.716913e+01
35 43 -1.164710e+01 -3.704832e+01
35 43 -1.166699e+01 -3.700121e+01
35 43 -1.162769e+01 -3.708869e+01
35 43 -1.160456e+01 -3.711842e+01
35 43 -1.123170e+01 -3.755588e+01
35 43 -1.120688e+01 -3.759159e+01
35 43 -1.124817e+01 -3.751692e+01
35 43 -1.126449e+01 -3.747894e+01
31 35 -1.124736e+01 -3.374327e+01
31 35 -1.124710e+01 -3.375859e+01
31 35 -1.126048e+01 -3.373537e+01
31 35 -1.202649e+01 -3.334044e+01
31 35 -1.203758e+01 -3.332451e+01
31 35 -1.102855e+01 -3.516691e+01
31 35 -1.102232e+01 -3.518797e+01
21 24 -3.210787e+01 -2.701195e+01
21 24 -3.211054e+01 -2.703609e+01
21 24 -3.207238e+01 -2.688234e+01
21 24 -3.206412e+01 -2.686211e+01
23 24 -3.297870e+01 -2.889218e+01
23 24 -3.297418e+01 -2.886342e+01
23 24 -3.297153e+01 -2.883841e+01
23 24 -3.295167e+01 -2.879940e+01
23 24 -3.293770e+01 -2.878083e+01
23 24 -3.304518e+01 -2.905232e+01
23 24 -3.307377e+01 -2.907576e+01
23 24 -3.229993e+01 -2.762562e+01
23 24 -3.231307e+01 -2.764101e+01
23 26 -3.080840e+01 -3.001204e+01
23 26 -3.078675e+01 -3.000909e+01
21 23 -3.076512e+01 -2.766209e+01
21 23 -3.072270e+01 -2.766852e+01
21 23 -3.111130e+01 -2.763944e+01
21 23 -3.113314e+01 -2.764959e+01
21 23 -3.098140e+01 -2.765976e+01
21 23 -3.093650e+01 -2.766459e+01
21 23 -3.124904e+01 -2.763842e+01
21 23 -3.128544e+01 -2.763085e+01
21 23 -3.122139e+01 -2.764944e+01
21 23 -3.132728e+01 -2.763054e+01
21 24 -3.215165e+01 -2.713318e+01
21 24 -3.214824e+01 -2.710452e+01
21 24 -3.215313e+01 -2.715992e+01
21 23 -3.211506e+01 -2.756344e+01
21 23 -3.208740e+01 -2.755963e+01
21 23 -3.163111e+01 -2.761441e+01
21 23 -3.160946e+01 -2.762459e+01
21 23 -3.184762e+01 -2.758710e+01
21 23 -3.186927e+01 -2.758413e+01
21 23 -3.182597e+01 -2.759006e+01
21 23 -3.180432e+01 -2.758712e+01
21 23 -3.178267e+01 -2.758445e+01
24 29 -4.479481e+01 -2.586227e+01
24 29 -4.477519e+01 -2.587564e+01
24 29 -4.490276e+01 -2.569962e+01
24 29 -4.491587e+01 -2.568219e+01
24 29 -4.488965e+01 -2.571705e+01
24 29 -4.485741e+01 -2.582344e+01
24 29 -4.487229e+01 -2.580703e+01
24 29 -4.487908e+01 -2.578595e+01
24 29 -4.468394e+01 -2.608549e+01
24 29 -4.466461e+01 -2.608712e+01
24 29 -4.469703e+01 -2.609337e+01
24 29 -4.414295e+01 -2.701059e+01
24 29 -4.414472e+01 -2.698692e+01
24 29 -4.410141e+01 -2.703694e+01
24 29 -4.408005e+01 -2.703446e+01
29 32 -4.620381e+01 -3.113851e+01
29 32 -4.626645e+01 -3.113955e+01
29 32 -4.535770e+01 -3.071189e+01
29 32 -4.533779e+01 -3.069838e+01
24 29 -4.625847e+01 -2.345739e+01
24 29 -4.626673e+01 -2.343716e+01
24 29 -4.604169e+01 -2.382988e+01
24 29 -4.602657e+01 -2.383863e+01
24 29 -4.599638e+01 -2.389092e+01
24 29 -4.599636e+01 -2.390839e+01
24 29 -4.289753e+01 -2.891684e+01
24 29 -4.291091e+01 -2.889956e+01
3 10 -2.565593e+01 -2.387616e+00
3 10 -2.567730e+01 -2.390118e+00
3 10 -2.563631e+01 -2.385845e+00
3 10 -2.562318e+01 -2.393729e+00
3 10 -2.563398e+01 -2.424964e+00
3 10 -2.562289e+01 -2.409032e+00
3 10 -2.554534e+01 -2.385996e+00
3 10 -2.695444e+01 -2.412441e+00
3 10 -2.693145e+01 -2.415130e+00
3 10 -2.195342e+01 -2.550288e+00
3 10 -2.193177e+01 -2.539831e+00
3 10 -2.197507e+01 -2.562462e+00
3 10 -2.199672e+01 -2.574636e+00
5 10 -1.630299e+01 -7.762235e+00
5 10 -1.628338e+01 -7.763994e+00
5 10 -1.628620e+01 -7.720929e+00
5 10 -1.631000e+01 -7.699699e+00
0 54 2.886709e-02 -5.884914e+01
0 54 2.886709e-02 -5.889914e+01
53 54 -1.970178e+00 -5.526171e+01
53 54 -1.948529e+00 -5.525905e+01
53 54 -2.230004e+00 -5.528703e+01
53 54 -2.238521e+00 -5.530678e+01
53 54 -2.221727e+00 -5.526915e+01
53 54 -3.658622e+00 -5.566419e+01
53 54 -3.637232e+00 -5.567420e+01
53 54 -3.725884e+00 -5.571315e+01
53 54 -4.273650e+00 -5.587943e+01
53 54 -4.178511e+00 -5.583434e+01
53 54 -4.156861e+00 -5.582386e+01
53 54 -3.745787e+00 -5.571150e+01
48 49 -2.987744e+00 -5.303669e+01
48 49 -3.001138e+00 -5.302926e+01
