#grainID1 grainID2 x y
0 55 -3.914377e+01 -6.002799e+01
0 55 -3.931698e+01 -6.002799e+01
0 44 -5.142672e+01 -3.782445e+01
0 44 -5.142672e+01 -3.787444e+01
0 44 -5.142672e+01 -4.297437e+01
0 44 -5.142672e+01 -4.292437e+01
0 44 -5.142672e+01 -4.302437e+01
0 44 -5.142672e+01 -4.307437e+01
44 51 -5.130836e+01 -4.703718e+01
44 51 -5.133290e+01 -4.700113e+01
51 56 -4.898839e+01 -5.501270e+01
51 56 -4.895291e+01 -5.499720e+01
51 56 -4.901839e+01 -5.503012e+01
51 56 -4.873522e+01 -5.493636e+01
51 56 -4.871565e+01 -5.493717e+01
44 46 -4.899467e+01 -4.211188e+01
44 46 -4.899465e+01 -4.208689e+01
44 46 -4.899467e+01 -4.213688e+01
26 28 -2.584466e+01 -3.097471e+01
26 28 -2.581496e+01 -3.095352e+01
23 26 -2.814541e+01 -3.013474e+01
23 26 -2.816706e+01 -3.013940e+01
25 37 -3.829941e+01 -3.080970e+01
25 37 -3.832106e+01 -3.079955e+01
23 24 -3.330524e+01 -2.957326e+01
23 24 -3.328671e+01 -2.954481e+01
22 24 -3.376757e+01 -2.992659e+01
22 24 -3.375390e+01 -2.988458e+01
22 25 -3.375999e+01 -2.996689e+01
24 25 -3.379797e+01 -2.994574e+01
22 23 -3.325665e+01 -2.984650e+01
22 23 -3.328912e+01 -2.979027e+01
23 26 -3.314732e+01 -2.990856e+01
23 26 -3.317123e+01 -2.990959e+01
23 26 -3.312508e+01 -2.989940e+01
12 13 -2.315181e+01 -1.517687e+01
12 13 -2.322821e+01 -1.517601e+01
12 13 -2.307588e+01 -1.515563e+01
21 28 -2.226806e+01 -2.232297e+01
21 28 -2.224922e+01 -2.236611e+01
21 28 -2.248168e+01 -2.182244e+01
21 28 -2.245501e+01 -2.188157e+01
21 28 -2.266642e+01 -2.163371e+01
21 28 -2.257304e+01 -2.171079e+01
21 28 -2.276843e+01 -2.155043e+01
13 28 -2.258419e+01 -2.110461e+01
13 28 -2.268976e+01 -2.115920e+01
10 24 -2.971783e+01 -9.790117e+00
10 24 -2.973922e+01 -9.832439e+00
23 24 -3.256763e+01 -2.822949e+01
23 24 -3.259474e+01 -2.825551e+01
0 54 2.886709e-02 -5.804915e+01
0 54 2.886709e-02 -5.834914e+01
53 54 -4.330085e+00 -5.588403e+01
53 54 -4.351714e+00 -5.588900e+01
0 54 2.886709e-02 -5.789915e+01
0 54 2.886709e-02 -5.794915e+01
0 54 2.886709e-02 -5.784915e+01
0 54 -3.464051e-01 -6.002799e+01
0 54 -5.196076e-01 -6.002799e+01
0 54 -6.062089e-01 -6.002799e+01
0 54 2.886709e-02 -5.994912e+01
0 54 2.886709e-02 -5.984912e+01
0 54 2.886709e-02 -5.979912e+01
0 54 2.886709e-02 -5.959913e+01
0 55 -2.753920e+01 -6.002799e+01
0 55 -2.745260e+01 -6.002799e+01
0 55 -2.762581e+01 -6.002799e+01
0 55 -2.736600e+01 -6.002799e+01
0 55 -2.840522e+01 -6.002799e+01
0 55 -2.831862e+01 -6.002799e+01
0 55 -2.849182e+01 -6.002799e+01
0 55 -2.823201e+01 -6.002799e+01
0 55 -2.078430e+01 -6.002799e+01
0 55 -2.069770e+01 -6.002799e+01
0 55 -2.303594e+01 -6.002799e+01
0 55 -2.442156e+01 -6.002799e+01
0 55 -2.416175e+01 -6.002799e+01
0 55 -2.424836e+01 -6.002799e+01
0 55 -2.407515e+01 -6.002799e+01
0 55 -2.433496e+01 -6.002799e+01
0 55 -3.541992e+01 -6.002799e+01
0 55 -3.533332e+01 -6.002799e+01
0 55 -3.585293e+01 -6.002799e+01
0 56 -4.416665e+01 -6.002799e+01
0 56 -4.442645e+01 -6.002799e+01
0 56 -4.494606e+01 -6.002799e+01
0 56 -4.962253e+01 -6.002799e+01
0 56 -4.988233e+01 -6.002799e+01
0 56 -4.996893e+01 -6.002799e+01
0 56 -5.005553e+01 -6.002799e+01
0 56 -5.031534e+01 -6.002799e+01
0 56 -5.040194e+01 -6.002799e+01
0 54 -2.598038e+00 -6.002799e+01
0 54 -2.684639e+00 -6.002799e+01
0 55 -2.511437e+01 -6.002799e+01
0 55 -2.502777e+01 -6.002799e+01
0 55 -2.624018e+01 -6.002799e+01
0 55 -2.615358e+01 -6.002799e+01
0 55 -3.741175e+01 -6.002799e+01
0 55 -3.749835e+01 -6.002799e+01
0 54 -5.455880e+00 -6.002799e+01
0 54 -5.369279e+00 -6.002799e+01
0 56 -4.633168e+01 -6.002799e+01
0 56 -4.624508e+01 -6.002799e+01
0 56 -4.641828e+01 -6.002799e+01
0 56 -4.789050e+01 -6.002799e+01
39 43 -5.797658e+00 -3.938154e+01
39 43 -5.836254e+00 -3.943047e+01
35 43 -5.799392e+00 -3.934532e+01
35 39 -5.725756e+00 -3.929073e+01
1 24 -3.171870e+01 -2.847588e-01
1 24 -3.176055e+01 -2.767236e-01
1 24 -3.165118e+01 -3.098408e-01
1 24 -3.168016e+01 -2.937350e-01
1 24 -3.163485e+01 -3.333993e-01
0 24 -3.377450e+01 2.886709e-02
0 24 -3.386110e+01 2.886709e-02
0 1 -3.152286e+01 2.886709e-02
0 1 -3.143626e+01 2.886709e-02
0 1 -3.229007e+01 2.886709e-02
0 1 -3.221679e+01 2.886709e-02
0 24 -3.412090e+01 2.886709e-02
0 24 -3.403430e+01 2.886709e-02
0 24 -3.308169e+01 2.886709e-02
0 24 -3.316829e+01 2.886709e-02
0 24 -3.299508e+01 2.886709e-02
0 24 -3.290848e+01 2.886709e-02
0 24 -3.351469e+01 2.886709e-02
0 24 -3.464051e+01 2.886709e-02
0 24 -3.524672e+01 2.886709e-02
0 24 -3.516012e+01 2.886709e-02
0 3 -2.476796e+01 2.886709e-02
0 3 -2.468136e+01 2.886709e-02
0 3 -2.485456e+01 2.886709e-02
0 3 -2.494117e+01 2.886709e-02
0 3 -2.615358e+01 2.886709e-02
0 3 -2.624018e+01 2.886709e-02
3 10 -2.364215e+01 -2.415432e+00
3 10 -2.366380e+01 -2.412465e+00
0 3 -2.727940e+01 2.886709e-02
0 3 -2.719280e+01 2.886709e-02
0 3 -2.979195e+01 2.886709e-02
0 3 -2.986524e+01 2.886709e-02
0 1 -2.997624e+01 2.886709e-02
0 1 -2.993406e+01 2.886709e-02
0 1 -3.004952e+01 2.886709e-02
0 1 -3.013724e+01 2.886709e-02
0 1 -3.022384e+01 2.886709e-02
0 3 -2.961763e+01 2.886709e-02
0 3 -2.935783e+01 2.886709e-02
0 3 -2.927123e+01 2.886709e-02
10 24 -2.970815e+01 -9.704775e+00
10 24 -2.970299e+01 -9.666128e+00
11 14 -4.329315e-02 -1.871225e+01
11 14 -2.979804e-02 -1.871967e+01
11 14 -1.167900e-01 -1.871947e+01
11 14 -1.082727e-01 -1.873721e+01
7 17 -3.395147e+00 -4.550463e+00
7 17 -3.401218e+00 -4.582133e+00
3 10 -1.844291e+01 -3.442129e+00
3 10 -1.843037e+01 -3.400918e+00
3 10 -1.840651e+01 -3.595444e+00
3 10 -1.834362e+01 -3.718278e+00
3 10 -1.844503e+01 -3.522145e+00
3 10 -1.845333e+01 -3.479224e+00
3 10 -1.827231e+01 -3.901534e+00
3 10 -1.818812e+01 -4.169190e+00
3 17 -1.536601e+01 -4.047946e+00
3 17 -1.540037e+01 -4.117111e+00
5 17 -1.532611e+01 -6.404563e+00
5 17 -1.532073e+01 -6.354244e+00
5 17 -1.533407e+01 -6.455033e+00
5 17 -1.534784e+01 -6.131424e+00
5 17 -1.536535e+01 -6.050486e+00
5 17 -1.533220e+01 -6.214301e+00
5 17 -1.536388e+01 -6.664749e+00
5 17 -1.535980e+01 -6.596774e+00
5 17 -1.534702e+01 -6.522185e+00
5 17 -1.540745e+01 -5.939535e+00
5 17 -1.530361e+01 -7.255527e+00
5 17 -1.532748e+01 -7.689269e+00
0 24 -5.142672e+01 -3.249952e-01
0 7 -3.464051e-01 2.886709e-02
0 7 -6.928102e-01 2.886709e-02
0 7 -7.794114e-01 2.886709e-02
3 17 -1.532397e+01 -3.999659e+00
0 56 -5.142672e+01 -5.907413e+01
0 56 -5.142672e+01 -5.982412e+01
0 56 -5.142672e+01 -5.977412e+01
0 56 -5.142672e+01 -5.987412e+01
0 56 -5.142672e+01 -5.992412e+01
0 56 -5.142672e+01 -5.972412e+01
0 56 -5.142672e+01 -5.887414e+01
51 56 -5.015113e+01 -5.562320e+01
51 56 -5.012700e+01 -5.561867e+01
51 56 -5.016963e+01 -5.559137e+01
51 56 -5.043003e+01 -5.534216e+01
51 56 -5.046521e+01 -5.530840e+01
0 55 -2.892482e+01 -6.002799e+01
0 55 -2.901143e+01 -6.002799e+01
0 55 -3.360129e+01 -6.002799e+01
0 55 -3.368789e+01 -6.002799e+01
0 55 -3.351469e+01 -6.002799e+01
0 55 -3.334149e+01 -6.002799e+01
0 55 -3.325489e+01 -6.002799e+01
0 55 -3.377450e+01 -6.002799e+01
0 55 -3.230227e+01 -6.002799e+01
0 55 -3.221567e+01 -6.002799e+01
0 55 -3.238888e+01 -6.002799e+01
52 56 -4.062708e+01 -5.164050e+01
52 56 -4.062710e+01 -5.165797e+01
52 56 -4.061571e+01 -5.162408e+01
52 56 -4.086240e+01 -5.270696e+01
52 56 -4.085415e+01 -5.268673e+01
55 56 -4.108884e+01 -5.794781e+01
55 56 -4.107613e+01 -5.798155e+01
55 56 -4.098377e+01 -5.881147e+01
0 55 -3.905717e+01 -6.002799e+01
0 55 -3.879737e+01 -6.002799e+01
0 55 -3.871077e+01 -6.002799e+01
0 44 -5.142672e+01 -3.777445e+01
44 46 -4.900552e+01 -4.235562e+01
44 46 -4.900524e+01 -4.234031e+01
44 46 -4.901862e+01 -4.236352e+01
44 46 -4.903790e+01 -4.236207e+01
0 44 -5.142672e+01 -4.327437e+01
0 44 -5.142672e+01 -4.322437e+01
0 44 -5.142672e+01 -4.332436e+01
0 44 -5.142672e+01 -4.357436e+01
0 44 -5.142672e+01 -4.352436e+01
0 44 -5.142672e+01 -4.684515e+01
0 44 -5.142672e+01 -4.691765e+01
44 51 -5.124420e+01 -4.710322e+01
44 51 -5.120274e+01 -4.711905e+01
44 51 -5.128047e+01 -4.707531e+01
46 51 -5.098650e+01 -4.723449e+01
46 51 -5.100815e+01 -4.722431e+01
46 51 -5.096485e+01 -4.723945e+01
44 46 -5.097197e+01 -4.698753e+01
44 46 -5.089790e+01 -4.693835e+01
44 46 -5.093092e+01 -4.696746e+01
51 56 -5.077739e+01 -5.504918e+01
51 56 -4.904845e+01 -5.505310e+01
51 56 -4.875654e+01 -5.493370e+01
51 56 -4.849681e+01 -5.477438e+01
51 56 -4.851905e+01 -5.478818e+01
51 56 -4.847507e+01 -5.476171e+01
51 56 -4.773505e+01 -5.435662e+01
51 56 -4.777136e+01 -5.437335e+01
44 46 -4.901632e+01 -4.232435e+01
23 26 -2.582883e+01 -3.028938e+01
23 26 -2.585048e+01 -3.029955e+01
23 26 -2.812376e+01 -3.013940e+01
21 23 -2.511437e+01 -2.793445e+01
21 23 -2.513602e+01 -2.793711e+01
21 23 -2.509272e+01 -2.793943e+01
21 23 -2.507107e+01 -2.794992e+01
21 23 -2.515767e+01 -2.794006e+01
21 23 -2.517932e+01 -2.793711e+01
23 26 -2.629660e+01 -3.027978e+01
23 26 -2.628146e+01 -3.028820e+01
25 37 -3.793136e+01 -3.078441e+01
25 37 -3.790971e+01 -3.078937e+01
25 37 -3.795301e+01 -3.078707e+01
25 37 -3.739010e+01 -3.078937e+01
25 37 -3.736845e+01 -3.079955e+01
25 37 -3.741175e+01 -3.078441e+01
25 37 -3.756330e+01 -3.078473e+01
25 37 -3.754165e+01 -3.078969e+01
25 37 -3.702204e+01 -3.079001e+01
25 37 -3.700039e+01 -3.078705e+01
30 37 -3.287590e+01 -3.325777e+01
30 37 -3.288367e+01 -3.321099e+01
30 37 -3.287711e+01 -3.336957e+01
30 37 -3.288924e+01 -3.339571e+01
30 37 -3.286440e+01 -3.333949e+01
30 37 -3.286464e+01 -3.330091e+01
30 37 -3.289135e+01 -3.342684e+01
26 30 -3.314304e+01 -3.030581e+01
26 30 -3.318918e+01 -3.031607e+01
30 33 -2.643320e+01 -3.399068e+01
30 33 -2.646260e+01 -3.400470e+01
24 25 -3.621395e+01 -2.971438e+01
24 25 -3.617787e+01 -2.972456e+01
24 25 -3.557527e+01 -2.979675e+01
24 25 -3.561604e+01 -2.979680e+01
24 25 -3.553970e+01 -2.980333e+01
23 24 -3.317160e+01 -2.932356e+01
23 24 -3.315574e+01 -2.930682e+01
23 24 -3.331747e+01 -2.961293e+01
22 24 -3.370110e+01 -2.982200e+01
22 24 -3.373335e+01 -2.985106e+01
22 24 -3.366135e+01 -2.979492e+01
22 25 -3.373069e+01 -2.999869e+01
22 25 -3.370065e+01 -3.002914e+01
22 25 -3.367058e+01 -3.006142e+01
24 25 -3.384846e+01 -2.994284e+01
26 30 -3.270916e+01 -3.034478e+01
26 30 -3.275386e+01 -3.033211e+01
23 26 -3.319784e+01 -2.989805e+01
22 26 -3.325135e+01 -2.988823e+01
22 26 -3.327291e+01 -2.991831e+01
23 26 -3.322611e+01 -2.988193e+01
23 26 -3.300910e+01 -2.988606e+01
23 26 -3.303676e+01 -2.988988e+01
23 26 -3.297270e+01 -2.988049e+01
22 24 -3.361746e+01 -2.977184e+01
22 26 -3.330116e+01 -2.999956e+01
22 26 -3.331008e+01 -3.004347e+01
25 30 -3.329590e+01 -3.049514e+01
25 30 -3.329818e+01 -3.053498e+01
25 30 -3.329349e+01 -3.045258e+01
25 30 -3.328725e+01 -3.041305e+01
26 30 -3.195423e+01 -3.037469e+01
26 30 -3.197731e+01 -3.036439e+01
26 30 -3.098160e+01 -3.046437e+01
26 30 -3.095995e+01 -3.045941e+01
0 29 -5.142672e+01 -1.677475e+01
0 29 -5.142672e+01 -1.682475e+01
0 29 -5.142672e+01 -1.657476e+01
0 29 -5.142672e+01 -1.652476e+01
24 29 -5.015553e+01 -1.725748e+01
24 29 -5.014214e+01 -1.727475e+01
24 29 -5.011195e+01 -1.733232e+01
24 29 -5.012046e+01 -1.731223e+01
24 29 -4.998857e+01 -1.748608e+01
24 29 -4.998205e+01 -1.750731e+01
0 24 -5.142672e+01 -8.974868e+00
0 24 -5.142672e+01 -8.924869e+00
0 24 -5.142672e+01 -9.024868e+00
0 24 -5.142672e+01 -9.074867e+00
0 24 -5.142672e+01 -9.124866e+00
0 24 -5.142672e+01 -1.002485e+01
0 24 -5.142672e+01 -9.974854e+00
0 24 -5.142672e+01 -9.424862e+00
0 24 -5.142672e+01 -9.474861e+00
21 28 -2.214780e+01 -2.281132e+01
21 28 -2.214752e+01 -2.283820e+01
12 21 -2.577492e+01 -1.985133e+01
12 21 -2.573016e+01 -1.984877e+01
13 21 -2.332167e+01 -2.079246e+01
13 21 -2.328531e+01 -2.089348e+01
13 21 -2.336380e+01 -2.072394e+01
13 21 -2.341669e+01 -2.067094e+01
13 21 -2.346918e+01 -2.061785e+01
12 13 -2.300722e+01 -1.511793e+01
12 13 -2.293807e+01 -1.507335e+01
12 13 -2.287328e+01 -1.503236e+01
21 28 -2.231095e+01 -2.224771e+01
21 28 -2.232416e+01 -2.220941e+01
21 28 -2.229047e+01 -2.228281e+01
13 21 -2.324634e+01 -2.101386e+01
13 28 -2.173985e+01 -2.073212e+01
13 28 -2.171595e+01 -2.071602e+01
13 28 -2.244004e+01 -2.104455e+01
13 28 -2.239082e+01 -2.101563e+01
13 28 -2.228245e+01 -2.096802e+01
13 28 -2.232121e+01 -2.097610e+01
13 28 -2.223774e+01 -2.095348e+01
13 28 -2.191418e+01 -2.086249e+01
13 28 -2.193851e+01 -2.086303e+01
21 28 -2.251592e+01 -2.176735e+01
13 28 -2.203593e+01 -2.089522e+01
13 28 -2.200547e+01 -2.087705e+01
10 24 -2.980777e+01 -9.908580e+00
10 24 -2.977384e+01 -9.871089e+00
10 24 -2.986156e+01 -1.003496e+01
10 24 -2.986169e+01 -1.006963e+01
12 24 -2.950868e+01 -1.726373e+01
12 24 -2.951373e+01 -1.722710e+01
12 24 -2.950643e+01 -1.704724e+01
12 24 -2.949955e+01 -1.707737e+01
12 24 -2.955360e+01 -1.678364e+01
12 24 -2.955848e+01 -1.674239e+01
12 24 -2.951422e+01 -1.701074e+01
12 24 -2.952393e+01 -1.696964e+01
12 24 -2.953050e+01 -1.692365e+01
12 24 -2.936436e+01 -1.803839e+01
12 24 -2.936017e+01 -1.799972e+01
12 24 -2.940454e+01 -1.775584e+01
12 24 -2.941682e+01 -1.770600e+01
12 24 -2.947999e+01 -1.745349e+01
12 24 -2.949376e+01 -1.742723e+01
12 13 -2.811073e+01 -1.757458e+01
12 13 -2.813989e+01 -1.755598e+01
12 13 -2.807638e+01 -1.759232e+01
12 13 -2.816718e+01 -1.752996e+01
12 13 -2.819005e+01 -1.749448e+01
12 21 -2.674654e+01 -1.992471e+01
12 21 -2.678095e+01 -1.993373e+01
33 43 -2.312063e+01 -3.457315e+01
33 43 -2.310090e+01 -3.458698e+01
33 43 -2.313635e+01 -3.455558e+01
33 43 -2.314733e+01 -3.452988e+01
15 35 -4.434378e+00 -2.287872e+01
15 35 -4.414936e+00 -2.287287e+01
3 10 -2.355555e+01 -2.424964e+00
3 10 -2.353390e+01 -2.435121e+00
3 10 -2.217157e+01 -2.515292e+00
3 10 -2.238641e+01 -2.499638e+00
3 10 -2.236457e+01 -2.510108e+00
3 10 -2.211351e+01 -2.519736e+00
0 54 2.886709e-02 -5.799915e+01
53 54 -3.436032e+00 -5.566051e+01
53 54 -3.403471e+00 -5.564458e+01
49 53 -2.220006e+00 -5.366712e+01
49 53 -2.266990e+00 -5.366800e+01
0 54 -1.472222e+00 -6.002799e+01
0 54 -1.212418e+00 -6.002799e+01
0 54 2.886709e-02 -5.869914e+01
0 54 2.886709e-02 -5.874914e+01
0 54 2.886709e-02 -5.879914e+01
0 54 -4.330064e-01 -6.002799e+01
0 54 -1.125817e+00 -6.002799e+01
0 54 -1.039215e+00 -6.002799e+01
0 54 2.886709e-02 -5.989912e+01
0 54 2.886709e-02 -5.974912e+01
0 54 2.886709e-02 -5.969912e+01
0 54 2.886709e-02 -5.964913e+01
0 55 -2.805881e+01 -6.002799e+01
0 55 -2.797221e+01 -6.002799e+01
0 55 -2.814541e+01 -6.002799e+01
0 55 -2.701960e+01 -6.002799e+01
0 55 -2.710620e+01 -6.002799e+01
0 55 -2.693300e+01 -6.002799e+01
0 55 -2.684639e+01 -6.002799e+01
0 55 -2.087091e+01 -6.002799e+01
0 55 -2.095751e+01 -6.002799e+01
0 55 -2.104411e+01 -6.002799e+01
0 55 -2.113071e+01 -6.002799e+01
0 55 -2.242973e+01 -6.002799e+01
0 55 -2.234313e+01 -6.002799e+01
0 55 -2.199672e+01 -6.002799e+01
0 55 -2.191012e+01 -6.002799e+01
0 55 -2.329574e+01 -6.002799e+01
0 55 -2.338234e+01 -6.002799e+01
0 55 -2.468136e+01 -6.002799e+01
0 55 -2.520097e+01 -6.002799e+01
0 55 -2.632679e+01 -6.002799e+01
0 55 -3.550652e+01 -6.002799e+01
0 55 -3.481371e+01 -6.002799e+01
0 55 -3.472711e+01 -6.002799e+01
0 55 -3.490031e+01 -6.002799e+01
0 55 -3.793136e+01 -6.002799e+01
0 55 -3.801796e+01 -6.002799e+01
0 55 -3.680554e+01 -6.002799e+01
0 55 -3.671894e+01 -6.002799e+01
0 55 -3.593953e+01 -6.002799e+01
0 56 -4.243462e+01 -6.002799e+01
0 56 -4.252122e+01 -6.002799e+01
0 56 -4.234802e+01 -6.002799e+01
0 56 -4.304083e+01 -6.002799e+01
0 56 -4.295423e+01 -6.002799e+01
0 56 -4.763070e+01 -6.002799e+01
0 56 -4.754410e+01 -6.002799e+01
0 56 -4.771730e+01 -6.002799e+01
0 56 -4.745750e+01 -6.002799e+01
0 56 -4.529246e+01 -6.002799e+01
0 56 -4.537907e+01 -6.002799e+01
0 56 -4.918952e+01 -6.002799e+01
0 56 -4.927612e+01 -6.002799e+01
0 56 -4.910292e+01 -6.002799e+01
0 56 -4.901632e+01 -6.002799e+01
0 56 -4.892972e+01 -6.002799e+01
0 56 -4.936272e+01 -6.002799e+01
0 56 -4.953593e+01 -6.002799e+01
0 56 -5.064805e+01 -6.002799e+01
0 56 -5.057626e+01 -6.002799e+01
0 56 -5.014214e+01 -6.002799e+01
0 56 -5.118135e+01 -6.002799e+01
0 56 -5.109475e+01 -6.002799e+01
0 56 -5.126795e+01 -6.002799e+01
0 54 -2.424836e+00 -6.002799e+01
0 54 -2.338234e+00 -6.002799e+01
0 55 -2.251633e+01 -6.002799e+01
0 55 -2.260293e+01 -6.002799e+01
0 55 -2.268953e+01 -6.002799e+01
0 55 -2.572058e+01 -6.002799e+01
0 55 -2.580718e+01 -6.002799e+01
0 55 -2.563398e+01 -6.002799e+01
0 55 -2.554737e+01 -6.002799e+01
0 55 -2.589378e+01 -6.002799e+01
0 55 -2.546077e+01 -6.002799e+01
0 55 -2.537417e+01 -6.002799e+01
0 55 -3.706534e+01 -6.002799e+01
