# w mse
3.000000000000000000e+00 5.613874802353564699e-04
5.000000000000000000e+00 1.450833967294525191e-03
9.000000000000000000e+00 2.805024730413233081e-03
1.700000000000000000e+01 4.434281796981045382e-03
3.300000000000000000e+01 8.875102316834731359e-03
6.500000000000000000e+01 2.319479821489510082e-02
1.290000000000000000e+02 7.153564087960148643e-02
2.570000000000000000e+02 2.400621064722534004e-01
5.130000000000000000e+02 7.449141920508856041e-01
1.025000000000000000e+03 2.021682100815484606e+00
2.049000000000000000e+03 4.446885514017524521e+00
4.097000000000000000e+03 7.019518569322848123e+00
8.193000000000000000e+03 1.024619321677356076e+01
