# drho_hcp drho_bcc avalancheSize
1.740555286217571052e-02 2.003317571719165358e-02 7.833512980391462710e-01
2.674358472563476141e-03 -1.492768620299855797e-02 7.199045519728047848e-02
9.871462905941541521e-04 -1.622862910653388724e-02 3.331053589811853732e-01
-1.472620901201887600e-02 -4.951849738867686312e-02 4.324180714276117499e+00
-4.219026229710376441e-04 -2.250670613843652745e-04 2.343338211359017043e-01
-9.363398402051359426e-05 -1.602123665595200919e-03 2.686958940498944681e-01
-5.957772197042743301e-04 -1.045933373262641908e-04 1.754423449359838461e-01
9.546502397794753847e-04 2.165920447794178472e-04 4.518303831348013944e-02
5.019338902405579006e-04 -5.443206941357914275e-04 6.450200435700126356e-02
2.047162972184324303e-03 -8.313858824635644851e-04 1.673547061032138183e-01
-5.530872002559306111e-04 -4.177736532895437449e-04 1.536777245655540636e-01
7.305444085581314084e-05 -4.290083158053903389e-04 5.751218173449626492e-02
-9.297130157879252010e-04 -6.206434575517505436e-05 1.242296204667248660e-01
-1.454135023166713836e-04 5.334017900793242006e-05 2.577537595188609254e-01
-6.981344654874988009e-04 2.597132328858720030e-04 1.022996518158695439e-01
-2.335294367128426529e-05 1.891956281454554301e-04 4.592086762930382843e-02
-1.462846961786112843e-05 -3.731277778271646639e-04 4.922702968706725579e-02
-4.524607905658228901e-04 1.139234772793429329e-04 5.187539468983162760e-02
-1.312811382767620216e-04 -1.408787033341241113e-04 4.757388884723407624e-02
-2.029277782824578935e-04 -5.146978759285048000e-05 1.264712000642377321e-01
4.542320161053936545e-04 -2.244255286427687679e-04 3.171246412282952010e-02
-1.153787202987643923e-04 3.399029313158052901e-04 6.818459153244554871e-02
