# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 -1.546911464844423197e-05 -5.182312916188495335e-14 -9.198929673165575582e-15
2.000000000000000000e+00 -3.514817954137208148e-05 -1.702421720869315856e-07 -4.889011455094194993e-06
4.000000000000000000e+00 -8.929720501824324973e-05 -2.807987629781222367e-07 -8.063977777165680028e-06
6.000000000000000000e+00 2.924871961608075614e-06 -3.377238753000498910e-07 -9.698755254571638710e-06
8.000000000000000000e+00 5.058124800882241815e-05 -3.491038250881723985e-07 -1.002555675759265703e-05
1.000000000000000000e+01 -2.343632177961114602e-05 -3.244095244485750947e-07 -9.316390776597736607e-06
1.200000000000000000e+01 3.060879208004944722e-05 -2.737774596467630723e-07 -7.862333361990124218e-06
1.400000000000000000e+01 -1.819975100859536586e-05 -2.072976813070536938e-07 -5.953173170811138128e-06
1.600000000000000000e+01 -2.917162568286937527e-05 -1.343667455906436473e-07 -3.858744094757967509e-06
1.800000000000000000e+01 -1.725716622995668043e-05 -6.312116330885281183e-08 -1.812715331148070093e-06
2.000000000000000000e+01 1.711912034494575928e-04 7.005320542969100701e-12 2.022494197613755322e-10
2.200000000000000000e+01 3.205200860494040668e-05 5.057072843080342130e-08 1.452288988548027483e-06
2.400000000000000000e+01 -2.222605880914849640e-05 8.617723982740435971e-08 2.474835744297793561e-06
2.600000000000000000e+01 -4.680375493199950138e-05 1.063413802513661206e-07 3.053909285663019918e-06
2.800000000000000000e+01 -5.041459870917656440e-05 1.121597749763594007e-07 3.221004958064412768e-06
3.000000000000000000e+01 1.674427195137999543e-05 1.058849554455707834e-07 3.040802388519041407e-06
3.200000000000000000e+01 4.074682210675282384e-06 9.047505521352471957e-08 2.598261341117658827e-06
3.400000000000000000e+01 1.028502692457056254e-04 6.918089120344663756e-08 1.986739401537069352e-06
3.600000000000000000e+01 7.312011791856106932e-06 4.519416454095202672e-08 1.297882485522449062e-06
3.800000000000000000e+01 1.605209077494521453e-04 2.136455085837624230e-08 6.135476164408980853e-07
4.000000000000000000e+01 9.372531480874224039e-05 -4.940766143048337739e-12 -1.372088293871484437e-10
4.200000000000000000e+01 4.272122160004941313e-05 -1.728568750181686388e-08 -4.964091846827138370e-07
4.400000000000000000e+01 -1.395002429973582134e-05 -2.956381906162531407e-08 -8.490098339339517956e-07
4.600000000000000000e+01 -2.321441964955438947e-05 -3.659581756016603270e-08 -1.050958103077414083e-06
4.800000000000000000e+01 2.512800002263393395e-05 -3.870194017730613664e-08 -1.111441024566491202e-06
5.000000000000000000e+01 1.918465741782811665e-04 -3.661927348840573828e-08 -1.051631181665445968e-06
5.200000000000000000e+01 4.700523463703519880e-05 -3.134752337997253542e-08 -9.002365468106186672e-07
