# w mse
3.000000000000000000e+00 5.669730030437983292e-03
5.000000000000000000e+00 1.725621899819168234e-02
9.000000000000000000e+00 5.336258293360759269e-02
1.700000000000000000e+01 1.376644471139692738e-01
3.300000000000000000e+01 3.390108679895921795e-01
6.500000000000000000e+01 9.390825922554674188e-01
1.290000000000000000e+02 2.467359100934292560e+00
2.570000000000000000e+02 5.497601612170288199e+00
5.130000000000000000e+02 1.038122263171737814e+01
1.025000000000000000e+03 1.603171450724873282e+01
2.049000000000000000e+03 2.273153401442679566e+01
4.097000000000000000e+03 2.344916226760194178e+01
8.193000000000000000e+03 2.815698682809359710e+01
