# w mse
3.000000000000000000e+00 1.433177401852973876e-02
5.000000000000000000e+00 1.244169782462453168e-02
9.000000000000000000e+00 1.150748250164409375e-02
1.700000000000000000e+01 1.504739492568320583e-02
3.300000000000000000e+01 2.715014508611551455e-02
6.500000000000000000e+01 6.055895195110353596e-02
1.290000000000000000e+02 1.433018952183253980e-01
2.570000000000000000e+02 3.137244119664405750e-01
5.130000000000000000e+02 6.265048526888076230e-01
1.025000000000000000e+03 1.080359480620840529e+00
2.049000000000000000e+03 1.885332115393344887e+00
4.097000000000000000e+03 2.393317657421700329e+00
8.193000000000000000e+03 2.618247159417046444e+00
1.638500000000000000e+04 3.303183290386940474e+00
