# clusterSize EnergyDrop
0.000000000000000000e+00 -3.528019919483739795e+04
0.000000000000000000e+00 -3.526848615126110235e+04
0.000000000000000000e+00 -3.524665237317609717e+04
0.000000000000000000e+00 -3.522751928197709640e+04
0.000000000000000000e+00 -3.520019713780299935e+04
0.000000000000000000e+00 -3.516676293560930208e+04
0.000000000000000000e+00 -3.511399018022549717e+04
0.000000000000000000e+00 -3.505988834736040008e+04
0.000000000000000000e+00 -3.499721308689589932e+04
0.000000000000000000e+00 -3.492281826426090265e+04
0.000000000000000000e+00 -3.485190728128120099e+04
1.500000000000000000e+01 -3.477525233988620312e+04
3.300000000000000000e+01 -3.470357585584979824e+04
1.800000000000000000e+01 -3.463495082149020163e+04
1.100000000000000000e+01 -3.457265243924709648e+04
0.000000000000000000e+00 -3.451090400311679696e+04
0.000000000000000000e+00 -3.444883756651019939e+04
0.000000000000000000e+00 -3.439175168851020135e+04
3.700000000000000000e+01 -3.434194928253009857e+04
5.600000000000000000e+01 -3.429743001020770316e+04
3.900000000000000000e+01 -3.426462351855290035e+04
4.400000000000000000e+01 -3.423860102453269792e+04
1.400000000000000000e+01 -3.421457237277900276e+04
2.000000000000000000e+01 -3.419208226170379930e+04
0.000000000000000000e+00 -3.417444710016310273e+04
1.200000000000000000e+01 -3.416387235370679991e+04
1.600000000000000000e+01 -3.415556739830519655e+04
0.000000000000000000e+00 -3.414997940516859671e+04
0.000000000000000000e+00 -3.414360706992180349e+04
0.000000000000000000e+00 -3.413447734091329767e+04
0.000000000000000000e+00 -3.413729444334589789e+04
0.000000000000000000e+00 -3.412951650530230108e+04
0.000000000000000000e+00 -3.413655681620079849e+04
0.000000000000000000e+00 -3.413071672395699716e+04
0.000000000000000000e+00 -3.413646291902309895e+04
0.000000000000000000e+00 -3.412795781366780284e+04
0.000000000000000000e+00 -3.413262519966209948e+04
0.000000000000000000e+00 -3.413088877743750345e+04
0.000000000000000000e+00 -3.412742808919030358e+04
0.000000000000000000e+00 -3.413705435608659900e+04
0.000000000000000000e+00 -3.413000684962810192e+04
0.000000000000000000e+00 -3.413286550841930148e+04
0.000000000000000000e+00 -3.412659826621419779e+04
0.000000000000000000e+00 -3.411974972080100270e+04
0.000000000000000000e+00 -3.412515178414010006e+04
0.000000000000000000e+00 -3.412700596367869730e+04
0.000000000000000000e+00 -3.412704111884080339e+04
0.000000000000000000e+00 -3.412933122164569795e+04
0.000000000000000000e+00 -3.413983860240670037e+04
0.000000000000000000e+00 -3.413220429100700130e+04
0.000000000000000000e+00 -3.413894757502330322e+04
0.000000000000000000e+00 -3.414313041528619942e+04
0.000000000000000000e+00 -3.414376717808069952e+04
0.000000000000000000e+00 -3.415124349787559913e+04
0.000000000000000000e+00 -3.414467320861339977e+04
0.000000000000000000e+00 -3.415424705525310128e+04
0.000000000000000000e+00 -3.416033973591380345e+04
0.000000000000000000e+00 -3.416038942052500352e+04
0.000000000000000000e+00 -3.416693431451499782e+04
0.000000000000000000e+00 -3.417284862568679819e+04
0.000000000000000000e+00 -3.416333821176890342e+04
0.000000000000000000e+00 -3.416836793870299880e+04
0.000000000000000000e+00 -3.418321658554860187e+04
0.000000000000000000e+00 -3.417486382077339658e+04
0.000000000000000000e+00 -3.418070723126109806e+04
0.000000000000000000e+00 -3.418625797070039698e+04
0.000000000000000000e+00 -3.418570540343299945e+04
0.000000000000000000e+00 -3.418890557094819815e+04
0.000000000000000000e+00 -3.419805705359389685e+04
0.000000000000000000e+00 -3.420551320651039714e+04
0.000000000000000000e+00 -3.421045686049629876e+04
0.000000000000000000e+00 -3.420828036075820273e+04
0.000000000000000000e+00 -3.421304608284409915e+04
0.000000000000000000e+00 -3.421993848482370231e+04
0.000000000000000000e+00 -3.422542768954390340e+04
0.000000000000000000e+00 -3.422471468234610074e+04
0.000000000000000000e+00 -3.423306724589360238e+04
0.000000000000000000e+00 -3.423937587663940212e+04
0.000000000000000000e+00 -3.423848780264030211e+04
0.000000000000000000e+00 -3.423724650262670184e+04
0.000000000000000000e+00 -3.423154915111129958e+04
0.000000000000000000e+00 -3.424582238320619945e+04
0.000000000000000000e+00 -3.424190277392940334e+04
0.000000000000000000e+00 -3.423886927047539939e+04
