# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 -7.589854041602527891e-04 -1.032071313648640739e-13 3.858801000829659653e-14
1.250000000000000000e-01 -2.670503945936869485e-04 -2.225133430324665898e-07 -2.969513445570952798e-06
2.500000000000000000e-01 -9.721434801697234466e-05 -3.670224752075488984e-07 -4.898031378833880698e-06
3.750000000000000000e-01 -4.952214111153781847e-04 -4.414377161824682485e-07 -5.891128446323582970e-06
5.000000000000000000e-01 -4.361529261460237307e-04 -4.563260301339023124e-07 -6.089817310984126946e-06
6.250000000000000000e-01 -2.590425312684457035e-04 -4.240646310140381060e-07 -5.659277913523408760e-06
7.500000000000000000e-01 2.018749270326357674e-04 -3.578988454044204213e-07 -4.776274542609699072e-06
8.750000000000000000e-01 -1.413804835952157165e-04 -2.710158349217292654e-07 -3.616792888135223169e-06
1.000000000000000000e+00 -3.795698030721103957e-04 -1.756950569850812162e-07 -2.344706373504126384e-06
1.125000000000000000e+00 -5.208280521144957511e-04 -8.257086367595568923e-08 -1.101934669334145250e-06
1.250000000000000000e+00 3.794895035900101854e-06 -5.026874617373959208e-11 -6.702851301733756988e-10
1.375000000000000000e+00 -4.548269152836125449e-04 6.605301029685661862e-08 8.814984682205672737e-07
1.500000000000000000e+00 -4.087044653090690215e-04 1.126099706026522134e-07 1.502816603758817661e-06
1.625000000000000000e+00 -3.699717627031065895e-04 1.389845343617740191e-07 1.854793306129707719e-06
1.750000000000000000e+00 -6.824999562570410391e-05 1.466080330243784806e-07 1.956533080170959584e-06
1.875000000000000000e+00 -4.007015626351789501e-04 1.384226393657503177e-07 1.847295443992750108e-06
2.000000000000000000e+00 -3.088757977852381667e-04 1.182936915782140095e-07 1.578667207407201739e-06
2.125000000000000000e+00 -3.953871716128340517e-04 9.046921213530234547e-08 1.207339334840150410e-06
2.250000000000000000e+00 -2.764341792421357719e-04 5.911963208509165054e-08 7.889715096333955394e-07
2.375000000000000000e+00 -7.632940970999596651e-04 2.797120811177790177e-08 3.732859632594713874e-07
2.500000000000000000e+00 -3.856269133535815928e-04 3.428236548776266628e-11 4.561569134401580807e-10
2.625000000000000000e+00 5.811041100667975121e-05 -2.256224541473263855e-08 -3.010993264265960271e-07
2.750000000000000000e+00 3.831195742332602419e-05 -3.862142332618897145e-08 -5.154158990152706726e-07
2.875000000000000000e+00 -7.811205990160491677e-05 -4.782458721036098695e-08 -6.382349938272854047e-07
3.000000000000000000e+00 -1.735500785689119731e-04 -5.058847035002969543e-08 -6.751200753470427198e-07
3.125000000000000000e+00 -2.867088678308047159e-04 -4.787580132460231271e-08 -6.389186940892319369e-07
3.250000000000000000e+00 -6.956597206087661821e-04 -4.099264293166304665e-08 -5.470582181112677013e-07
3.375000000000000000e+00 -4.684802503561818175e-04 -3.139812311667584089e-08 -4.190162579843621647e-07
3.500000000000000000e+00 -3.941069279737403550e-04 -2.054155007688299858e-08 -2.741324086515269767e-07
3.625000000000000000e+00 -1.376804388336021027e-04 -9.728062967796824502e-09 -1.298232802960993394e-07
3.750000000000000000e+00 -7.041185729144703101e-04 -1.790520626681428414e-11 -2.378537003803408007e-10
3.875000000000000000e+00 -1.866222104913669612e-04 7.836827948630827369e-09 1.045864601689240010e-07
4.000000000000000000e+00 -3.758949218531652987e-04 1.341387511227514698e-08 1.790134091508827640e-07
4.125000000000000000e+00 -1.332492626065434962e-04 1.660195112900483804e-08 2.215582571629126892e-07
4.250000000000000000e+00 -4.310455736130413065e-04 1.754977256167219783e-08 2.342085486848657676e-07
4.375000000000000000e+00 -7.828742149238203038e-05 1.659777467757689725e-08 2.215036284881804478e-07
4.500000000000000000e+00 -3.449132768236721353e-04 1.420381694130344297e-08 1.895553722801025511e-07
4.625000000000000000e+00 -2.788317674295975185e-04 1.087612222938733842e-08 1.451460096281225506e-07
4.750000000000000000e+00 7.036126720305494256e-05 7.115907340020315791e-09 9.496460425033432400e-08
4.875000000000000000e+00 -4.991777814905692598e-04 3.372121611236186757e-09 4.500186978535920401e-08
5.000000000000000000e+00 -4.292746198803452928e-04 8.193441521525750898e-12 1.097615151897462561e-10
5.125000000000000000e+00 -4.237848357100436683e-04 -2.717609095529585314e-09 -3.626635567789218649e-08
5.250000000000000000e+00 -5.432509494545743195e-04 -4.658843126205842986e-09 -6.217533150575390541e-08
5.375000000000000000e+00 -2.481982992375043884e-04 -5.775192487422513397e-09 -7.707226482666661740e-08
