# drho_hcp drho_bcc avalancheSize
7.351436982190619456e-04 5.163464063139503457e-01 9.115296715098756053e+00
1.709365687550046253e-01 -3.091635846935398835e-01 2.659989663592550180e+00
-1.970136784295755672e-01 7.671286726093386188e-03 1.552910154126715625e+01
4.021232048144564586e-01 -3.794728616528562221e-02 1.129795833394751803e+01
-2.112468684460462320e-01 9.486400647102467831e-03 5.592739464705562824e+00
-1.405184243333118532e-02 -3.202083629733412651e-04 5.742071747358884481e-01
-5.699401548355076397e-03 3.767304529024956619e-03 4.045015443562468560e-01
-8.951782930185159248e-02 3.157419783318866219e-03 5.504590468956749305e+00
-4.308317948570694611e-02 5.250064284270108787e-03 1.913558573708439514e+00
-1.944485443813159797e-02 -5.722280680141880044e-03 2.162873718913160825e+00
-6.672180316830145230e-04 -2.300410627270866454e-03 9.730443300530730588e-02
1.597499454302764299e-04 -5.246108796775471317e-03 3.884678316374132190e-01
-8.506686689294107317e-04 2.953407113363247516e-03 9.712440684691171777e-02
4.149545189288117442e-04 5.881668708513166158e-04 1.828099353459972654e-01
