0.000000	-361.082319	-0.011967
0.000000	-323.910719	-0.011051
0.000000	-289.802822	-0.010127
0.000000	-254.991989	-0.009202
0.000000	-195.789521	-0.008287
0.000000	-158.683553	-0.007365
0.000000	-127.817355	-0.006447
0.000000	-90.168976	-0.005529
0.000000	-53.774513	-0.004609
0.000000	-26.999720	-0.003680
0.000000	-2.123280	-0.002761
0.000000	-0.926603	-0.001840
0.000000	-0.556198	-0.000922
0.000000	0.000000	0.000000
0.000000	0.227978	0.000916
0.000000	1.153640	0.001831
0.000000	1.873748	0.002751
0.000000	1.774218	0.003669
0.000000	1.983448	0.004585
0.000000	2.024151	0.005503
0.000000	2.530485	0.006424
0.000000	2.660697	0.007344
0.000000	2.887845	0.007344
0.107413	3.178721	0.007344
0.156982	3.678983	0.012259
0.207376	4.297767	0.017293
0.257884	4.752156	0.022350
0.307221	5.224860	0.027287
0.356949	6.019219	0.032258
0.409137	6.453196	0.037419
0.459401	7.218935	0.042459
0.511039	7.759791	0.047667
0.561023	8.225016	0.052670
0.610903	9.558116	0.057660
0.661436	10.229795	0.062684
0.711992	11.513284	0.067777
0.761828	12.998040	0.072738
0.811976	13.836968	0.077763
0.862488	15.239652	0.082810
0.913559	15.916129	0.087915
0.963650	16.555134	0.092914
1.016304	17.884103	0.098158
1.067690	18.902557	0.103272
1.119347	20.233642	0.108482
1.169171	20.980501	0.113473
1.219626	22.083520	0.118530
1.269307	22.873265	0.123482
1.319288	23.629005	0.128499
1.368772	23.955255	0.133437
1.418425	23.895077	0.138388
1.469121	24.801252	0.143456
1.518791	25.484670	0.148433
1.568185	26.806332	0.153386
1.617941	27.609215	0.158367
1.668112	27.993429	0.163389
1.718429	28.576285	0.168384
1.768247	29.259739	0.173382
1.818164	29.826468	0.178384
1.867779	30.440892	0.183356
1.917303	30.647680	0.188291
1.967136	31.142993	0.193250
2.016680	31.903477	0.198235
2.066808	32.298437	0.203240
2.116097	32.717108	0.208175
2.166455	33.235537	0.213224
2.216794	33.559594	0.218233
2.266900	35.307091	0.223251
2.317209	37.481826	0.228276
2.366835	38.623551	0.233238
2.417359	38.900095	0.238308
2.467081	39.902778	0.243252
2.518400	39.712243	0.248353
2.568268	40.313949	0.253392
2.618071	40.541042	0.258374
2.668223	41.487250	0.263388
2.718626	41.875582	0.268425
2.767979	42.040826	0.273364
2.818463	42.851203	0.278410
2.868487	44.090021	0.283393
2.918715	45.160232	0.288422
2.968443	45.691463	0.293384
3.018797	45.703260	0.298421
3.069535	46.419264	0.303501
3.118955	46.582808	0.308450
3.168360	46.575700	0.313405
3.218791	47.723276	0.318430
3.269118	47.858356	0.323459
3.318929	48.595611	0.328436
3.368535	48.765095	0.333406
3.418256	48.994482	0.338393
3.468213	49.711470	0.343377
3.518560	50.878963	0.348407
3.568312	51.502114	0.353379
3.618143	51.569254	0.358370
3.668361	52.644076	0.363400
3.718247	53.540269	0.368390
3.768248	54.000046	0.373406
3.818229	54.753326	0.378379
3.868246	55.285166	0.383380
3.918805	55.975385	0.388362
3.968432	55.982876	0.393395
4.018388	57.126450	0.398392
4.069657	58.800999	0.403537
4.121110	58.744578	0.408671
4.171413	59.034163	0.413680
4.220863	59.548087	0.418670
4.270952	61.042309	0.423657
4.321235	62.625257	0.428672
4.371119	63.047119	0.433670
4.421271	63.101406	0.438683
4.471030	63.187556	0.443686
4.521188	63.576882	0.448671
4.571224	63.491063	0.453673
4.621364	64.186313	0.458661
4.671243	64.202966	0.463673
4.721072	65.043407	0.468682
4.771317	66.521298	0.473685
4.822002	67.215157	0.478780
4.871751	67.066454	0.483734
4.921285	67.408772	0.488688
4.972062	67.490356	0.493736
5.021889	67.395022	0.498772
5.071212	66.805083	0.500000
6.219174	71.372057	0.500000
6.268818	71.793344	0.491792
6.318315	71.864873	0.483574
6.368298	71.826445	0.475278
6.417265	71.748153	0.467086
6.466404	71.581015	0.458874
6.515666	71.522405	0.450648
6.564119	71.726854	0.442621
6.613666	71.575877	0.434364
6.662784	71.558176	0.426162
6.711751	71.271116	0.417992
6.760829	71.663689	0.409807
6.809528	71.352710	0.401697
6.858010	71.338043	0.393634
6.906463	70.979385	0.385606
6.955855	71.013629	0.377328
7.004655	70.826774	0.369193
7.054449	70.665830	0.360898
7.102990	70.509734	0.352766
7.152595	70.385112	0.344508
7.201192	70.665554	0.336403
7.249385	70.588350	0.328395
7.298659	70.687554	0.320250
7.347846	70.391571	0.311988
7.396858	69.894882	0.303812
7.445849	69.327444	0.295650
7.493859	68.856111	0.287617
7.543484	69.013751	0.279403
7.592595	69.119758	0.271154
7.641340	69.022910	0.263095
7.690137	68.229659	0.254985
7.738615	68.245940	0.246835
7.787170	68.332182	0.238761
7.835442	68.186371	0.230690
7.883941	68.491331	0.222620
7.932219	68.323549	0.214618
7.980981	68.479666	0.206466
8.029711	68.261688	0.198335
8.078079	67.762282	0.190250
8.126487	67.569166	0.182201
8.176116	67.807322	0.173994
8.225627	67.490066	0.165681
8.274470	67.459440	0.157561
8.323413	67.346886	0.149413
8.371994	67.427856	0.141287
8.421386	67.266600	0.133061
8.469756	66.958910	0.124968
8.518756	67.080926	0.116835
8.566897	66.395051	0.108816
8.615946	66.255587	0.100653
8.665913	66.487646	0.092326
8.714776	66.205657	0.084166
8.763122	66.163246	0.076104
8.812455	65.454771	0.067858
8.861566	64.987424	0.059720
8.910285	64.576079	0.051588
8.959557	64.616169	0.049266
69.113803	66.608578	0.049265
69.162325	67.145063	0.041151
69.212263	66.753989	0.032913
69.261592	66.426431	0.024582
