# w mse
3.000000000000000000e+00 3.460503634746266263e-04
5.000000000000000000e+00 1.334154677959702639e-03
9.000000000000000000e+00 4.965895977620768745e-03
1.700000000000000000e+01 1.764574252588142766e-02
3.300000000000000000e+01 6.169846428808244132e-02
6.500000000000000000e+01 2.225500568339754681e-01
1.290000000000000000e+02 8.036536558475949610e-01
2.570000000000000000e+02 2.830240639049263152e+00
5.130000000000000000e+02 8.673366393746217540e+00
1.025000000000000000e+03 1.799212134966854038e+01
2.049000000000000000e+03 2.556182574973351862e+01
