# w mse
3.000000000000000000e+00 3.383752505872245075e-02
5.000000000000000000e+00 7.414590116900722505e-02
9.000000000000000000e+00 1.701253349312117913e-01
1.700000000000000000e+01 3.742689761997105014e-01
3.300000000000000000e+01 7.981270275460415897e-01
6.500000000000000000e+01 1.639464664416188544e+00
1.290000000000000000e+02 3.378263368113209264e+00
2.570000000000000000e+02 6.622676582849421401e+00
5.130000000000000000e+02 1.165379835789274665e+01
1.025000000000000000e+03 1.865082757347057552e+01
2.049000000000000000e+03 2.413415470670006613e+01
4.097000000000000000e+03 3.062050857248588542e+01
8.193000000000000000e+03 3.047378935750664297e+01
