# w mse
3.000000000000000000e+00 5.929578297087919822e-03
5.000000000000000000e+00 3.514074326899255338e-03
9.000000000000000000e+00 4.644085531338912158e-03
1.700000000000000000e+01 8.367952191063482426e-03
3.300000000000000000e+01 1.795940458040303639e-02
6.500000000000000000e+01 4.111335236429766726e-02
1.290000000000000000e+02 9.513167383008810929e-02
2.570000000000000000e+02 2.202573772059925050e-01
5.130000000000000000e+02 4.905105277483500226e-01
1.025000000000000000e+03 9.928100941728499329e-01
2.049000000000000000e+03 1.893553913138710687e+00
4.097000000000000000e+03 2.809590066208689674e+00
8.193000000000000000e+03 3.838589766410230197e+00
1.638500000000000000e+04 4.531245826500820861e+00
3.276900000000000000e+04 6.400330006095249047e+00
