# w mse
3.000000000000000000e+00 3.050660607247059758e-02
5.000000000000000000e+00 7.875338544798282658e-02
9.000000000000000000e+00 1.987625234827206933e-01
1.700000000000000000e+01 4.423437936133274295e-01
3.300000000000000000e+01 9.210623692756216840e-01
6.500000000000000000e+01 1.848033472868517713e+00
1.290000000000000000e+02 3.578105814880656599e+00
2.570000000000000000e+02 6.598243799312548674e+00
5.130000000000000000e+02 1.098366181283359388e+01
1.025000000000000000e+03 1.667418201738650652e+01
2.049000000000000000e+03 2.239702076828521982e+01
4.097000000000000000e+03 2.436966115045093417e+01
