# w mse
3.000000000000000000e+00 2.262226770720282207e-02
5.000000000000000000e+00 5.491897345302520356e-02
9.000000000000000000e+00 1.323404889767210713e-01
1.700000000000000000e+01 2.919903181168266859e-01
3.300000000000000000e+01 6.016983643699402862e-01
6.500000000000000000e+01 1.192194193076934638e+00
1.290000000000000000e+02 2.320692385634368637e+00
2.570000000000000000e+02 4.332491398936777927e+00
5.130000000000000000e+02 7.970706749803590618e+00
1.025000000000000000e+03 1.332650758700965099e+01
2.049000000000000000e+03 2.086064147071717656e+01
4.097000000000000000e+03 2.709442402512448211e+01
8.193000000000000000e+03 3.006486044093204768e+01
