# w mse
3.000000000000000000e+00 3.289281956041401229e-03
5.000000000000000000e+00 4.426822136440248384e-03
9.000000000000000000e+00 9.847539416816869853e-03
1.700000000000000000e+01 2.690194613168547452e-02
3.300000000000000000e+01 8.371576517283765839e-02
6.500000000000000000e+01 2.646799950035790272e-01
1.290000000000000000e+02 7.883122557953755605e-01
2.570000000000000000e+02 2.012689583720843167e+00
5.130000000000000000e+02 4.518361483463156247e+00
1.025000000000000000e+03 9.191821622065809549e+00
2.049000000000000000e+03 1.304496696928305077e+01
4.097000000000000000e+03 9.448871775320307975e+00
