# w mse
3.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+00 2.973937073340993716e-03
9.000000000000000000e+00 8.342829459092976699e-03
1.700000000000000000e+01 2.173929855549009207e-02
3.300000000000000000e+01 5.971229922265276074e-02
6.500000000000000000e+01 1.483645294318224062e-01
1.290000000000000000e+02 3.355962147822023067e-01
2.570000000000000000e+02 7.057368983364148418e-01
5.130000000000000000e+02 1.406636019668321413e+00
1.025000000000000000e+03 3.181145830947683883e+00
2.049000000000000000e+03 6.109544802523944718e+00
4.097000000000000000e+03 8.650742814674551084e+00
8.193000000000000000e+03 1.056980136008314908e+01
