# w mse
3.000000000000000000e+00 5.699681652382043197e-04
5.000000000000000000e+00 1.472969262019861725e-03
9.000000000000000000e+00 2.894948699231790143e-03
1.700000000000000000e+01 4.570684416145304185e-03
3.300000000000000000e+01 8.937421948885661965e-03
6.500000000000000000e+01 2.249371877808330894e-02
1.290000000000000000e+02 6.517292651855742525e-02
2.570000000000000000e+02 2.158305354621007921e-01
5.130000000000000000e+02 6.807527531550029432e-01
1.025000000000000000e+03 1.846873211578158314e+00
2.049000000000000000e+03 3.831956171835611435e+00
4.097000000000000000e+03 6.163486993237919265e+00
8.193000000000000000e+03 9.784643330176582054e+00
