# hist edge err
2.349915704658990308e+03 3.324597932270938120e-07 1.174957852329495154e+03
1.574487583865699662e+03 4.961947603002897566e-07 7.872437919328498310e+02
2.901074559308203789e+03 7.405684692262442192e-07 8.747068910973596303e+02
3.710841942632316659e+03 1.105295141126022072e-06 8.097720997204556852e+02
5.801445256022336252e+03 1.649648074098020724e-06 8.287778937174765588e+02
8.250122825910957545e+03 2.462092401494625704e-06 8.089911015164850596e+02
9.354631822561015724e+03 3.674661940736688007e-06 7.051319047125768975e+02
1.317658027151073111e+04 5.484416576121015119e-06 6.850177895728395470e+02
1.613001014284775192e+04 8.185467307069021234e-06 6.203850054941442522e+02
2.116717430845333729e+04 1.221677348996793032e-05 5.817265609332288250e+02
3.173901971278205747e+04 1.823348000868438431e-05 5.830793800086587453e+02
2.048343475547459093e+04 2.721338768375308650e-05 3.834209143238271054e+02
6.842907520704388844e+03 4.061585988376979588e-05 1.814003917695937673e+02
1.179244372845375437e+03 6.061898993497572295e-05 6.164009080764355275e+01
1.014629631952354458e+02 9.047357242349293694e-05 1.479989426382420703e+01
2.892854800296885465e+00 1.350314037869872197e-04 2.045557246277983410e+00
