# theta phi
1.042088905037036142e+02 1.067247110619897299e+01
-7.579110949629640004e+01 1.693275288938010306e+02
1.244494896205168288e+00 7.911168133803379021e+01
-1.787555051037948317e+02 1.008883186619662098e+02
1.411766351094062788e+00 9.094501420294180605e+01
-4.293095895147872199e+01 4.551907877574906891e+00
5.570975471311674454e+01 4.669353184324400274e+01
-1.785882336489059412e+02 8.905498579705820816e+01
1.370690410485212851e+02 1.754480921224250949e+02
-1.242902452868832768e+02 1.333064681567560115e+02
1.598608360610002999e+00 8.751961269774129448e+01
-1.784013916393900274e+02 9.248038730225870552e+01
5.483098159137107075e+00 1.702030819559173480e+01
4.617139687428307582e+01 6.668333580636230806e+01
-1.745169018408629142e+02 1.629796918044082474e+02
-1.338286031257169384e+02 1.133166641936377204e+02
-1.303005303631854304e+02 6.644440131317119835e+01
4.969946963681456253e+01 1.135555986868288301e+02
6.417756317555357271e+01 1.177853068485417509e+02
-1.158224368244464131e+02 6.221469315145826329e+01
-9.150192962049112566e+01 8.643917513234191574e+01
8.849807037950888855e+01 9.356082486765809847e+01
7.635683550036158351e+01 9.389445956023736528e+01
-1.036431644996384165e+02 8.610554043976262051e+01
7.619623542294944230e+01 9.200602679273882245e+01
-1.038037645770505577e+02 8.799397320726117755e+01
-1.028545253408103974e+02 8.784126689928403664e+01
7.714547465918961677e+01 9.215873310071597757e+01
-1.077974253997751504e+02 8.881435183937887246e+01
7.220257460022483542e+01 9.118564816062115597e+01
-1.353593936067360914e+02 1.182785428934852376e+02
4.464060639326392987e+01 6.172145710651478367e+01
-1.053360687383268584e+02 5.111543013987666484e+01
7.466393126167312744e+01 1.288845698601233494e+02
-1.450868058503518796e+02 1.191683192781521683e+02
3.491319414964810619e+01 6.083168072184785302e+01
-1.510986644826273562e+02 1.226909489408393625e+02
2.890133551737263673e+01 5.730905105916065168e+01
1.918402139030235176e+01 5.085790786192676194e+01
-1.608159786096976518e+02 1.291420921380732523e+02
6.620783214660711735e+01 7.173241263649400423e+01
-1.137921678533928969e+02 1.082675873635060100e+02
-1.392266158908109048e+02 1.246613612946311349e+02
4.077338410918908806e+01 5.533863870536887930e+01
3.954443369550239851e+01 5.292785308964235469e+01
-1.404555663044976086e+02 1.270721469103576453e+02
2.566092867245164300e+01 5.508818230570371099e+01
-1.543390713275483677e+02 1.249118176942963174e+02
