# time ep bcc_intrp hcp_intrp
0.000000000000000000e+00 -1.317973254238070273e-04 -2.088818701778316326e-13 7.871969516292726962e-15
1.499999999999999944e-02 -9.655337600910164403e-05 -6.086630545395111370e-08 -5.225633830015690119e-06
2.999999999999999889e-02 -7.977763800508840875e-05 -9.566827083272628960e-08 -8.213553338937340580e-06
4.499999999999999833e-02 -7.989456026440621642e-05 -1.079801634209371396e-07 -9.270592757151891326e-06
5.999999999999999778e-02 -1.402775760104123400e-04 -1.025159795028423197e-07 -8.801470149701208135e-06
7.499999999999999722e-02 -2.425076609636456736e-04 -8.460103793099779423e-08 -7.263391373759197890e-06
8.999999999999999667e-02 -3.350205602482607620e-04 -5.962283004733851017e-08 -5.118904814697376748e-06
1.049999999999999961e-01 -3.635204632478515260e-04 -3.252774226343953087e-08 -2.792675774550300325e-06
1.199999999999999956e-01 -3.523164338132593826e-04 -7.397416270601184127e-09 -6.351030175441256024e-07
1.350000000000000089e-01 -3.780405056396361242e-04 1.285711116602757276e-08 1.103858164059831863e-06
1.499999999999999944e-01 -4.084552683455526523e-04 2.662934557361598984e-08 2.286317616097216495e-06
1.650000000000000078e-01 -4.001023446218209337e-04 3.355604329478878373e-08 2.881047653241542446e-06
1.799999999999999933e-01 -4.035864088967333618e-04 3.428257608558214485e-08 2.943447246236947010e-06
1.950000000000000067e-01 -4.635145186841513418e-04 3.013645093921666506e-08 2.587478610747716130e-06
2.099999999999999922e-01 -4.957800079546715623e-04 2.278988757189828718e-08 1.956710942658357555e-06
2.250000000000000056e-01 -4.783512583267325244e-04 1.396501416111666556e-08 1.199003552059031682e-06
2.399999999999999911e-01 -4.909954254925534469e-04 5.200951577973854510e-09 4.465374540108540416e-07
2.550000000000000044e-01 -5.409517678347059919e-04 -2.309867358377548748e-09 -1.983179674054729005e-07
2.700000000000000178e-01 -4.984619640253248017e-04 -7.812761037749408122e-09 -6.707547918651752377e-07
2.849999999999999756e-01 -3.715743452970977218e-04 -1.100151390226247669e-08 -9.445001041333073957e-07
2.999999999999999889e-01 -3.423911201988717387e-04 -1.196015479632381805e-08 -1.026772564382159096e-06
