# w mse
3.000000000000000000e+00 1.975654058025268223e-02
5.000000000000000000e+00 4.479681892822882233e-02
9.000000000000000000e+00 1.081289509206101590e-01
1.700000000000000000e+01 2.418579552380524522e-01
3.300000000000000000e+01 5.063705659326245279e-01
6.500000000000000000e+01 1.006886343392493277e+00
1.290000000000000000e+02 1.945816478362208279e+00
2.570000000000000000e+02 4.378940161779446782e+00
5.130000000000000000e+02 9.190147825440257989e+00
1.025000000000000000e+03 1.612348500253353478e+01
2.049000000000000000e+03 2.075281482176898962e+01
4.097000000000000000e+03 2.091097303183335754e+01
