# w mse
3.000000000000000000e+00 7.072132696643528525e-03
5.000000000000000000e+00 1.546930541655550106e-02
9.000000000000000000e+00 4.608661840728883047e-02
1.700000000000000000e+01 1.287196414781792420e-01
3.300000000000000000e+01 3.107646015873493095e-01
6.500000000000000000e+01 6.896004410696535691e-01
1.290000000000000000e+02 1.497294318344291719e+00
2.570000000000000000e+02 3.211704836824471609e+00
5.130000000000000000e+02 6.602951317432538048e+00
1.025000000000000000e+03 1.330170613581653072e+01
2.049000000000000000e+03 2.396442047162999955e+01
4.097000000000000000e+03 3.034665194294044710e+01
8.193000000000000000e+03 3.426460577670498253e+01
