# w mse
3.000000000000000000e+00 5.406403795666273699e-04
5.000000000000000000e+00 1.398970451608381798e-03
9.000000000000000000e+00 2.768557032433895462e-03
1.700000000000000000e+01 4.609744620217145691e-03
3.300000000000000000e+01 1.009787703246092447e-02
6.500000000000000000e+01 2.855499764518604558e-02
1.290000000000000000e+02 9.093401471895390387e-02
2.570000000000000000e+02 3.121109729180887582e-01
5.130000000000000000e+02 1.016304782866240597e+00
1.025000000000000000e+03 2.870078829843960566e+00
2.049000000000000000e+03 5.141754077771785170e+00
4.097000000000000000e+03 6.746678033880852965e+00
8.193000000000000000e+03 1.164766119611373973e+01
