# w mse
3.000000000000000000e+00 4.703859751323632987e-03
5.000000000000000000e+00 1.273969554998271268e-02
9.000000000000000000e+00 3.948555079404717644e-02
1.700000000000000000e+01 1.228904963620933571e-01
3.300000000000000000e+01 3.660436347354469322e-01
6.500000000000000000e+01 1.024375096110940353e+00
1.290000000000000000e+02 2.518204153533777578e+00
2.570000000000000000e+02 5.164566422847846283e+00
5.130000000000000000e+02 8.919733567374155569e+00
1.025000000000000000e+03 1.396404061250047590e+01
2.049000000000000000e+03 1.979447823984485666e+01
4.097000000000000000e+03 2.618977278895022920e+01
8.193000000000000000e+03 3.037646198169918321e+01
