# w mse
3.000000000000000000e+00 1.079898479040804909e-02
5.000000000000000000e+00 2.573437953699508202e-02
9.000000000000000000e+00 6.735449640002709459e-02
1.700000000000000000e+01 1.616250064224430405e-01
3.300000000000000000e+01 3.690189278887980318e-01
6.500000000000000000e+01 7.983935875162309070e-01
1.290000000000000000e+02 1.668121760477420334e+00
2.570000000000000000e+02 3.362510662600650235e+00
5.130000000000000000e+02 6.666223820474544759e+00
1.025000000000000000e+03 1.286713811895541326e+01
2.049000000000000000e+03 2.254285376682556929e+01
4.097000000000000000e+03 2.632576675699895219e+01
8.193000000000000000e+03 3.086906704703658377e+01
