# theta phi
1.343712384143487384e+02 7.697364714693455312e+01
-4.562876158565126161e+01 1.030263528530654469e+02
7.843951515733596125e+01 4.902999428750412392e+01
-1.015604848426640530e+02 1.309700057124958903e+02
1.422137233406198789e+02 1.184082463639254001e+02
-3.778627665938014246e+01 6.159175363607460696e+01
8.506914533944593870e+01 2.235201973846642787e+01
-9.493085466055404709e+01 1.576479802615335757e+02
8.332014480616589935e+01 1.258958894704322091e+02
-9.667985519383411486e+01 5.410411052956778377e+01
8.800776648218889875e+01 3.437205291674742824e+01
-9.199223351781111546e+01 1.456279470832525931e+02
8.761992653776852080e+01 7.150891766923501791e+01
-9.238007346223147920e+01 1.084910823307649679e+02
