# hist edge err
1.440133569561549812e+05 7.405684692262442192e-07 4.114667341604427747e+03
1.109063203607724281e+05 1.105295141126022072e-06 2.955663368660188098e+03
6.048187076958341640e+04 1.649648074098020724e-06 1.786622944569822039e+03
3.235553973543709435e+04 2.462092401494625704e-06 1.069641148941914935e+03
4.034866400622689980e+04 3.674661940736688007e-06 9.777365159938560737e+02
4.178181990544949804e+04 5.484416576121015119e-06 8.144124615495110220e+02
2.693097803549728269e+04 8.185467307069021234e-06 5.352051392259654676e+02
1.961208696897687696e+04 1.221677348996793032e-05 3.738519030009599646e+02
1.957700240232016949e+04 1.823348000868438431e-05 3.057414111672619015e+02
9.575379840210847760e+03 2.721338768375308650e-05 1.750260341327216338e+02
3.035285196491197439e+03 4.061585988376979588e-05 8.066179403519622326e+01
6.103966437729617383e+02 6.061898993497572295e-05 2.960858630351102860e+01
7.121014715166887754e+01 9.047357242349293694e-05 8.278011460981415937e+00
