# drho_hcp drho_bcc ei ef ti tf avalancheSize
-8.326802648639386462e-04 -6.486492280828315415e-04 2.149999999999999967e-01 2.157000000000000028e-01 2.150000000000000000e+03 2.157000000000000000e+03 3.916485951325691245e-02
-4.128288425135906436e-04 3.510166237674638978e-04 2.162999999999999923e-01 2.164999999999999980e-01 2.163000000000000000e+03 2.165000000000000000e+03 9.165162506492461822e-03
-4.458406732339881273e-03 6.406638655676033522e-04 2.233999999999999875e-01 2.238999999999999879e-01 2.234000000000000000e+03 2.239000000000000000e+03 2.740742268726690037e-02
-8.037450107110544195e-03 2.224123992505155911e-03 2.248999999999999888e-01 2.258000000000000007e-01 2.249000000000000000e+03 2.258000000000000000e+03 1.164983713197486892e-01
-3.891543077429560071e-03 3.184392763046162145e-03 2.265999999999999959e-01 2.275000000000000078e-01 2.266000000000000000e+03 2.275000000000000000e+03 9.606139152248611979e-02
5.746711039387264464e-02 -7.504294447471693275e-03 2.285999999999999976e-01 2.361000000000000043e-01 2.286000000000000000e+03 2.361000000000000000e+03 2.421078331969505726e+00
1.000467979685026876e-02 8.433648548873406980e-03 2.368000000000000105e-01 2.411000000000000087e-01 2.368000000000000000e+03 2.411000000000000000e+03 8.169855375260894892e-01
-1.735524440107383271e-04 -4.310806583021076221e-04 2.421000000000000096e-01 2.422999999999999876e-01 2.421000000000000000e+03 2.423000000000000000e+03 9.487321622007268557e-03
1.969151485940301427e-02 -6.035529589667021355e-03 2.434999999999999942e-01 2.452999999999999903e-01 2.435000000000000000e+03 2.453000000000000000e+03 3.461366687705182965e-01
4.418402091346251837e-04 2.650891929704357608e-03 2.464999999999999969e-01 2.472000000000000031e-01 2.465000000000000000e+03 2.472000000000000000e+03 5.348798389664297104e-02
3.416690005622058379e-04 -4.789242713002295204e-03 2.647999999999999798e-01 2.656999999999999917e-01 2.648000000000000000e+03 2.657000000000000000e+03 5.369188322714479183e-02
0.000000000000000000e+00 0.000000000000000000e+00 2.666999999999999926e-01 2.667999999999999816e-01 2.667000000000000000e+03 2.668000000000000000e+03 4.489236982501330908e-03
-4.894813239189943488e-03 -5.994232593252490915e-03 2.750000000000000222e-01 2.822999999999999954e-01 2.750000000000000000e+03 2.823000000000000000e+03 1.276142818721658800e+00
1.356770264294482331e-03 7.549000599738064921e-04 2.881000000000000227e-01 2.886000000000000232e-01 2.881000000000000000e+03 2.886000000000000000e+03 2.806415160044319068e-02
-1.623933548529521431e-03 1.447912471633117093e-03 2.898000000000000020e-01 2.908999999999999919e-01 2.898000000000000000e+03 2.909000000000000000e+03 9.610646405361618350e-02
9.161754028070845379e-04 -2.348569294014168918e-03 3.027000000000000246e-01 3.044000000000000039e-01 3.027000000000000000e+03 3.044000000000000000e+03 2.016166508380840827e-01
2.025714785901300274e-03 -3.912396099110537762e-04 3.109000000000000097e-01 3.114000000000000101e-01 3.109000000000000000e+03 3.114000000000000000e+03 3.472267808434004871e-02
1.452877914971395512e-04 -2.800042870489960478e-04 3.205000000000000071e-01 3.210999999999999965e-01 3.205000000000000000e+03 3.211000000000000000e+03 3.752847488923884145e-02
-6.854325056622201373e-04 5.871656455553875276e-04 3.306999999999999940e-01 3.311000000000000054e-01 3.307000000000000000e+03 3.311000000000000000e+03 1.997861215593078194e-02
1.253451144631867464e-02 -3.976713158436950835e-03 3.391000000000000125e-01 3.410000000000000253e-01 3.391000000000000000e+03 3.410000000000000000e+03 2.021331319195687481e-01
3.313471491452446571e-03 -2.197976288357494923e-03 3.428999999999999826e-01 3.441000000000000170e-01 3.429000000000000000e+03 3.441000000000000000e+03 1.023117877049177504e-01
-2.137091754596553983e-02 -9.568292057338112500e-04 3.442000000000000060e-01 3.461000000000000187e-01 3.442000000000000000e+03 3.461000000000000000e+03 3.129842123259427011e-01
-6.031754321014659581e-03 -5.462807662581781187e-04 3.492000000000000104e-01 3.498999999999999888e-01 3.492000000000000000e+03 3.499000000000000000e+03 4.200001636328812987e-02
7.656006839624751592e-04 -4.696585877752568194e-04 3.531000000000000250e-01 3.538999999999999924e-01 3.531000000000000000e+03 3.539000000000000000e+03 7.439472659750021033e-02
-2.130320985401112921e-03 6.446033455091537689e-03 3.750999999999999890e-01 3.774000000000000132e-01 3.751000000000000000e+03 3.774000000000000000e+03 2.142216597005473233e-01
-6.989853111178945255e-04 1.357296458309065201e-03 3.781999999999999806e-01 3.791999999999999815e-01 3.782000000000000000e+03 3.792000000000000000e+03 7.554104614772583215e-02
5.784873969560067053e-03 -3.279317635247025464e-03 3.806999999999999829e-01 3.825000000000000067e-01 3.807000000000000000e+03 3.825000000000000000e+03 2.212362825732735738e-01
-2.622919226490694200e-02 1.931985858448115323e-03 3.864000000000000212e-01 3.886000000000000010e-01 3.864000000000000000e+03 3.886000000000000000e+03 2.388331680441708738e-01
1.508624188375051745e-03 3.034171204063795813e-03 3.895000000000000129e-01 3.906000000000000028e-01 3.895000000000000000e+03 3.906000000000000000e+03 7.473401778497479331e-02
-6.549111534184248740e-03 -1.690805758300939488e-04 3.950000000000000178e-01 3.967999999999999861e-01 3.950000000000000000e+03 3.968000000000000000e+03 2.311062616929321911e-01
-4.458283286794539890e-04 -1.886218670961170574e-04 4.047999999999999932e-01 4.051000000000000156e-01 4.048000000000000000e+03 4.051000000000000000e+03 1.416579641060199818e-02
-4.900455333654463175e-03 -4.089624938217184535e-04 4.164999999999999813e-01 4.174999999999999822e-01 4.165000000000000000e+03 4.175000000000000000e+03 7.716459459564738166e-02
-7.994753922957897885e-03 2.197445211891135841e-03 4.252000000000000224e-01 4.259999999999999898e-01 4.252000000000000000e+03 4.260000000000000000e+03 5.070917206252455872e-02
6.443123124995508988e-03 1.508298100304727996e-03 4.269999999999999907e-01 4.298000000000000154e-01 4.270000000000000000e+03 4.298000000000000000e+03 3.934359938549548130e-01
-4.903137313760908000e-04 7.739759973901527701e-05 4.305999999999999828e-01 4.309999999999999942e-01 4.306000000000000000e+03 4.310000000000000000e+03 2.397666753728807873e-02
-2.195292425966499650e-03 4.210479706046044157e-04 4.334000000000000075e-01 4.341999999999999749e-01 4.334000000000000000e+03 4.342000000000000000e+03 6.292123899648853491e-02
5.224045317390846321e-03 -6.804118024206218251e-05 4.353000000000000203e-01 4.365999999999999881e-01 4.353000000000000000e+03 4.366000000000000000e+03 1.413571503779934846e-01
-4.391063215507529094e-04 6.918554747130656324e-04 4.399000000000000132e-01 4.400999999999999912e-01 4.399000000000000000e+03 4.401000000000000000e+03 9.070563346849396663e-03
-7.110553425661692017e-03 1.680501603800621524e-03 4.491999999999999882e-01 4.497999999999999776e-01 4.492000000000000000e+03 4.498000000000000000e+03 3.959024957892044727e-02
-6.283273293320235098e-03 -4.730576351050785888e-04 4.556000000000000050e-01 4.561999999999999944e-01 4.556000000000000000e+03 4.562000000000000000e+03 3.769855918548245532e-02
2.893227694755751145e-04 -5.971042541546012217e-04 4.572999999999999843e-01 4.575000000000000178e-01 4.573000000000000000e+03 4.575000000000000000e+03 9.055862588888805367e-03
-1.791131408026558347e-03 -1.728396367241202825e-03 4.592999999999999861e-01 4.613999999999999768e-01 4.593000000000000000e+03 4.614000000000000000e+03 2.108714750101063629e-01
-4.872399000646510103e-03 1.058321767686720705e-03 4.693999999999999839e-01 4.701000000000000179e-01 4.694000000000000000e+03 4.701000000000000000e+03 3.597548968854974438e-02
-1.546527643085937598e-04 4.992847959840673866e-03 4.763000000000000012e-01 4.771000000000000241e-01 4.763000000000000000e+03 4.771000000000000000e+03 4.331967002989949023e-02
1.768828318006399059e-03 3.746365118217909185e-03 4.809999999999999831e-01 4.820999999999999730e-01 4.810000000000000000e+03 4.821000000000000000e+03 5.644346727603637842e-02
1.891817344358059927e-03 -1.568809933019110758e-03 4.838000000000000078e-01 4.863000000000000100e-01 4.838000000000000000e+03 4.863000000000000000e+03 2.147593873604353165e-01
